prediction_stage,base_model_id,comparator_model_id,metric,delta,ci_95_low,ci_95_high,replicates,resampling_unit,conclusion
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,hist_gradient_boosting_oulad,brier,0.005652741945048535,0.004177061292225382,0.007118619078386088,5000,id_student,comparator higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,hist_gradient_boosting_oulad,nll,0.01653644804575915,0.012619534890794034,0.020417515399526825,5000,id_student,comparator higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,svm_oulad,macro_f1,-0.00610247511783429,-0.009808806751419707,-0.0020358516137730545,5000,id_student,comparator higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,svm_oulad,risk_recall,0.019438033419643508,0.01370740411801003,0.025419213673382936,5000,id_student,CNN-BiLSTM higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,svm_oulad,risk_f1,-0.002402750184046975,-0.006774886861149862,0.0023922939056308253,5000,id_student,insufficient evidence of difference
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,svm_oulad,brier,0.0030167305006368983,0.0016899158985700519,0.00436215586350168,5000,id_student,comparator higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,svm_oulad,nll,0.0012289293865883394,-0.002539341843907122,0.005077885215947446,5000,id_student,insufficient evidence of difference
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,xgboost_oulad,macro_f1,-0.004648580129229631,-0.008945238820241739,-0.00039156154719292364,5000,id_student,comparator higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,xgboost_oulad,risk_recall,0.022224788728168687,0.015714241969712536,0.028833986395758186,5000,id_student,CNN-BiLSTM higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,xgboost_oulad,risk_f1,-0.0004517921990777446,-0.005552656600173425,0.004560639275372501,5000,id_student,insufficient evidence of difference
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,xgboost_oulad,brier,0.006359630536324965,0.004937923363549835,0.007794340646773357,5000,id_student,comparator higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,xgboost_oulad,nll,0.018446220601311493,0.014810594413021166,0.022181662166837993,5000,id_student,comparator higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,mlp_oulad,macro_f1,-0.006666511649129817,-0.010955267210898512,-0.00228747411199162,5000,id_student,comparator higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,mlp_oulad,risk_recall,0.029260539720165468,0.02282204559524082,0.03599054986168396,5000,id_student,CNN-BiLSTM higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,mlp_oulad,risk_f1,-0.0011818973399046818,-0.006281803096447264,0.004090323577283412,5000,id_student,insufficient evidence of difference
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,mlp_oulad,brier,0.006088926998913489,0.00472893796730278,0.007449403414696254,5000,id_student,comparator higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,mlp_oulad,nll,0.016981689746136664,0.013201291023296511,0.020733104760919968,5000,id_student,comparator higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,cnn_only_oulad,macro_f1,-0.0025169222303570386,-0.004914039284925983,-0.00013302851694868336,5000,id_student,comparator higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,cnn_only_oulad,risk_recall,0.002591142129169433,-0.0008278695373033024,0.006060904465631235,5000,id_student,insufficient evidence of difference
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,cnn_only_oulad,risk_f1,-0.0019551980259160636,-0.004754961874969191,0.0008428843541504479,5000,id_student,insufficient evidence of difference
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,cnn_only_oulad,brier,0.0002786125620297332,-4.9916782953445676e-05,0.0005975376459043842,5000,id_student,insufficient evidence of difference
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,cnn_only_oulad,nll,0.0007805637100841477,-6.61696644941645e-05,0.001609872974738733,5000,id_student,insufficient evidence of difference
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,bilstm_only_oulad,macro_f1,0.00821131965064454,0.005164795830884061,0.011278716739794902,5000,id_student,CNN-BiLSTM higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,bilstm_only_oulad,risk_recall,-0.03089758858714976,-0.03549629115122313,-0.026455841613857178,5000,id_student,comparator higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,bilstm_only_oulad,risk_f1,0.0019315878610265472,-0.0016338222815718644,0.005424922321184429,5000,id_student,insufficient evidence of difference
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,bilstm_only_oulad,brier,0.0013052484513594517,0.000971730667998031,0.0016505944331215447,5000,id_student,comparator higher
M1_MIDDLE_FROZEN,cnn_bilstm_oulad,bilstm_only_oulad,nll,0.004239924823208194,0.0033730015086054334,0.005138981704467961,5000,id_student,comparator higher
