model_id,model_family,prediction_stage,code_module,code_presentation,eligible,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,risk_precision,risk_recall,risk_f1,not_risk_precision,not_risk_recall,not_risk_f1,specificity,pr_auc,roc_auc,brier,nll,ece,tn,fp,fn,tp,eligible_count,positive_count,negative_count,coverage
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,AAA,2013J,True,0.8402366863905325,0.5957434052757794,0.7511006289308176,0.5957434052757794,0.6171979865771812,0.8056570430086175,0.65,0.21666666666666667,0.325,0.8522012578616353,0.9748201438848921,0.9093959731543624,0.9748201438848921,0.41435402233518087,0.7050959232613909,0.15864267728123926,0.8264579902205782,0.16098961427072725,271,7,47,13,338,60,278,1.0
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,BBB,2013B,True,0.6759322033898305,0.6515657364760461,0.7281441033421088,0.6515657364760461,0.6348026520252772,0.645521262380888,0.8175895765472313,0.37295690936106984,0.5122448979591837,0.6386986301369864,0.9301745635910225,0.7573604060913706,0.9301745635910225,0.7087545397135084,0.7239747955519817,0.22249325393527739,0.9676223725611011,0.12186227863106527,746,56,422,251,1475,673,802,1.0
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,BBB,2013J,True,0.7081911262798635,0.64307731826355,0.740679012345679,0.64307731826355,0.6386980930026285,0.6733094091873992,0.79,0.34497816593886466,0.48024316109422494,0.691358024691358,0.9411764705882353,0.797153024911032,0.9411764705882353,0.6659865621508052,0.7308144995018871,0.21030753676386924,0.9495981250377002,0.11128789796456913,1008,63,450,237,1758,687,1071,1.0
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,BBB,2014B,True,0.714859437751004,0.6689835825411232,0.7606901295425885,0.6689835825411232,0.6645862756421981,0.6861766170457724,0.8360655737704918,0.3930635838150289,0.5347313237221494,0.6853146853146853,0.9449035812672176,0.7944412275622467,0.9449035812672176,0.69411144784276,0.7236872137029782,0.21793795441164546,0.8190686212638332,0.12625277530603182,686,40,315,204,1245,519,726,1.0
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,CCC,2014B,True,0.6526898734177216,0.651877722697912,0.706477898154861,0.651877722697912,0.6277781839818026,0.6280829141278078,0.8110749185667753,0.3952380952380952,0.5314834578441836,0.6018808777429467,0.9085173501577287,0.7240729101194218,0.9085173501577287,0.7251873010139465,0.7182902708927945,0.23390860948714215,1.1047853795702085,0.13092607884054927,576,58,381,249,1264,630,634,1.0
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,DDD,2013B,True,0.5876288659793815,0.6137542823975763,0.6742558959067497,0.6137542823975763,0.5591935762519623,0.549645194830578,0.8202764976958525,0.307426597582038,0.4472361809045226,0.528235294117647,0.9200819672131147,0.6711509715994021,0.9200819672131147,0.7496899851349613,0.6880131798748548,0.23245848755395426,0.7646920630315451,0.11024548487866836,449,39,401,178,1067,579,488,1.0
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,DDD,2013J,True,0.6664201183431953,0.6608863472657969,0.7161247250097056,0.6608863472657969,0.6414183262714979,0.6435193172018926,0.8143712574850299,0.4114977307110439,0.5467336683417086,0.6178781925343811,0.91027496382055,0.7361029842012873,0.91027496382055,0.7545131933392969,0.7400060426797095,0.22735508077419903,0.8289775929881521,0.14606209696324945,629,62,389,272,1352,661,691,1.0
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,DDD,2014B,True,0.619500594530321,0.6392806008817781,0.7035851312970252,0.6392806008817781,0.5944544906570223,0.5876237350552135,0.8524590163934426,0.34743875278396436,0.4936708860759494,0.5547112462006079,0.9311224489795918,0.6952380952380952,0.9311224489795918,0.746196062178873,0.7126835143857096,0.2275680389707361,0.8452847380126075,0.12464183693820612,365,27,293,156,841,449,392,1.0
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,EEE,2013J,True,0.7395287958115183,0.6406388743425696,0.7656850375638011,0.6406388743425696,0.6445024329449507,0.7017588237354395,0.8018867924528302,0.3231939163498099,0.46070460704607047,0.729483282674772,0.9580838323353293,0.8283002588438308,0.9580838323353293,0.6584741204161488,0.7374642350280427,0.20959836219479602,0.7842455077835635,0.13950770142526364,480,21,178,85,764,263,501,1.0
decision_tree_oulad,decision_tree,E1_EARLY_20PCT,EEE,2014B,True,0.6680327868852459,0.6340741748431309,0.7260010892309456,0.6340741748431309,0.613016917293233,0.6291628790213238,0.8160919540229885,0.3271889400921659,0.46710526315789475,0.6359102244389028,0.940959409594096,0.7589285714285714,0.940959409594096,0.6935005706832911,0.7046184977978811,0.24154641748788414,0.9547572515653553,0.16244950644370507,255,16,146,71,488,217,271,1.0
