candidate_id,forecast_id,records,prediction_disagreement_rate,probability_variance_mean,seed_macro_f1_mean,seed_macro_f1_std,worst_seed_macro_f1
C-H1,F1_EARLY,16566,0.09193528914644453,0.001165430670879186,0.7211753009558587,0.0012534449657366923,0.7200689815516567
C-H1,F2_MIDDLE,15378,0.07569254779555208,0.0014659344261797056,0.8191000370473159,0.0024532924161657158,0.8162676844132046
C-H1,F3_LATE,14549,0.04433294384493779,0.0012842138920599246,0.874532465762555,0.0013235109324235637,0.873002309143394
C-H2,F1_EARLY,16566,0.08300132802124834,0.0012011406120533542,0.742426743967845,0.0006916132828170858,0.7414838196959124
C-H2,F2_MIDDLE,15378,0.0859019378332683,0.0019313349068744404,0.8183029369209457,0.002541665202810325,0.814881132300944
C-H2,F3_LATE,14549,0.05663619492748642,0.0018686835226225358,0.8726006925664134,0.002016146779794616,0.8703589066265139
