candidate_id,forecast_id,scope,code_presentation,records,prevalence,threshold,macro_f1,accuracy,balanced_accuracy,at_risk_precision,at_risk_recall,at_risk_f1,specificity,npv,pr_auc,roc_auc,brier,nll,ece,class_collapse,confusion_matrix
C-L0,F3_LATE,future_presentation,2014J,7613,0.2833311440956259,record_specific,0.726997649080922,0.7585708656245895,0.7525106656769136,0.5556330659225671,0.7385257301808067,0.634156050955414,0.7664956011730205,0.8811630847029077,0.7550442820555304,0.8604346637218794,0.20264133923848401,0.7758083215364786,0.16518399031245629,False,"[[4182, 1274], [564, 1593]]"
C-L1,F1_EARLY,development_oof,2013B,3940,0.4766497461928934,record_specific,0.73475805638842,0.7395939086294416,0.7348909058794,0.7784313725490196,0.634185303514377,0.698943661971831,0.8355965082444229,0.7149377593360996,0.8115999603739306,0.8165794089301927,0.17485766436435493,0.5237585925958821,0.029004140809027072,False,"[[1723, 339], [687, 1191]]"
C-L1,F1_EARLY,development_oof,2013J,6851,0.39935775799153406,record_specific,0.7155073152455016,0.7293825718873157,0.7138522059502747,0.6694850115295926,0.6366959064327485,0.6526789059572874,0.7910085054678008,0.7660626029654036,0.7221514482192855,0.7879385964912281,0.18252957350501225,0.545977172335283,0.04528097281839584,False,"[[3255, 860], [994, 1742]]"
C-L1,F1_EARLY,development_oof,2014B,5775,0.46683982683982683,record_specific,0.7275156435422767,0.7291774891774891,0.7271966793334381,0.715372907153729,0.6973293768545994,0.7062359128474831,0.7570639818122767,0.7407054337464252,0.781266549076157,0.7944358765177719,0.1838305793157834,0.5475692902101421,0.03157279163921548,False,"[[2331, 748], [816, 1880]]"
C-L1,F1_EARLY,future_presentation,2014J,8934,0.3892993060219387,record_specific,0.6499278106329097,0.6581598388179987,0.6563836427211514,0.5518844836025453,0.6483611270845313,0.5962453728186144,0.6644061583577713,0.7477310231023102,0.5339237897886246,0.6962409243101589,0.24332782384110813,0.7261272484107342,0.11107566595938159,False,"[[3625, 1831], [1223, 2255]]"
C-L1,F2_MIDDLE,development_oof,2013B,3621,0.4299917149958575,record_specific,0.816624366331795,0.8224247445457056,0.8134703925258772,0.821830985915493,0.7495183044315993,0.7840107490762512,0.877422480620155,0.8228078146297138,0.8923603022504814,0.8983809054383055,0.12445608893724285,0.3876530531859054,0.025037632072002346,False,"[[1811, 253], [390, 1167]]"
C-L1,F2_MIDDLE,development_oof,2013J,6399,0.35677449601500233,record_specific,0.8251382086477623,0.8456008751367401,0.8144384466758356,0.8360145303580695,0.7056504599211564,0.7653206650831353,0.923226433430515,0.8497316636851521,0.873370017212341,0.9018734300553335,0.11220254141750806,0.35955222016058064,0.025236807923381503,False,"[[3800, 316], [672, 1611]]"
C-L1,F2_MIDDLE,development_oof,2014B,5358,0.4251586412840612,record_specific,0.8197491803951824,0.8256812243374393,0.8168281016612886,0.818785578747628,0.7576821773485514,0.7870497036023711,0.875974025974026,0.8301538461538461,0.8911195159643722,0.897431245225363,0.12475727435211707,0.3900966679476449,0.037448326639897805,False,"[[2698, 382], [552, 1726]]"
C-L1,F2_MIDDLE,future_presentation,2014J,8164,0.3317001469867712,record_specific,0.7771896041972616,0.7963008329250367,0.7868726635969453,0.6704730831973899,0.7588626292466765,0.711934869218777,0.8148826979472141,0.8719356736615023,0.8160713408081012,0.8715136697176173,0.14656118499833362,0.45061964674064336,0.11543775724072788,False,"[[4446, 1010], [653, 2055]]"
C-L1,F3_LATE,development_oof,2013B,3379,0.3891683930156851,record_specific,0.8670525523310142,0.8768866528558745,0.8587966442656292,0.8925764192139738,0.7771863117870722,0.8308943089430895,0.940406976744186,0.868845120859445,0.9307654052438616,0.9396148347923482,0.08773204808346691,0.28676515591577934,0.019166218251382386,False,"[[1941, 123], [293, 1022]]"
C-L1,F3_LATE,development_oof,2013J,6122,0.3276706958510291,record_specific,0.8722146898110154,0.8887618425351193,0.867825096140151,0.8463146889702039,0.8070787637088733,0.8262311814238326,0.9285714285714286,0.9080541696364932,0.9212773724745555,0.9429407356162806,0.08433550198746625,0.27756279449754956,0.057147108669198345,False,"[[3822, 294], [387, 1619]]"
C-L1,F3_LATE,development_oof,2014B,5048,0.3898573692551506,record_specific,0.8625537187463628,0.8694532488114105,0.8619238992714602,0.8358132375577219,0.8277439024390244,0.8317589992341078,0.8961038961038961,0.8906098741529526,0.9351301144568008,0.9447811081195228,0.08973035269327492,0.2915444770087879,0.05328743438724953,False,"[[2760, 320], [339, 1629]]"
C-L1,F3_LATE,future_presentation,2014J,7613,0.2833311440956259,record_specific,0.8396341304492967,0.8682516747668462,0.8436086916769653,0.7575892857142857,0.7867408437644877,0.7718899249488288,0.9004765395894428,0.9143867485576028,0.8831763243470185,0.9303286238489702,0.09724330527252727,0.31487421786820813,0.07907070016125592,False,"[[4913, 543], [460, 1697]]"
C-M0,F1_EARLY,development_oof,2013B,3940,0.4766497461928934,record_specific,0.7394735478805478,0.7421319796954314,0.739026287329216,0.7590144230769231,0.6725239616613419,0.7131564088085828,0.8055286129970902,0.7297891036906854,0.8233968020325808,0.8229977202980243,0.17118000401887115,0.5133126614207336,0.030590371684960763,False,"[[1661, 401], [615, 1263]]"
C-M0,F1_EARLY,development_oof,2013J,6851,0.39935775799153406,record_specific,0.7389706063747497,0.756531893154284,0.734064016613019,0.7284003421727973,0.6224415204678363,0.6712652739456051,0.8456865127582017,0.7711056946598714,0.7667666227518449,0.8121116760106016,0.16997042895485526,0.5136078159697438,0.04153266261183426,False,"[[3480, 635], [1033, 1703]]"
C-M0,F1_EARLY,development_oof,2014B,5775,0.46683982683982683,record_specific,0.7354796451823704,0.7378354978354978,0.7348086684662927,0.7332280978689818,0.6891691394658753,0.7105162523900573,0.78044819746671,0.7414378278309164,0.8031236715421992,0.8061121428495706,0.17968314959078632,0.5365257201031056,0.0501012243276454,False,"[[2403, 676], [838, 1858]]"
C-M0,F1_EARLY,future_presentation,2014J,8934,0.3892993060219387,record_specific,0.6673092022656348,0.6786433848220282,0.6706524800210456,0.5797215655371684,0.6345600920069006,0.6059025394646534,0.7067448680351907,0.7520967427345426,0.5705477156030666,0.7256354458439221,0.22943940983286884,0.7124819807854994,0.10427874941202661,False,"[[3856, 1600], [1271, 2207]]"
