forecast_id,outer_fold,scope,candidate_id,trial_id,state,inner_macro_f1,threshold,config,selected_epochs,refit_epochs
F3_LATE,0,development_oof,C-L0,1,COMPLETE,0.8645811158610693,0.6699999999999999,"{""C"": 1.0}",,
F3_LATE,0,development_oof,C-L0,2,COMPLETE,0.8653871503037576,0.71,"{""C"": 10.0}",,
F3_LATE,0,development_oof,C-R0,0,COMPLETE,0.8799747676352718,0.4849999999999999,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",,
F3_LATE,0,development_oof,C-R0,1,COMPLETE,0.878029623106135,0.4949999999999999,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 300}",,
F3_LATE,0,development_oof,C-H0,0,COMPLETE,0.876403754008467,0.5399999999999999,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}",,
F3_LATE,0,development_oof,C-H0,1,COMPLETE,0.8766330422203017,0.58,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_leaf_nodes"": 31}",,
F3_LATE,0,development_oof,C-M0,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.8741670032271933,0.5449999999999999,"{""batch_size"": 256, ""dropout"": 0.2, ""hidden"": 32, ""learning_rate"": 0.001, ""max_epochs"": 12, ""patience"": 3, ""weight_decay"": 1e-05}","[8, 4]",6.0
F3_LATE,0,development_oof,C-C0,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.8512411914336091,0.615,"{""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.2, ""kernel_size"": 3, ""learning_rate"": 0.001, ""max_epochs"": 12, ""patience"": 3, ""weight_decay"": 1e-05}","[10, 11]",10.0
F3_LATE,0,development_oof,C-L1,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.8719189933668099,0.605,"{""batch_size"": 256, ""dropout"": 0.2, ""learning_rate"": 0.001, ""lstm_hidden"": 32, ""lstm_layers"": 1, ""max_epochs"": 12, ""patience"": 3, ""weight_decay"": 1e-05}","[12, 12]",12.0
F3_LATE,0,development_oof,C-H1,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.8736777666147312,0.5549999999999999,"{""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.2, ""kernel_size"": 3, ""learning_rate"": 0.001, ""lstm_hidden"": 32, ""lstm_layers"": 1, ""max_epochs"": 12, ""patience"": 3, ""weight_decay"": 1e-05}","[11, 9]",10.0
F3_LATE,0,development_oof,C-H2,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.8755912146435023,0.4949999999999999,"{""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.2, ""fusion_hidden"": 32, ""kernel_size"": 3, ""learning_rate"": 0.001, ""lstm_hidden"": 32, ""lstm_layers"": 1, ""max_epochs"": 12, ""patience"": 3, ""static_hidden"": 32, ""weight_decay"": 1e-05}","[11, 8]",9.0
F3_LATE,1,development_oof,C-L0,0,COMPLETE,0.8743441138390595,0.6849999999999999,"{""C"": 0.1}",,
F3_LATE,1,development_oof,C-L0,1,COMPLETE,0.8737498566521531,0.6399999999999999,"{""C"": 1.0}",,
F3_LATE,1,development_oof,C-L0,2,COMPLETE,0.8676008912749793,0.69,"{""C"": 10.0}",,
F3_LATE,1,development_oof,C-R0,0,COMPLETE,0.8833581466737854,0.4449999999999999,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",,
F3_LATE,1,development_oof,C-R0,1,COMPLETE,0.8853400832372164,0.4749999999999999,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 300}",,
F3_LATE,1,development_oof,C-H0,0,COMPLETE,0.8851974777083809,0.59,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}",,
F3_LATE,1,development_oof,C-H0,1,COMPLETE,0.8819896917242049,0.4899999999999999,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_leaf_nodes"": 31}",,
F3_LATE,1,development_oof,C-M0,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.8783965388175154,0.5449999999999999,"{""batch_size"": 256, ""dropout"": 0.2, ""hidden"": 32, ""learning_rate"": 0.001, ""max_epochs"": 12, ""patience"": 3, ""weight_decay"": 1e-05}","[10, 5]",7.0
F3_LATE,1,development_oof,C-C0,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.8616545249926681,0.58,"{""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.2, ""kernel_size"": 3, ""learning_rate"": 0.001, ""max_epochs"": 12, ""patience"": 3, ""weight_decay"": 1e-05}","[12, 12]",12.0
F3_LATE,1,development_oof,C-L1,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.876864053328557,0.4549999999999999,"{""batch_size"": 256, ""dropout"": 0.2, ""learning_rate"": 0.001, ""lstm_hidden"": 32, ""lstm_layers"": 1, ""max_epochs"": 12, ""patience"": 3, ""weight_decay"": 1e-05}","[12, 7]",9.0
F3_LATE,1,development_oof,C-H1,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.8778693875531693,0.5249999999999999,"{""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.2, ""kernel_size"": 3, ""learning_rate"": 0.001, ""lstm_hidden"": 32, ""lstm_layers"": 1, ""max_epochs"": 12, ""patience"": 3, ""weight_decay"": 1e-05}","[6, 6]",6.0
F3_LATE,1,development_oof,C-H2,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.8806840186980422,0.5499999999999999,"{""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.2, ""fusion_hidden"": 32, ""kernel_size"": 3, ""learning_rate"": 0.001, ""lstm_hidden"": 32, ""lstm_layers"": 1, ""max_epochs"": 12, ""patience"": 3, ""static_hidden"": 32, ""weight_decay"": 1e-05}","[11, 11]",11.0
F3_LATE,2,development_oof,C-L0,0,COMPLETE,0.869172329446961,0.6549999999999999,"{""C"": 0.1}",,
F3_LATE,2,development_oof,C-L0,1,COMPLETE,0.8665761907179311,0.73,"{""C"": 1.0}",,
F3_LATE,2,development_oof,C-L0,2,COMPLETE,0.8618408966177264,0.7949999999999999,"{""C"": 10.0}",,
F3_LATE,2,development_oof,C-R0,0,COMPLETE,0.8777207066344083,0.4699999999999999,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",,
F3_LATE,2,development_oof,C-R0,1,COMPLETE,0.8741343424640675,0.5499999999999999,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 300}",,
F3_LATE,2,development_oof,C-H0,0,COMPLETE,0.8769080553052859,0.615,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}",,
F3_LATE,2,development_oof,C-H0,1,COMPLETE,0.8757349249960087,0.595,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_leaf_nodes"": 31}",,
F3_LATE,2,development_oof,C-M0,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.8740557018702714,0.5349999999999999,"{""batch_size"": 256, ""dropout"": 0.2, ""hidden"": 32, ""learning_rate"": 0.001, ""max_epochs"": 12, ""patience"": 3, ""weight_decay"": 1e-05}","[7, 8]",7.0
F3_LATE,2,development_oof,C-C0,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.855845322626586,0.58,"{""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.2, ""kernel_size"": 3, ""learning_rate"": 0.001, ""max_epochs"": 12, ""patience"": 3, ""weight_decay"": 1e-05}","[11, 11]",11.0
F3_LATE,2,development_oof,C-L1,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.8700760771318929,0.605,"{""batch_size"": 256, ""dropout"": 0.2, ""learning_rate"": 0.001, ""lstm_hidden"": 32, ""lstm_layers"": 1, ""max_epochs"": 12, ""patience"": 3, ""weight_decay"": 1e-05}","[10, 7]",8.0
F3_LATE,2,development_oof,C-H1,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.8694834096916535,0.6449999999999999,"{""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.2, ""kernel_size"": 3, ""learning_rate"": 0.001, ""lstm_hidden"": 32, ""lstm_layers"": 1, ""max_epochs"": 12, ""patience"": 3, ""weight_decay"": 1e-05}","[10, 8]",9.0
F3_LATE,2,development_oof,C-H2,0,COMPLETE_FIXED_PROTOCOL_CONFIG,0.8719667029826424,0.615,"{""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.2, ""fusion_hidden"": 32, ""kernel_size"": 3, ""learning_rate"": 0.001, ""lstm_hidden"": 32, ""lstm_layers"": 1, ""max_epochs"": 12, ""patience"": 3, ""static_hidden"": 32, ""weight_decay"": 1e-05}","[12, 6]",9.0
