architecture_id,outer_fold,seed,stage,brier,ece,macro_f1,nll,pr_auc,roc_auc,research_threshold
A1_VECTOR_GATE,0,2026,M1_MIDDLE_FROZEN,0.13526479180249817,0.022995849105669843,0.7921507346763688,0.41832163503593645,0.8557584124652513,0.8689740492240907,0.432523638010025
A1_VECTOR_GATE,1,1201,E1_EARLY_20PCT,0.1894734065177153,0.03244059809749535,0.7052882513081908,0.5591784446510369,0.7557567312662908,0.7730542354055514,0.49549445509910583
A1_VECTOR_GATE,1,1201,E2_EARLY_35PCT,0.16402309830680636,0.027670911688963774,0.7460318137252812,0.494467446740365,0.8065265535239641,0.8231829951677097,0.4609178900718689
A1_VECTOR_GATE,1,1201,L1_LATE_75PCT,0.09737211257100692,0.021990243150455675,0.856752726922718,0.31754045643510975,0.9047522125543448,0.9168515943051444,0.5212191939353943
A1_VECTOR_GATE,1,1201,M1_MIDDLE_FROZEN,0.13343878631642586,0.014280865028208883,0.7942614753926742,0.41345483188306126,0.8584375741771901,0.8714220198076078,0.4114411175251007
A1_VECTOR_GATE,1,2026,E1_EARLY_20PCT,0.19146496661505766,0.030672368402395657,0.7007665744937874,0.5641919645773346,0.7513703199578563,0.767414709547168,0.4713500440120697
A1_VECTOR_GATE,1,2026,E2_EARLY_35PCT,0.16478576493261027,0.012212838263946311,0.743367537375444,0.49581951787947354,0.8045041349492547,0.8184905702496973,0.4903801679611206
A1_VECTOR_GATE,1,2026,L1_LATE_75PCT,0.09828053523205564,0.02045793697299039,0.8537679205159576,0.31912433583688254,0.9042219690777638,0.9161752832103535,0.3647981286048889
A1_VECTOR_GATE,1,2026,M1_MIDDLE_FROZEN,0.13577906487868802,0.024169887614228124,0.7947810325951362,0.41934057618211235,0.8550220695537138,0.8683452982407724,0.4020964503288269
A1_VECTOR_GATE,2,1201,E1_EARLY_20PCT,0.19002873943249438,0.03836174841814463,0.7045334833775106,0.5593480224175595,0.7565922340550655,0.7723808994387313,0.5261815786361694
A1_VECTOR_GATE,2,1201,E2_EARLY_35PCT,0.16438872587935557,0.01974373611259344,0.744174209155183,0.49498925252394105,0.8021067725470671,0.8209084808091103,0.48054584860801697
A1_VECTOR_GATE,2,1201,L1_LATE_75PCT,0.09900603236642828,0.011392183601856226,0.8493576933389945,0.3217539760870838,0.8992470636235113,0.9127047907509838,0.5179093480110168
A1_VECTOR_GATE,2,1201,M1_MIDDLE_FROZEN,0.134822055526627,0.010344978222715063,0.7926574376105148,0.4175130130686139,0.8521536722745009,0.8681221006095242,0.41374778747558594
A1_VECTOR_GATE,2,2026,E1_EARLY_20PCT,0.19139571533712785,0.03806090207928065,0.7020912319440762,0.5637693190270099,0.752304766044426,0.769424865759275,0.526216983795166
A1_VECTOR_GATE,2,2026,E2_EARLY_35PCT,0.16575996401024598,0.028539097464927443,0.7459802519627204,0.4997576880421058,0.7994012541509306,0.8182681957576183,0.4993140697479248
A1_VECTOR_GATE,2,2026,L1_LATE_75PCT,0.09896146808177868,0.011461042936200419,0.8519073720434593,0.3225166940089528,0.8995222637864366,0.9125310294533135,0.4084046185016632
A1_VECTOR_GATE,2,2026,M1_MIDDLE_FROZEN,0.1343756497669337,0.011066821036607787,0.7957045427129095,0.41792805188147764,0.8522546499226225,0.86740794621415,0.4645744860172272
A2_CONCAT_MLP,0,1201,E1_EARLY_20PCT,0.1920011292670788,0.038035009428757635,0.7018353662525132,0.5641078297675641,0.7547165173542755,0.767980216398278,0.4781397879123688
A2_CONCAT_MLP,0,1201,E2_EARLY_35PCT,0.1656335700611325,0.02568158258364616,0.7423009944710333,0.49822051920423494,0.8052604081641968,0.8186197432947018,0.4499744772911072
A2_CONCAT_MLP,0,1201,L1_LATE_75PCT,0.10164268479895866,0.017418877252522814,0.8447745743213391,0.32875558514915854,0.8990094225789946,0.9124752437787946,0.4454665780067444
A2_CONCAT_MLP,0,1201,M1_MIDDLE_FROZEN,0.13632000783017142,0.020981544621113003,0.7920092207333742,0.42180856789769255,0.8535526639926959,0.8680534541623427,0.4092499911785126
A2_CONCAT_MLP,0,2026,E1_EARLY_20PCT,0.19088289264084105,0.03785699543252547,0.706055381691232,0.5617168437873418,0.7579896012239715,0.7703327076254868,0.4818626344203949
A2_CONCAT_MLP,0,2026,E2_EARLY_35PCT,0.16569605868528636,0.022578469324953915,0.7407798559552158,0.49736960311061124,0.8046834975587034,0.8172600364696168,0.5074737668037415
A2_CONCAT_MLP,0,2026,L1_LATE_75PCT,0.10174936568249408,0.015535534313768213,0.8458500474082511,0.32944394167529695,0.8988754587757602,0.912629343897905,0.42855462431907654
A2_CONCAT_MLP,0,2026,M1_MIDDLE_FROZEN,0.13605929872369057,0.02010088206081276,0.7918172884781458,0.42120939336160834,0.8536082317610114,0.8666839883078923,0.46804699301719666
A2_CONCAT_MLP,1,1201,E1_EARLY_20PCT,0.18929754786278066,0.022976828166029174,0.7040588533739218,0.5581626243895713,0.7555043143407003,0.7716717235906125,0.4651752710342407
A2_CONCAT_MLP,1,1201,E2_EARLY_35PCT,0.16420970253013775,0.017150501106375365,0.7438116405287318,0.4942732299365772,0.80538005450228,0.8207039566914524,0.42222994565963745
A2_CONCAT_MLP,1,1201,L1_LATE_75PCT,0.09747206554469863,0.013003021369489734,0.8540569373458692,0.31711187866022644,0.9040107053951113,0.9160406986578229,0.4224807024002075
A2_CONCAT_MLP,1,1201,M1_MIDDLE_FROZEN,0.13472819070173664,0.012247771486510836,0.7918359976611202,0.4170311845691199,0.8559992980935013,0.8687284519317071,0.40990695357322693
A2_CONCAT_MLP,1,2026,E1_EARLY_20PCT,0.19024856177577043,0.013431971703955665,0.7034889595106226,0.5604897880781702,0.7521387681411826,0.7696617104661307,0.4386023283004761
A2_CONCAT_MLP,1,2026,E2_EARLY_35PCT,0.16563503679147223,0.021330833465857693,0.7427959563713754,0.4976809993814975,0.8024475623825458,0.8193483358633181,0.4114442765712738
A2_CONCAT_MLP,1,2026,L1_LATE_75PCT,0.09883589667594356,0.024284857993212627,0.8555396915179603,0.322982030152019,0.9031422336442227,0.9137421896685327,0.40262964367866516
A2_CONCAT_MLP,1,2026,M1_MIDDLE_FROZEN,0.1364997269774824,0.03546056473457728,0.794775139844053,0.42220970552816645,0.8560685065535403,0.8687260190214812,0.4057989716529846
A2_CONCAT_MLP,2,1201,E1_EARLY_20PCT,0.1906054663908905,0.03777290473624468,0.7028013416922282,0.5621446156848928,0.7536805338590827,0.7704602796694286,0.4669102728366852
A2_CONCAT_MLP,2,1201,E2_EARLY_35PCT,0.16575126065317197,0.025970436019072528,0.7380863130426475,0.49805813547276784,0.8003054966780707,0.8173553507199512,0.4683884084224701
A2_CONCAT_MLP,2,1201,L1_LATE_75PCT,0.09984598625150201,0.016052189033840394,0.8481027292621495,0.3255689630417861,0.8989279974471973,0.9120248552383616,0.43216049671173096
A2_CONCAT_MLP,2,1201,M1_MIDDLE_FROZEN,0.13565962812242988,0.014026412981989245,0.7889975835414257,0.42066071826635404,0.8506940926801977,0.8659573263460477,0.4474734663963318
A2_CONCAT_MLP,2,2026,E1_EARLY_20PCT,0.1894982936899393,0.022065379466735466,0.705013223212712,0.5586164132854928,0.7545922022383891,0.7700972629682566,0.46626877784729004
A2_CONCAT_MLP,2,2026,E2_EARLY_35PCT,0.16454021692436357,0.025716063879523767,0.7449198407885724,0.4959865058804896,0.802435153884602,0.8201260317446369,0.4496479034423828
A2_CONCAT_MLP,2,2026,L1_LATE_75PCT,0.09915901436628669,0.009136981655407257,0.8509271116970596,0.3228952544164249,0.8992545029298339,0.9128356806127174,0.4414523243904114
A2_CONCAT_MLP,2,2026,M1_MIDDLE_FROZEN,0.1346992739052314,0.010765251483134912,0.7923272086052254,0.417978001189547,0.8518938575803421,0.867245211295099,0.4285679757595062
