architecture_id,outer_fold,seed,stage,brier,ece,macro_f1,nll,pr_auc,roc_auc,research_threshold
A0_SCALAR_GATE,0,1201,E1_EARLY_20PCT,0.19168822154196807,0.053887446127757116,0.7067932829706576,0.5638851075720085,0.7584212417968444,0.7742279462862045,0.49959442019462585
A0_SCALAR_GATE,0,1201,E2_EARLY_35PCT,0.16559229950541096,0.033935839633412845,0.7434781172710423,0.4973469278489273,0.8070597919976039,0.8204207064369489,0.4833754599094391
A0_SCALAR_GATE,0,1201,L1_LATE_75PCT,0.10147350108390474,0.012389101880605203,0.8447082714549301,0.3266924782066801,0.8991167862267597,0.9128771083116018,0.4828096330165863
A0_SCALAR_GATE,0,1201,M1_MIDDLE_FROZEN,0.13530914254789272,0.013595905232659605,0.7961921433438308,0.4186210270016539,0.8555019269171519,0.8693194258509653,0.45491257309913635
A0_SCALAR_GATE,0,2026,E1_EARLY_20PCT,0.18777847123101438,0.013983078708095835,0.7068007075583418,0.5543557715063056,0.7613675400118203,0.7748025769565919,0.4739523231983185
A0_SCALAR_GATE,0,2026,E2_EARLY_35PCT,0.16404441243099901,0.010360780146770375,0.7450533253588814,0.4930257385722708,0.8075584720839959,0.8207628487393529,0.4243617057800293
A0_SCALAR_GATE,0,2026,L1_LATE_75PCT,0.10069556291984735,0.012477014095621968,0.8460934859967466,0.32496011466662444,0.8995598893479806,0.91349359865544,0.47985488176345825
A0_SCALAR_GATE,0,2026,M1_MIDDLE_FROZEN,0.13483075240842754,0.023364854885381803,0.7934214522390013,0.4168091177892795,0.8565738052721412,0.8700678672993292,0.40273943543434143
A0_SCALAR_GATE,1,1201,E1_EARLY_20PCT,0.188304713585266,0.027927825035924413,0.7076369574801229,0.5555983270981382,0.7596478831954325,0.7743832365254077,0.4832943081855774
A0_SCALAR_GATE,1,1201,E2_EARLY_35PCT,0.16271600264912517,0.019628818066736803,0.7458703836234808,0.4904139045803982,0.8084600999096994,0.8239375331951796,0.47682324051856995
A0_SCALAR_GATE,1,1201,L1_LATE_75PCT,0.09720848159698398,0.016015601016153562,0.854017384433438,0.31572417123313296,0.9051059433201912,0.9176184868124306,0.4639069139957428
A0_SCALAR_GATE,1,1201,M1_MIDDLE_FROZEN,0.13316318767704766,0.012057477178621441,0.7951421667629766,0.41208809366673044,0.8587984773085192,0.872249486201008,0.42248666286468506
A0_SCALAR_GATE,1,2026,E1_EARLY_20PCT,0.1908995079199615,0.015396626011936658,0.703353119870628,0.5628541997719883,0.7487607854368867,0.7681363983134917,0.4607156813144684
A0_SCALAR_GATE,1,2026,E2_EARLY_35PCT,0.16478263120033182,0.018824743270756426,0.7446322477006413,0.4957311170824271,0.804068852877921,0.8206079407218169,0.4675244390964508
A0_SCALAR_GATE,1,2026,L1_LATE_75PCT,0.09759411857373584,0.014818095210481625,0.8537980310853416,0.3177683249282684,0.9035844987966579,0.9156981834564096,0.48466023802757263
A0_SCALAR_GATE,1,2026,M1_MIDDLE_FROZEN,0.13474987555143494,0.017206299668748423,0.7920466316821331,0.416635250700864,0.8563036584044892,0.8698347337929411,0.43611621856689453
A0_SCALAR_GATE,2,1201,E1_EARLY_20PCT,0.1881522591574455,0.026654097895420316,0.7062116318041487,0.5552250835945176,0.7584229492901379,0.775176859212755,0.47625312209129333
A0_SCALAR_GATE,2,1201,E2_EARLY_35PCT,0.16410158026724347,0.008814557135785467,0.7437203146560856,0.49435884426649596,0.8019601981139396,0.8208273837767859,0.4321513772010803
A0_SCALAR_GATE,2,1201,L1_LATE_75PCT,0.10009418970345285,0.016230152648659197,0.8485771035443329,0.32501889167842907,0.897400007803077,0.9116060622941078,0.480977326631546
A0_SCALAR_GATE,2,1201,M1_MIDDLE_FROZEN,0.1354750000464186,0.019131644514313487,0.7913378632687362,0.4201137187192289,0.8513972150600478,0.8677934720346638,0.4129689335823059
A0_SCALAR_GATE,2,2026,E1_EARLY_20PCT,0.19091037845421618,0.022442270590240197,0.7023588215404384,0.5614279875706188,0.7501722838726369,0.7685712940695698,0.48954063653945923
A0_SCALAR_GATE,2,2026,E2_EARLY_35PCT,0.16479891268359848,0.01480147631767055,0.7428324590073,0.49569727539920716,0.8004127259987801,0.8199335956263987,0.4706849157810211
A0_SCALAR_GATE,2,2026,L1_LATE_75PCT,0.09913391772587438,0.011989235501559654,0.8487274813362171,0.3225666601863128,0.8990149937216972,0.9127167374090872,0.41988688707351685
A0_SCALAR_GATE,2,2026,M1_MIDDLE_FROZEN,0.13465006553872944,0.00736993449463419,0.7922071693269537,0.4175457976886912,0.8516865481972726,0.8681525284408259,0.4278549551963806
A1_VECTOR_GATE,0,1201,E1_EARLY_20PCT,0.19098630035957356,0.04817379314927972,0.7081336013397882,0.5615572123868341,0.759738467782741,0.7741532295381428,0.5461592078208923
A1_VECTOR_GATE,0,1201,E2_EARLY_35PCT,0.16429753059228067,0.023264742927242472,0.7456410357525334,0.49367542178604606,0.8080446218720989,0.8216215052814386,0.4689050316810608
A1_VECTOR_GATE,0,1201,L1_LATE_75PCT,0.10126365255891483,0.007376188430226065,0.8447512394286238,0.32604354211489694,0.8988427217801156,0.9129255468386177,0.458054780960083
A1_VECTOR_GATE,0,1201,M1_MIDDLE_FROZEN,0.13491521521877678,0.012392817485658457,0.7971135414710495,0.41711941543017755,0.8555481141380428,0.8693794508828492,0.4433653950691223
A1_VECTOR_GATE,0,2026,E1_EARLY_20PCT,0.188282851919669,0.015797827436294546,0.707123967176108,0.555363292526308,0.7608535010535584,0.773378580225885,0.48449698090553284
A1_VECTOR_GATE,0,2026,E2_EARLY_35PCT,0.16475795425502865,0.01693756573445934,0.7415147276038044,0.4948590749534602,0.8064869314314547,0.8189775485052775,0.4449576139450073
A1_VECTOR_GATE,0,2026,L1_LATE_75PCT,0.10041509496171624,0.012588126265424436,0.847760055975677,0.3242227568803553,0.9006197642655547,0.9141341959285396,0.4428569972515106
