phase,architecture_id,outer_fold,seed,inner_fold,stage,gate_mean,gate_std,gate_fraction_near_zero,gate_fraction_near_one,aggregate_gate_mean,aggregate_gate_std,aggregate_gate_fraction_near_zero,aggregate_gate_fraction_near_one,static_gate_mean,static_gate_std,static_gate_fraction_near_zero,static_gate_fraction_near_one,temporal_norm_mean,temporal_norm_std,aggregate_norm_mean,aggregate_norm_std,static_norm_mean,static_norm_std,gamma_mean,gamma_std,gamma_max_abs,beta_mean,beta_std,beta_max_abs
screening,A1_VECTOR_GATE,2,42,1,E1_EARLY_20PCT,0.5131586790084839,0.21051347255706787,0.006996543517679057,0.006468155031731641,0.5319711565971375,0.21243980526924133,0.0021050543970988216,0.006740140525838622,0.49434638023376465,0.20686554908752441,0.011888032638259292,0.00619616953762466,4.727437973022461,0.568507969379425,5.507476806640625,0.8594503998756409,3.8901755809783936,0.8454772233963013,,,,,,
screening,A1_VECTOR_GATE,2,42,1,E2_EARLY_35PCT,0.5149842500686646,0.21246321499347687,0.007379943502824859,0.007428495762711864,0.5346778035163879,0.21393278241157532,0.0012741290018832392,0.009219044256120527,0.49529048800468445,0.20913711190223694,0.013485758003766479,0.005637947269303201,4.819576263427734,0.6298909783363342,5.7424750328063965,1.0193147659301758,3.891045331954956,0.8482515811920166,,,,,,
screening,A1_VECTOR_GATE,2,42,1,M1_MIDDLE_FROZEN,0.5162283778190613,0.2132793664932251,0.00654296875,0.00759124755859375,0.5439053177833557,0.2155057042837143,0.001263427734375,0.0087738037109375,0.488551527261734,0.20736786723136902,0.011822509765625,0.00640869140625,4.9371843338012695,0.6477888226509094,6.439574241638184,1.3908367156982422,3.889935255050659,0.8510889410972595,,,,,,
screening,A1_VECTOR_GATE,2,42,1,L1_LATE_75PCT,0.5154544711112976,0.2212773859500885,0.007235878392269737,0.01027478669819079,0.5497868061065674,0.22401775419712067,0.0015162417763157894,0.01050768400493421,0.48112210631370544,0.21303991973400116,0.012955515008223685,0.010041889391447368,5.070448398590088,0.6563944220542908,6.825771808624268,1.682087779045105,3.8908514976501465,0.8561757206916809,,,,,,
screening,A2_CONCAT_MLP,0,42,0,E1_EARLY_20PCT,,,,,,,,,,,,,4.888697147369385,0.3920155465602875,4.083347320556641,0.5604434609413147,2.930816650390625,0.5278528332710266,,,,,,
screening,A2_CONCAT_MLP,0,42,0,E2_EARLY_35PCT,,,,,,,,,,,,,4.8528666496276855,0.4295823872089386,3.9745354652404785,0.6236541867256165,2.9337472915649414,0.5336419939994812,,,,,,
screening,A2_CONCAT_MLP,0,42,0,M1_MIDDLE_FROZEN,,,,,,,,,,,,,4.931254863739014,0.42110979557037354,4.409881591796875,0.7732284665107727,2.936389923095703,0.5380376577377319,,,,,,
screening,A2_CONCAT_MLP,0,42,0,L1_LATE_75PCT,,,,,,,,,,,,,4.9437737464904785,0.4228525459766388,4.675133228302002,1.0049389600753784,2.939577579498291,0.5433146953582764,,,,,,
screening,A2_CONCAT_MLP,0,42,1,E1_EARLY_20PCT,,,,,,,,,,,,,4.619058132171631,0.43304476141929626,4.220295429229736,0.7278288006782532,2.8703806400299072,0.471663236618042,,,,,,
screening,A2_CONCAT_MLP,0,42,1,E2_EARLY_35PCT,,,,,,,,,,,,,4.66127872467041,0.43888139724731445,4.235864162445068,0.6660059094429016,2.8722643852233887,0.47594553232192993,,,,,,
screening,A2_CONCAT_MLP,0,42,1,M1_MIDDLE_FROZEN,,,,,,,,,,,,,4.707963466644287,0.4264499843120575,4.523411750793457,0.6970293521881104,2.87251353263855,0.4785311818122864,,,,,,
screening,A2_CONCAT_MLP,0,42,1,L1_LATE_75PCT,,,,,,,,,,,,,4.77672004699707,0.4263790249824524,4.618345260620117,0.8102230429649353,2.8756422996520996,0.4814426898956299,,,,,,
screening,A2_CONCAT_MLP,1,42,0,E1_EARLY_20PCT,,,,,,,,,,,,,4.493174076080322,0.39802131056785583,3.7364542484283447,0.4992498457431793,2.892573118209839,0.6062771677970886,,,,,,
screening,A2_CONCAT_MLP,1,42,0,E2_EARLY_35PCT,,,,,,,,,,,,,4.579235076904297,0.5716320872306824,3.940828561782837,0.5696311593055725,2.893810272216797,0.6100366711616516,,,,,,
screening,A2_CONCAT_MLP,1,42,0,M1_MIDDLE_FROZEN,,,,,,,,,,,,,4.618218421936035,0.6867526173591614,4.560838222503662,0.8297966718673706,2.8956949710845947,0.6135058403015137,,,,,,
screening,A2_CONCAT_MLP,1,42,0,L1_LATE_75PCT,,,,,,,,,,,,,4.665797233581543,0.8072668313980103,4.864172458648682,0.9963980317115784,2.8943514823913574,0.6150086522102356,,,,,,
screening,A2_CONCAT_MLP,1,42,1,E1_EARLY_20PCT,,,,,,,,,,,,,4.824337005615234,0.21665404736995697,4.010794639587402,0.5805699229240417,2.9635581970214844,0.4992144703865051,,,,,,
screening,A2_CONCAT_MLP,1,42,1,E2_EARLY_35PCT,,,,,,,,,,,,,4.910894870758057,0.19336222112178802,4.005136489868164,0.5937221646308899,2.966359853744507,0.5037618279457092,,,,,,
screening,A2_CONCAT_MLP,1,42,1,M1_MIDDLE_FROZEN,,,,,,,,,,,,,4.962946891784668,0.18739202618598938,4.428751468658447,0.798352837562561,2.9674458503723145,0.5064597129821777,,,,,,
screening,A2_CONCAT_MLP,1,42,1,L1_LATE_75PCT,,,,,,,,,,,,,5.010306358337402,0.20569725334644318,4.694133758544922,1.0880213975906372,2.9707043170928955,0.5112415552139282,,,,,,
screening,A2_CONCAT_MLP,2,42,0,E1_EARLY_20PCT,,,,,,,,,,,,,5.60540246963501,0.5550873875617981,5.607578754425049,0.9323356747627258,3.373417615890503,1.0839391946792603,,,,,,
screening,A2_CONCAT_MLP,2,42,0,E2_EARLY_35PCT,,,,,,,,,,,,,5.602646350860596,0.5155537128448486,5.549588203430176,1.0240075588226318,3.385065793991089,1.0980104207992554,,,,,,
screening,A2_CONCAT_MLP,2,42,0,M1_MIDDLE_FROZEN,,,,,,,,,,,,,5.708372592926025,0.4586622714996338,6.223539352416992,1.3269500732421875,3.397197723388672,1.104071855545044,,,,,,
screening,A2_CONCAT_MLP,2,42,0,L1_LATE_75PCT,,,,,,,,,,,,,5.78145170211792,0.4032907783985138,6.461109161376953,1.5214488506317139,3.3985280990600586,1.1088613271713257,,,,,,
screening,A2_CONCAT_MLP,2,42,1,E1_EARLY_20PCT,,,,,,,,,,,,,4.921957969665527,0.4923977553844452,4.677384853363037,0.72205650806427,3.1350715160369873,0.6274400353431702,,,,,,
