architecture_id,run_count,mean_stage_macro_f1,worst_stage_macro_f1,mean_stage_pr_auc,mean_stage_nll,mean_stage_brier,mean_stage_ece,runtime_seconds,macro_f1_std,threshold_min,threshold_max,selected_epoch_min,selected_epoch_max,total_parameter_count,percentage_delta
A0_SCALAR_GATE,3,0.7747560199682023,0.7081155136226047,0.830163878278055,0.44754260516693817,0.14665085601634356,0.02098032993017109,160.30576243333294,0.0015536691095707827,0.40862560272216797,0.558915376663208,3,8,150202,0.0
A1_VECTOR_GATE,3,0.7740113944748724,0.7085293186259811,0.8295577969428535,0.44893509990488406,0.14723878812725122,0.023082255861033907,155.47685576666845,0.0008268230132133977,0.40043550729751587,0.5281718373298645,3,7,155080,3.247626529606796
A2_CONCAT_MLP,3,0.7740181071446074,0.7049271087871113,0.8287182381076752,0.4494843128603598,0.147130891207495,0.019196704160625983,153.7756178999989,0.0026080511821928894,0.37962332367897034,0.4948623776435852,3,7,162600,8.254217653559873
A3_FILM,3,0.7736758910493249,0.7070651075159277,0.829806534483497,0.4497206730980063,0.14761818191310264,0.026858502895298772,156.0658302666658,0.0013675140140191279,0.3892875909805298,0.5278068780899048,3,7,154056,2.5658779510259517
