architecture_id,run_count,mean_stage_macro_f1,worst_stage_macro_f1,mean_stage_pr_auc,mean_stage_nll,mean_stage_brier,mean_stage_ece,runtime_seconds,macro_f1_std,threshold_min,threshold_max,selected_epoch_min,selected_epoch_max,total_parameter_count,percentage_delta
A0_SCALAR_GATE,6,0.7731254397215169,0.7055257535373896,0.8291815239567368,0.44810266380538327,0.14700613275001378,0.018470953136164467,157.1805733000001,0.001274123819970087,0.40273943543434143,0.49959442019462585,2,11,150202,0.0
A1_VECTOR_GATE,6,0.7735671857457712,0.7046561849399101,0.8291694490105733,0.4488273309315056,0.14723081155999232,0.02134971123438603,160.93791020000086,0.0011026979732470163,0.3647981286048889,0.5461592078208923,2,11,155080,3.247626529606796
A2_CONCAT_MLP,6,0.7719567190544491,0.7038755209555383,0.828090461740017,0.45060343049527546,0.14777795320222878,0.02164920267916903,160.85740291666662,0.0017574213780864878,0.40262964367866516,0.5074737668037415,3,8,162600,8.254217653559873
