outer_fold,trial_number,state,value,params,config,macro_f1,pr_auc,roc_auc,nll,brier,ece,selected_epochs,architecture_hash,parameter_count,outer_labels_used,failure_type
0,0,COMPLETE,0.7941514402154699,"{""batch_size"": 128, ""dropout"": 0.11452090304204987, ""learning_rate"": 0.00015958237752949756, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.2, ""pos_weight_strategy"": ""sqrt_ratio"", ""survival_weight"": 0.15, ""weight_decay"": 5.40771222028812e-08}","{""batch_size"": 128, ""dropout"": 0.11452090304204987, ""learning_rate"": 0.00015958237752949756, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.2, ""pos_weight_strategy"": ""sqrt_ratio"", ""survival_weight"": 0.15, ""weight_decay"": 5.40771222028812e-08}",0.7941514402154699,0.855583845562307,0.8688793479035797,0.4174512187872323,0.1345252912221749,0.01236320693382866,"[13, 15]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
0,1,COMPLETE,0.7932373598022002,"{""batch_size"": 256, ""dropout"": 0.13487346516301046, ""learning_rate"": 0.00023927528765580657, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.15, ""survival_weight"": 0.1, ""weight_decay"": 7.500295933641416e-06}","{""batch_size"": 256, ""dropout"": 0.13487346516301046, ""learning_rate"": 0.00023927528765580657, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.15, ""pos_weight_strategy"": ""not_applicable"", ""survival_weight"": 0.1, ""weight_decay"": 7.500295933641416e-06}",0.7932373598022002,0.8533051750813745,0.8663346113324726,0.42160948853147523,0.13591985926113848,0.017274993724015558,"[11, 13]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
0,2,COMPLETE,0.7948123812622372,"{""batch_size"": 128, ""dropout"": 0.2710582566280392, ""learning_rate"": 0.0002490643969382441, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.0, ""pos_weight_strategy"": ""sqrt_ratio"", ""survival_weight"": 0.15, ""weight_decay"": 2.877122371623784e-08}","{""batch_size"": 128, ""dropout"": 0.2710582566280392, ""learning_rate"": 0.0002490643969382441, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.0, ""pos_weight_strategy"": ""sqrt_ratio"", ""survival_weight"": 0.15, ""weight_decay"": 2.877122371623784e-08}",0.7948123812622372,0.8565232575648571,0.8695134229517026,0.4163416668315087,0.13418615568067294,0.011795293397585569,"[13, 15]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
0,3,COMPLETE,0.7961181585977162,"{""batch_size"": 256, ""dropout"": 0.3304685587557792, ""learning_rate"": 0.0014594768942966846, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.0, ""pos_weight_strategy"": ""full_ratio"", ""survival_weight"": 0.15, ""weight_decay"": 6.449322077378624e-06}","{""batch_size"": 256, ""dropout"": 0.3304685587557792, ""learning_rate"": 0.0014594768942966846, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.0, ""pos_weight_strategy"": ""full_ratio"", ""survival_weight"": 0.15, ""weight_decay"": 6.449322077378624e-06}",0.7961181585977162,0.8572670222388397,0.8707941682047545,0.4169202797693294,0.1347914256737984,0.02232089188101696,"[13, 13]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
0,4,COMPLETE,0.7968677170768537,"{""batch_size"": 128, ""dropout"": 0.1013805292809006, ""learning_rate"": 0.001010912598210831, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""full_ratio"", ""survival_weight"": 0.1, ""weight_decay"": 8.585370205937349e-08}","{""batch_size"": 128, ""dropout"": 0.1013805292809006, ""learning_rate"": 0.001010912598210831, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""full_ratio"", ""survival_weight"": 0.1, ""weight_decay"": 8.585370205937349e-08}",0.7968677170768537,0.8578364488019563,0.8707381237177099,0.4220310414924494,0.13656915081793705,0.04522204261961696,"[9, 5]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
0,5,COMPLETE,0.7956730445454558,"{""batch_size"": 128, ""dropout"": 0.2133107862283406, ""learning_rate"": 0.0014709558748216358, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""survival_weight"": 0.2, ""weight_decay"": 0.00035960506631310684}","{""batch_size"": 128, ""dropout"": 0.2133107862283406, ""learning_rate"": 0.0014709558748216358, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""not_applicable"", ""survival_weight"": 0.2, ""weight_decay"": 0.00035960506631310684}",0.7956730445454558,0.8585176805833867,0.8717926710446058,0.4136664561426608,0.1335318678191172,0.01668220179997635,"[9, 9]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
0,6,PRUNED,-0.43325306803222835,"{""batch_size"": 128, ""dropout"": 0.20013319261205123, ""learning_rate"": 0.0005554570173418947, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""full_ratio"", ""survival_weight"": 0.1, ""weight_decay"": 5.621005661618021e-07}","{""batch_size"": 128, ""dropout"": 0.20013319261205123, ""learning_rate"": 0.0005554570173418947, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""full_ratio"", ""survival_weight"": 0.1, ""weight_decay"": 5.621005661618021e-07}",,,,,,,,,,False,PRUNED
0,7,PRUNED,-0.4218162427753437,"{""batch_size"": 128, ""dropout"": 0.3234780763133638, ""learning_rate"": 0.0006224000832878243, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""full_ratio"", ""survival_weight"": 0.0, ""weight_decay"": 0.0001461201964989552}","{""batch_size"": 128, ""dropout"": 0.3234780763133638, ""learning_rate"": 0.0006224000832878243, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""full_ratio"", ""survival_weight"": 0.0, ""weight_decay"": 0.0001461201964989552}",,,,,,,,,,False,PRUNED
0,8,PRUNED,-0.44929035244675697,"{""batch_size"": 256, ""dropout"": 0.17618460310970718, ""learning_rate"": 0.0006555144933675264, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.2, ""survival_weight"": 0.1, ""weight_decay"": 4.5960552031948164e-07}","{""batch_size"": 256, ""dropout"": 0.17618460310970718, ""learning_rate"": 0.0006555144933675264, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.2, ""pos_weight_strategy"": ""not_applicable"", ""survival_weight"": 0.1, ""weight_decay"": 4.5960552031948164e-07}",,,,,,,,,,False,PRUNED
0,9,PRUNED,-0.4927914622390686,"{""batch_size"": 128, ""dropout"": 0.2720573779875498, ""learning_rate"": 0.00010795447734114429, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.15, ""pos_weight_strategy"": ""full_ratio"", ""survival_weight"": 0.0, ""weight_decay"": 2.5028628592931817e-05}","{""batch_size"": 128, ""dropout"": 0.2720573779875498, ""learning_rate"": 0.00010795447734114429, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.15, ""pos_weight_strategy"": ""full_ratio"", ""survival_weight"": 0.0, ""weight_decay"": 2.5028628592931817e-05}",,,,,,,,,,False,PRUNED
0,10,COMPLETE,0.797173925068531,"{""batch_size"": 256, ""dropout"": 0.2628069827605748, ""learning_rate"": 0.0019762777418078008, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""survival_weight"": 0.2, ""weight_decay"": 3.724219288240267e-07}","{""batch_size"": 256, ""dropout"": 0.2628069827605748, ""learning_rate"": 0.0019762777418078008, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""not_applicable"", ""survival_weight"": 0.2, ""weight_decay"": 3.724219288240267e-07}",0.797173925068531,0.8579203308275385,0.8710578743494481,0.4137990420052291,0.1335687889090201,0.014959052219612136,"[10, 11]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
0,11,COMPLETE,0.7944013001101822,"{""batch_size"": 256, ""dropout"": 0.2543556223351907, ""learning_rate"": 0.001979029752339112, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""survival_weight"": 0.2, ""weight_decay"": 2.2536017029510803e-07}","{""batch_size"": 256, ""dropout"": 0.2543556223351907, ""learning_rate"": 0.001979029752339112, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""not_applicable"", ""survival_weight"": 0.2, ""weight_decay"": 2.2536017029510803e-07}",0.7944013001101822,0.858407142520212,0.8714544633591839,0.41332250232298,0.13363657783582442,0.0149928156163367,"[10, 14]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
0,12,COMPLETE,0.7978927439652173,"{""batch_size"": 256, ""dropout"": 0.15367280656815305, ""learning_rate"": 0.0009465284251458865, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""survival_weight"": 0.2, ""weight_decay"": 1.0526249992841997e-08}","{""batch_size"": 256, ""dropout"": 0.15367280656815305, ""learning_rate"": 0.0009465284251458865, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""not_applicable"", ""survival_weight"": 0.2, ""weight_decay"": 1.0526249992841997e-08}",0.7978927439652173,0.858419520550205,0.871393765001307,0.41334138739906556,0.13341920954946124,0.016168057375261956,"[10, 10]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
0,13,COMPLETE,0.7986268645032875,"{""batch_size"": 256, ""dropout"": 0.15343359458470193, ""learning_rate"": 0.0009211889126976048, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""survival_weight"": 0.2, ""weight_decay"": 1.3424601058819086e-08}","{""batch_size"": 256, ""dropout"": 0.15343359458470193, ""learning_rate"": 0.0009211889126976048, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""not_applicable"", ""survival_weight"": 0.2, ""weight_decay"": 1.3424601058819086e-08}",0.7986268645032875,0.8586515115222709,0.8715376389229952,0.4129443359805548,0.13326393180702864,0.016573654151806533,"[10, 10]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
0,14,COMPLETE,0.7979472196368085,"{""batch_size"": 256, ""dropout"": 0.1557128115225982, ""learning_rate"": 0.0008590780733811447, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""survival_weight"": 0.2, ""weight_decay"": 1.2575854484974075e-08}","{""batch_size"": 256, ""dropout"": 0.1557128115225982, ""learning_rate"": 0.0008590780733811447, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""not_applicable"", ""survival_weight"": 0.2, ""weight_decay"": 1.2575854484974075e-08}",0.7979472196368085,0.8585072458522313,0.8713906954269283,0.4132590970003708,0.13339497749320883,0.015507874741088428,"[10, 10]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
0,15,PRUNED,-0.45471318026984353,"{""batch_size"": 256, ""dropout"": 0.16118763348572124, ""learning_rate"": 0.0004223073606099068, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""survival_weight"": 0.2, ""weight_decay"": 1.0024240389100092e-08}","{""batch_size"": 256, ""dropout"": 0.16118763348572124, ""learning_rate"": 0.0004223073606099068, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""not_applicable"", ""survival_weight"": 0.2, ""weight_decay"": 1.0024240389100092e-08}",,,,,,,,,,False,PRUNED
0,16,PRUNED,-0.4465385899034887,"{""batch_size"": 256, ""dropout"": 0.2002415594130624, ""learning_rate"": 0.0009311326589321995, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.0, ""survival_weight"": 0.2, ""weight_decay"": 3.136520381498094e-08}","{""batch_size"": 256, ""dropout"": 0.2002415594130624, ""learning_rate"": 0.0009311326589321995, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.0, ""pos_weight_strategy"": ""not_applicable"", ""survival_weight"": 0.2, ""weight_decay"": 3.136520381498094e-08}",,,,,,,,,,False,PRUNED
0,17,PRUNED,-0.45605351754965356,"{""batch_size"": 256, ""dropout"": 0.13423342828019735, ""learning_rate"": 0.0003892476191436634, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.2, ""survival_weight"": 0.2, ""weight_decay"": 1.295135908085172e-07}","{""batch_size"": 256, ""dropout"": 0.13423342828019735, ""learning_rate"": 0.0003892476191436634, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.2, ""pos_weight_strategy"": ""not_applicable"", ""survival_weight"": 0.2, ""weight_decay"": 1.295135908085172e-07}",,,,,,,,,,False,PRUNED
1,0,COMPLETE,0.7935509678305397,"{""batch_size"": 128, ""dropout"": 0.2665225532745064, ""learning_rate"": 0.00026645122691946755, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""full_ratio"", ""survival_weight"": 0.15, ""weight_decay"": 0.00010890838039103247}","{""batch_size"": 128, ""dropout"": 0.2665225532745064, ""learning_rate"": 0.00026645122691946755, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""full_ratio"", ""survival_weight"": 0.15, ""weight_decay"": 0.00010890838039103247}",0.7935509678305397,0.8559196550028713,0.8700930772113136,0.41813766592597357,0.13472542763782405,0.02444969148295556,"[14, 12]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
1,1,COMPLETE,0.7972559556686082,"{""batch_size"": 256, ""dropout"": 0.34286627285884697, ""learning_rate"": 0.0012504335577382512, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.2, ""survival_weight"": 0.2, ""weight_decay"": 9.75303068867822e-05}","{""batch_size"": 256, ""dropout"": 0.34286627285884697, ""learning_rate"": 0.0012504335577382512, ""loss_policy"": ""standard_bce"", ""outcome_weight"": 0.2, ""pos_weight_strategy"": ""not_applicable"", ""survival_weight"": 0.2, ""weight_decay"": 9.75303068867822e-05}",0.7972559556686082,0.8609731881658997,0.8738526553612955,0.4101854437333393,0.1320334290072908,0.016098352094713334,"[15, 12]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
1,2,COMPLETE,0.7957436056094835,"{""batch_size"": 256, ""dropout"": 0.12600473746369073, ""learning_rate"": 0.0015280460840299544, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""sqrt_ratio"", ""survival_weight"": 0.1, ""weight_decay"": 2.938736473400422e-06}","{""batch_size"": 256, ""dropout"": 0.12600473746369073, ""learning_rate"": 0.0015280460840299544, ""loss_policy"": ""weighted_bce"", ""outcome_weight"": 0.1, ""pos_weight_strategy"": ""sqrt_ratio"", ""survival_weight"": 0.1, ""weight_decay"": 2.938736473400422e-06}",0.7957436056094835,0.8587786164298797,0.871523153709923,0.412620250752705,0.13301215581418616,0.00937308844446276,"[8, 8]",df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,160492,False,
