stage,pr_auc_mean,accuracy_mean,risk_precision_mean,risk_recall_mean,risk_f1_mean,recall_fail_mean,recall_withdrawn_mean,non_withdrawn_risk_recall_mean,generalization_gap_mean,pr_auc_std,accuracy_std,risk_precision_std,risk_recall_std,risk_f1_std,recall_fail_std,recall_withdrawn_std,non_withdrawn_risk_recall_std,generalization_gap_std
FINAL-100,0.9785831079117491,0.9231148527554139,0.9643532941132682,0.8878198326043439,0.9243964656383318,0.7602695694254612,0.9765210140637934,0.7602695694254612,0.004983953474031997,0.0011455458141298171,0.003731776366925012,0.009571874835960023,0.012564595534053029,0.004010223897508512,0.023558850185791697,0.008504051989938248,0.023558850185791697,0.0016760567065590836
