diagnostic_status,outer_fold,inner_fold,seed,epoch,prediction_stage,train_loss,gradient_norm,learning_rate,epoch_runtime_seconds,outer_labels_used,validation_bce,validation_nll,macro_f1_at_0_5,research_threshold,threshold_optimized_macro_f1,pr_auc,roc_auc,brier,ece,risk_precision_at_0_5,risk_recall_at_0_5,risk_precision_at_research_threshold,risk_recall_at_research_threshold,probability_mean,probability_std,positive_rate,eligible_count
DIAGNOSTIC_ONLY,0,0,42,1,E1_EARLY_20PCT,0.8281746426733528,0.5942832184274022,0.0005,13.993417100000443,False,0.6519288480317873,0.6519288480317873,0.6104006410256411,0.6481045484542847,0.6883298491723342,0.71922432719852,0.7482632681632027,0.22982262074947357,0.1667068362020064,0.544183592719599,0.84238464679461,0.6623876765083441,0.6320947325438955,0.6103476881980896,0.1840382069349289,0.4436594247817993,5520
DIAGNOSTIC_ONLY,0,0,42,1,E2_EARLY_35PCT,0.8281746426733528,0.5942832184274022,0.0005,23.20154680000087,False,0.5879963472653364,0.5879963472653364,0.6857909047245228,0.6334154009819031,0.7279662855928127,0.7795700042399429,0.801707017898276,0.2025369107723236,0.16072681526025284,0.5938421225024566,0.8082924654480607,0.711595639246779,0.6402139991083371,0.579744279384613,0.22254756093025208,0.42201316356658936,5315
DIAGNOSTIC_ONLY,0,0,42,1,M1_MIDDLE_FROZEN,0.8281746426733528,0.5942832184274022,0.0005,32.09261409999999,False,0.4700708126012271,0.4700708126012271,0.7775835368634865,0.6032723188400269,0.7860612768342736,0.8464757241550862,0.8606754588777075,0.15324385464191437,0.1094061913017036,0.7329132331555986,0.7346938775510204,0.8152173913043478,0.6559766763848397,0.5024731755256653,0.26968076825141907,0.40109139680862427,5131
DIAGNOSTIC_ONLY,0,0,42,1,L1_LATE_75PCT,0.8281746426733528,0.5942832184274022,0.0005,40.465551699999196,False,0.37141391615462094,0.37141391615462094,0.84225561490724,0.5056012272834778,0.8435536687608666,0.8942904851105444,0.9068094860594835,0.11346972733736038,0.09254528842995953,0.8437306979617047,0.7522026431718062,0.848692403486924,0.7505506607929515,0.4505782127380371,0.3051038086414337,0.3714461028575897,4889
DIAGNOSTIC_ONLY,0,0,42,2,E1_EARLY_20PCT,0.7059118347923931,0.6688223626555466,0.0005,13.379796100000021,False,0.6350114834374649,0.6350114834374649,0.6175564492869402,0.6481477618217468,0.6975885103862141,0.7383311731710521,0.7591867253814348,0.22349822521209717,0.15713871938675858,0.5493297587131367,0.8366680277664352,0.6751619870410367,0.6382196815026542,0.6006225347518921,0.18702082335948944,0.4436594247817993,5520
DIAGNOSTIC_ONLY,0,0,42,2,E2_EARLY_35PCT,0.7059118347923931,0.6688223626555466,0.0005,22.667448399999557,False,0.5505004757112927,0.5505004757112927,0.7115112732447888,0.6072587370872498,0.7406101620149139,0.7950304406580827,0.8118942380925842,0.18742364645004272,0.12909577968035346,0.6295759333091699,0.7744092732946946,0.7376796714579056,0.6406598305840392,0.5490244030952454,0.23233160376548767,0.42201316356658936,5315
DIAGNOSTIC_ONLY,0,0,42,2,M1_MIDDLE_FROZEN,0.7059118347923931,0.6688223626555466,0.0005,31.61332670000047,False,0.44665311173927164,0.44665311173927164,0.7870745033345123,0.5244619846343994,0.7905771412162459,0.8508485178752163,0.8637099765758194,0.14487065374851227,0.07971402409567607,0.7612936344969199,0.7206025267249757,0.7831978319783198,0.7021379980563655,0.4770048260688782,0.2873804569244385,0.40109139680862427,5131
DIAGNOSTIC_ONLY,0,0,42,2,L1_LATE_75PCT,0.7059118347923931,0.6688223626555466,0.0005,39.98466080000071,False,0.3429796458364561,0.3429796458364561,0.8476408260898862,0.5017591118812561,0.8486718281179138,0.8988677875006108,0.910609099288818,0.1043945923447609,0.054633305371295314,0.8879892037786775,0.724669603524229,0.8909952606635071,0.724669603524229,0.4164425730705261,0.32908979058265686,0.3714461028575897,4889
DIAGNOSTIC_ONLY,0,0,42,3,E1_EARLY_20PCT,0.6869866084761735,0.7197576070704111,0.0005,13.316843000000517,False,0.5734909433584504,0.5734909433584504,0.7003809181619709,0.5220522880554199,0.7020277623394646,0.7473776245592887,0.7686971828691832,0.19555146992206573,0.06307459160469579,0.6576998050682261,0.6888525928950592,0.6707971912432878,0.6631278072682728,0.5031200051307678,0.24487990140914917,0.4436594247817993,5520
DIAGNOSTIC_ONLY,0,0,42,3,E2_EARLY_35PCT,0.6869866084761735,0.7197576070704111,0.0005,22.62297220000073,False,0.5069913977987011,0.5069913977987011,0.740293638341456,0.5091028213500977,0.7421018549322655,0.7978375427328479,0.8150773180914698,0.16906453669071198,0.03277369336148869,0.7340101522842639,0.644672313865359,0.7416020671834626,0.6397681676326349,0.45393022894859314,0.28930214047431946,0.42201316356658936,5315
