epoch,train_loss,gradient_norm,learning_rate,epoch_runtime_seconds,validation_bce,validation_nll,macro_f1_at_0_5,research_threshold,threshold_optimized_macro_f1,pr_auc,roc_auc,brier,ece,risk_precision_at_0_5,risk_recall_at_0_5,risk_precision_at_research_threshold,risk_recall_at_research_threshold,probability_mean,probability_std,positive_rate,eligible_count,diagnostic_status,outer_fold,seed,inner_fold_count,outer_labels_used,mean_stage_macro_f1,worst_stage_macro_f1,mean_stage_pr_auc,mean_stage_nll,mean_stage_brier,mean_stage_ece
11,0.6087535992264748,1.3152179238272876,0.0005,26.41493766250005,0.4752396417807331,0.4752396417807331,0.7529045813679669,0.5696885892748833,0.7672085354641869,0.8238502914146368,0.8371197225620773,0.1585579784587025,0.0701894563079581,0.7210210814339204,0.7312093719136297,0.7741599723646262,0.6682902794783466,0.4758635759353637,0.2990645747631788,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7529045813679669,0.6647648586459511,0.8238502914146368,0.4752396417807331,0.15855797845870254,0.07018945630795807
12,0.5988427008070597,1.5370177535749063,0.0005,26.526122399999625,0.4786025116589633,0.4786025116589633,0.7571743128808788,0.5681966535747052,0.768582114343207,0.8239816291655986,0.8358692152550626,0.1582673154771328,0.0679462779168669,0.7285866874578254,0.722133510055383,0.7741660865599931,0.6696092611166736,0.4579088538885116,0.3285791948437691,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7571743128808788,0.6725540429303214,0.8239816291655986,0.4786025116589633,0.15826731547713274,0.06794627791686686
13,0.5885793683005542,1.8000415214678136,0.0005,26.36888188750004,0.4818037569359268,0.4818037569359268,0.7588513729754865,0.5686673261225224,0.7672695773583764,0.824561962300477,0.8361603442021694,0.1586396154016256,0.0680081074799032,0.7371147603458607,0.7068493904165143,0.774192267082394,0.6667510705350295,0.4478092640638351,0.334673386067152,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7588513729754865,0.6851377992474048,0.824561962300477,0.4818037569359269,0.1586396154016256,0.06800810747990318
14,0.5713884805033846,1.9610135889634848,0.0005,26.51393985000027,0.5254503293021691,0.5254503293021691,0.7197324512194629,0.7157239377498626,0.7665889917109137,0.8213453907079441,0.8351190878224306,0.1783036543056368,0.1307926852358112,0.6362165632640296,0.8143376547123546,0.7784314289115696,0.6640218287096196,0.5371892675757408,0.3097834382206201,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7197324512194629,0.6269129272984373,0.8213453907079441,0.5254503293021691,0.17830365430563683,0.13079268523581122
15,0.5605678162196788,2.138869955045421,0.0005,27.16289389999997,0.5200477971118235,0.5200477971118235,0.7317178041661814,0.6737242192029953,0.7606791335129383,0.8146491563539158,0.8284502085168127,0.1746157752349972,0.1111507207861977,0.6587355413817312,0.7835819380210105,0.7618927644086505,0.6667862464966068,0.5092255882918835,0.3220632970333099,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7317178041661814,0.6465779050596909,0.8146491563539158,0.5200477971118235,0.17461577523499724,0.11115072078619774
16,0.5377447067237482,2.249746577768791,0.0005,26.40158084999962,0.4873556432962714,0.4873556432962714,0.7564539351964019,0.5580543801188469,0.7609486579992693,0.8162872485130057,0.8285197986669535,0.1599033316597342,0.0659249706642447,0.747746487818925,0.6750299491409496,0.7771686280890202,0.6483560318239968,0.4232146218419075,0.3396959714591503,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7564539351964019,0.6833999477098462,0.8162872485130057,0.48735564329627146,0.15990333165973422,0.0659249706642447
17,0.5249356480269898,2.5478118432731165,0.0005,26.796588387499696,0.5204057359170383,0.5204057359170383,0.7312764885379346,0.6960019320249557,0.7595282276806122,0.8116000596339805,0.8254746851165811,0.174615710042417,0.1062012886817895,0.6592971919820434,0.7688546330920698,0.7749097969537445,0.6490160902789567,0.5007544383406639,0.326267946511507,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7312764885379346,0.6521117756064505,0.8116000596339805,0.5204057359170383,0.17461571004241702,0.10620128868178946
18,0.5103689744705107,2.5943222024091863,0.0005,28.25029834999964,0.5202532954546722,0.5202532954546722,0.7434221611876843,0.5487666726112366,0.7555546916786551,0.8064211186122101,0.8190521950922725,0.1695905085653066,0.088660171829684,0.72740092851117,0.6843504779467134,0.7559506539885785,0.6557527076538966,0.4286412000656128,0.3434661775827408,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7434221611876843,0.6662417902731657,0.8064211186122101,0.5202532954546722,0.16959050856530664,0.08866017182968394
19,0.4926477588894891,2.813173345676282,0.0005,27.755580474999988,0.5525078344918827,0.5525078344918827,0.7267580617802134,0.7087686401605606,0.755467943364819,0.8049919049129995,0.8149283923786611,0.1815528124570846,0.121366312971825,0.6674699840013297,0.7425691703545924,0.7743829640124127,0.6370182833122195,0.4799427166581154,0.3479573801159858,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7267580617802134,0.6421604778013963,0.8049919049129995,0.5525078344918826,0.18155281245708463,0.121366312971825
20,0.4813512427414336,3.264571421756977,0.0005,27.58538403750072,0.5661342642862038,0.5661342642862038,0.738059716254491,0.7206931719183922,0.7535596518221763,0.8036553730141128,0.8175440238023595,0.1796459518373012,0.1168968203405817,0.6888109963164211,0.7173044762266855,0.7808963655940334,0.6229896162815354,0.4491168074309826,0.3699379824101925,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.738059716254491,0.6612329511885477,0.8036553730141128,0.5661342642862038,0.1796459518373012,0.11689682034058167
21,0.4576206070984282,3.289461373555951,0.0005,27.70057421250067,0.6049988493086673,0.6049988493086673,0.7166041428955067,0.779538057744503,0.7503859473392636,0.7983306614884447,0.8133612041400247,0.1952590029686689,0.14497439050629,0.6334650638909505,0.7740116352050757,0.7602458491428519,0.6366268139732888,0.507045678794384,0.3617527596652508,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7166041428955066,0.6468110227868651,0.7983306614884447,0.6049988493086673,0.19525900296866888,0.14497439050629002
22,0.4526933309871976,3.73694133031659,0.0005,28.1103428125,0.6216181645449267,0.6216181645449267,0.7030586422433869,0.8061937242746353,0.7527925423012138,0.8020562529864276,0.8161908118138086,0.2017074562609195,0.1582104373412544,0.617954762291892,0.8007499253190045,0.766767198942008,0.633839188508019,0.5347748324275017,0.3515123575925827,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7030586422433869,0.6180871062905721,0.8020562529864275,0.6216181645449267,0.20170745626091954,0.1582104373412544
23,0.4359605277820331,3.5749822564241365,0.0005,27.19794691249968,0.6217338875744604,0.6217338875744604,0.714567381211556,0.7513530415296554,0.749712526407643,0.7980950751557189,0.8118867906309255,0.1982553694397211,0.1534089274315697,0.635828471071514,0.7782596250495698,0.7463756293830164,0.653207527123844,0.5093145854771137,0.3642962984740734,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.714567381211556,0.6336020901164044,0.7980950751557189,0.6217338875744602,0.19825536943972105,0.15340892743156967
24,0.42330589763275,3.7983677169171775,0.0005,25.931599800000185,0.6782428852276635,0.6782428852276635,0.7035881392059993,0.8036038130521774,0.7439476990061606,0.784738076588585,0.8038167092333962,0.2096382044255733,0.1712829933007619,0.6286395336247561,0.7677221461764319,0.7587491374914271,0.6235855476239913,0.504892610013485,0.3757131807506084,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7035881392059993,0.623112328549271,0.784738076588585,0.6782428852276635,0.20963820442557335,0.17128299330076188
25,0.4160480312094455,4.20984675826096,0.0005,25.880069212499848,0.6843515486747744,0.6843515486747744,0.6950691857806934,0.8469312638044357,0.7454907874748254,0.7894037568819846,0.8084646414997261,0.2156002633273601,0.1807381977200705,0.6074302476389171,0.7980705601146887,0.7558087099114649,0.6276630608314666,0.5374141670763493,0.3723808713257313,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.6950691857806933,0.6166559053330005,0.7894037568819846,0.6843515486747744,0.2156002633273601,0.18073819772007044
26,0.4061721058153524,4.447718806383087,0.0005,26.32615603749923,0.6310333936483836,0.6310333936483836,0.7211217597945856,0.8005573004484177,0.7472352999852532,0.7945797742685698,0.8095284724494844,0.1967812962830066,0.149247302374936,0.6456330234832245,0.7484590230650031,0.7689751034290903,0.6153381376073972,0.4826354682445526,0.3798242546617985,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7211217597945856,0.6529314225925491,0.7945797742685698,0.6310333936483836,0.19678129628300664,0.14924730237493594
27,0.3828266295717983,4.024059425039989,0.0005,25.891585987499862,0.6973515051982144,0.6973515051982144,0.7092060379487296,0.8341271421313285,0.7438082788722609,0.7861683324598988,0.8037111526757907,0.2122939620167017,0.1744175013487126,0.6247532448532688,0.7669442688986832,0.754213639698289,0.6240354901529335,0.5068930685520172,0.3882058672606945,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7092060379487296,0.6395767749310882,0.7861683324598989,0.6973515051982144,0.2122939620167017,0.17441750134871256
28,0.3780366322252808,4.0192522799096455,0.0005,25.825593100000333,0.6529007855816256,0.6529007855816256,0.7260555590212789,0.7368664830923081,0.7424479884126548,0.7862864470982264,0.8036114257494554,0.1965229529887437,0.1504363674256039,0.6638171865457504,0.7260977263457654,0.7443259717057654,0.6352676629091598,0.4545016437768936,0.3883395344018936,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7260555590212789,0.6491987123172946,0.7862864470982264,0.6529007855816256,0.19652295298874378,0.15043636742560396
29,0.3693490517212123,4.556539507900796,0.0005,25.92878262499994,0.7055096805902197,0.7055096805902197,0.7120369248540795,0.8169294086098671,0.7400406705693227,0.7806897914709502,0.8000621844311088,0.2102870177477598,0.1712253228583529,0.6354690024636773,0.7525652433110855,0.7452334184048517,0.6264051936758511,0.4886157885193825,0.3922609500586986,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7120369248540795,0.6341593484366118,0.7806897914709501,0.7055096805902197,0.21028701774775976,0.1712253228583529
30,0.3526438056695752,4.267979930086834,0.0005,25.85306739999941,0.6954191204050759,0.6954191204050759,0.7258799302716104,0.8083400934934616,0.7429676051492149,0.7821413220082575,0.8054455066692765,0.2022470589727163,0.1607058497014921,0.6602180471390156,0.7326966883269341,0.7583876758554943,0.6198837802629529,0.4620356783270836,0.3994817920029163,0.4085931032896042,5216.25,DIAGNOSTIC_ONLY,0,42,2,False,0.7258799302716104,0.6531493181476964,0.7821413220082574,0.6954191204050759,0.2022470589727163,0.16070584970149213
