path,sha256,classification,expected_checkpoint_id,fold,seed,parameter_count,architecture_hash,candidate,load_error
artifacts/canonical_v3/checkpoints/oulad_h1_final/outer1_seed2026.pt,c3d96f70fbd181e98b07e1ded8746de264f89b8d027d41019234266f5a5d8e58,EXACT_AUTHORITY_MATCH,recommend_hybrid_evaluation_outer_1_seed_2026,1,2026,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/canonical_v3/checkpoints/oulad_h1_final/outer1_seed3407.pt,8d2f6c6837d6171ae3da299f80c01e9253485e09bb64f625ffdd0bf9a148dcd3,EXACT_AUTHORITY_MATCH,recommend_hybrid_evaluation_outer_1_seed_3407,1,3407,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/canonical_v3/checkpoints/oulad_h1_final/outer1_seed42.pt,34533b74b10ab50b53084266d4b6851e86aea8f1cd5426e6d1457fb39e88b389,EXACT_AUTHORITY_MATCH,recommend_hybrid_evaluation_outer_1_seed_42,1,42,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/canonical_v3/checkpoints/oulad_h1_final/outer1_seed7319.pt,af3457e385d76a359d413717ea89a2e6d8f8c492e10cb832f51ac5a35b46b698,EXACT_AUTHORITY_MATCH,recommend_hybrid_evaluation_outer_1_seed_7319,1,7319,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/canonical_v3/checkpoints/oulad_h1_final/outer2_seed1201.pt,574089233da2facdeeb49ab4c312c4367d26fe1599985476c0409ec773066477,EXACT_AUTHORITY_MATCH,recommend_hybrid_evaluation_outer_2_seed_1201,2,1201,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/canonical_v3/checkpoints/oulad_h1_final/outer2_seed2026.pt,6bb2b38923d701cc50bcaccd8c861beb1d9de9c9f02dc1ebbb24563c43030ce5,EXACT_AUTHORITY_MATCH,recommend_hybrid_evaluation_outer_2_seed_2026,2,2026,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/canonical_v3/checkpoints/oulad_h1_final/outer2_seed3407.pt,3570ad653c3ca34d6c4406764ad0af828fd7db607399b6e26ddcb1897fef5214,EXACT_AUTHORITY_MATCH,recommend_hybrid_evaluation_outer_2_seed_3407,2,3407,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/canonical_v3/checkpoints/oulad_h1_final/outer2_seed42.pt,4621a8d446c17712e4dce3f822b3227e851140309852879f030e5f4f1537cbdb,EXACT_AUTHORITY_MATCH,recommend_hybrid_evaluation_outer_2_seed_42,2,42,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/canonical_v3/checkpoints/oulad_h1_final/outer2_seed7319.pt,a403178275a16b6464c4a330dc01320d0fe783bf1b8ead61ef8b567ce810e5b5,EXACT_AUTHORITY_MATCH,recommend_hybrid_evaluation_outer_2_seed_7319,2,7319,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer0/seed1201.pt,3953931eed2c3032151f2bb56fcb1d67beb818c4024b2d9b2289aec05e4a2670,STRUCTURAL_MATCH_SHA_MISMATCH,,,1201,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer0/seed2026.pt,9b161090cc2444ba88efb2571633b81a97846d94589d27232d21330f235f3577,STRUCTURAL_MATCH_SHA_MISMATCH,,,2026,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer0/seed3407.pt,93c176e267571997286230c54c196d326550313b3762812b180a72630d099533,STRUCTURAL_MATCH_SHA_MISMATCH,,,3407,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer0/seed42.pt,f839348acf3d1a7bc94fed0a8b66a97451f6cda0a9e6427b58297a801da5d843,STRUCTURAL_MATCH_SHA_MISMATCH,,,42,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer0/seed7319.pt,b40a459af966b529771fdc7dda03d35059079f879a8f6fd29e2e14363ace67a4,STRUCTURAL_MATCH_SHA_MISMATCH,,,7319,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer1/seed1201.pt,3bc2b0a4900faa7c2dbf922074e8f732074aab68655480e05e8b62a2b8fc5c7a,STRUCTURAL_MATCH_SHA_MISMATCH,,,1201,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer1/seed2026.pt,00d14ba94a8cac35b585428467da7ea92337fb522a6c678cfba584ae03ce142e,STRUCTURAL_MATCH_SHA_MISMATCH,,,2026,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer1/seed3407.pt,44e3a692f3c07f51937f94603917ed48fd9994dcc86927d03d5c055dddcc4df3,STRUCTURAL_MATCH_SHA_MISMATCH,,,3407,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer1/seed42.pt,d91d9a9827fef6a18e40703a897999b591bea913a41d256a4ea3c5ea6c7bdc65,STRUCTURAL_MATCH_SHA_MISMATCH,,,42,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer1/seed7319.pt,52ad73c7b5d38ae149d249a2136c5d36e6b3c5a1d4861291ac6446ba4af17760,STRUCTURAL_MATCH_SHA_MISMATCH,,,7319,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer2/seed1201.pt,c5d78c421e888099ae621a746bc0ed61633d0e9605f78631a8f4e534bfe321db,STRUCTURAL_MATCH_SHA_MISMATCH,,,1201,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer2/seed2026.pt,c041c7c5ffeafa1aa6a64bbcd5753dbfce14cd4f0c0caec032cd2d15ceea1065,STRUCTURAL_MATCH_SHA_MISMATCH,,,2026,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer2/seed3407.pt,558e01beb207ef9a9bef4ee2c5853664e37139124c0dbb82a147c0159ad01b23,STRUCTURAL_MATCH_SHA_MISMATCH,,,3407,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer2/seed42.pt,6f0b59efbeddd26f141efbdc951d321d0133d7fbbf3803115d6ed240eca28ef5,STRUCTURAL_MATCH_SHA_MISMATCH,,,42,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/h1_final/runtime/checkpoints/H1_TABULAR_RESIDUAL_EXPERT/outer2/seed7319.pt,0768b0b546d99c52fd5d0132aba14d1a72a60878b74c7f2d6d8de033a377c75b,STRUCTURAL_MATCH_SHA_MISMATCH,,,7319,160492,df5cd885b96e5cea4b840bfc5ca59c08c095f5887df8dd8dcef738edfe8bf70e,H1_TABULAR_RESIDUAL_EXPERT,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_0/seed_1201.pt,bd2c5ae5c41410e308d94f660827077a89d8be4302276748ea1afd2b9e01d3ee,BASE_MODEL_150202,,0,1201,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_0/seed_2026.pt,010711a3e74f0f5ae79f03dcad87eb011fb8e96cae78183cf3bbced3b36d2a12,BASE_MODEL_150202,,0,2026,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_0/seed_3407.pt,e3c973d893ce4d455fac482c80c1c714eaf28c1eb9e0140aa3c47c8ac44c926d,BASE_MODEL_150202,,0,3407,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_0/seed_42.pt,104596c79bd704e5f587d3943e11cc112a30ccafcb2f1cf8b35bf20aee78c8fe,BASE_MODEL_150202,,0,42,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_0/seed_7319.pt,03214f706afdf155e0b66620ae10a6db5860cef491eb5536b2233d27bf793f11,BASE_MODEL_150202,,0,7319,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_1/seed_1201.pt,4e1f1e976afe103a1f146954ad78fd4fe044c6f6993e5b3ec88ae1eb621b6302,BASE_MODEL_150202,,1,1201,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_1/seed_2026.pt,c0f18902f9b800360856995f9ad8222bfed803b31490cfa5c5532b7e7d28b8af,BASE_MODEL_150202,,1,2026,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_1/seed_3407.pt,ae56dca4353f8770207e28455adb69a6a0a5c7ad81ecf4d476cfbb9361d70d3d,BASE_MODEL_150202,,1,3407,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_1/seed_42.pt,e3f8ab27b0bbad31afeb2eea7523bdc518d9e9207d1c544d7b3f0b2481b5808a,BASE_MODEL_150202,,1,42,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_1/seed_7319.pt,645167a2437ba5155d6ed220fe6e5e53a12432726acdccbe016e25ba28383972,BASE_MODEL_150202,,1,7319,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_2/seed_1201.pt,1e09857e71476c0c6a75077bad6031a0ceb1a789c32bbdcfc9b9355c1ae7c001,BASE_MODEL_150202,,2,1201,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_2/seed_2026.pt,9721ebb54e04c95ca476773ae1f841f6bbf28cbb2191db8fcef389f6a12c88b7,BASE_MODEL_150202,,2,2026,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_2/seed_3407.pt,293f618402a41288af321832847293d09ae969de3540a829a14a3a9f29f0b0d4,BASE_MODEL_150202,,2,3407,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_2/seed_42.pt,1390929a4d86ec232a469f2e91869fafe53c6c5bc4c91e7ffa4b2251844942f2,BASE_MODEL_150202,,2,42,150202,,,
artifacts/final/unified_stage_aware_oulad/checkpoints/cnn_bilstm_oulad/outer_fold_2/seed_7319.pt,00a1cbfa37cd94d730aea9568d78603bf1d216a06c28636b8a5cadd8d9095773,BASE_MODEL_150202,,2,7319,150202,,,
