candidate_id,seed,outer_fold,actual,predicted,count
N3,155,2,2,2,11
N3,155,3,0,0,21
N3,155,3,0,1,0
N3,155,3,0,2,0
N3,155,3,1,0,4
N3,155,3,1,1,26
N3,155,3,1,2,1
N3,155,3,2,0,0
N3,155,3,2,1,0
N3,155,3,2,2,11
N3,155,4,0,0,20
N3,155,4,0,1,0
N3,155,4,0,2,0
N3,155,4,1,0,9
N3,155,4,1,1,18
N3,155,4,1,2,4
N3,155,4,2,0,0
N3,155,4,2,1,0
N3,155,4,2,2,12
R0,42,0,0,0,18
R0,42,0,0,1,3
R0,42,0,0,2,0
R0,42,0,1,0,4
R0,42,0,1,1,27
R0,42,0,1,2,0
R0,42,0,2,0,0
R0,42,0,2,1,0
R0,42,0,2,2,12
R0,42,1,0,0,21
R0,42,1,0,1,0
R0,42,1,0,2,0
R0,42,1,1,0,3
R0,42,1,1,1,27
R0,42,1,1,2,0
R0,42,1,2,0,0
R0,42,1,2,1,2
R0,42,1,2,2,10
R0,42,2,0,0,18
R0,42,2,0,1,3
R0,42,2,0,2,0
R0,42,2,1,0,3
R0,42,2,1,1,27
R0,42,2,1,2,1
R0,42,2,2,0,0
R0,42,2,2,1,2
R0,42,2,2,2,9
R0,42,3,0,0,21
R0,42,3,0,1,0
R0,42,3,0,2,0
R0,42,3,1,0,4
R0,42,3,1,1,27
R0,42,3,1,2,0
R0,42,3,2,0,0
R0,42,3,2,1,2
R0,42,3,2,2,9
R0,42,4,0,0,19
R0,42,4,0,1,1
R0,42,4,0,2,0
R0,42,4,1,0,5
R0,42,4,1,1,26
R0,42,4,1,2,0
R0,42,4,2,0,0
R0,42,4,2,1,1
R0,42,4,2,2,11
R0,123,0,0,0,18
R0,123,0,0,1,3
R0,123,0,0,2,0
R0,123,0,1,0,4
R0,123,0,1,1,27
R0,123,0,1,2,0
R0,123,0,2,0,0
R0,123,0,2,1,0
R0,123,0,2,2,12
R0,123,1,0,0,21
R0,123,1,0,1,0
R0,123,1,0,2,0
R0,123,1,1,0,3
R0,123,1,1,1,27
R0,123,1,1,2,0
R0,123,1,2,0,0
R0,123,1,2,1,2
R0,123,1,2,2,10
R0,123,2,0,0,18
R0,123,2,0,1,3
R0,123,2,0,2,0
R0,123,2,1,0,3
R0,123,2,1,1,27
R0,123,2,1,2,1
R0,123,2,2,0,0
R0,123,2,2,1,2
R0,123,2,2,2,9
R0,123,3,0,0,21
R0,123,3,0,1,0
R0,123,3,0,2,0
R0,123,3,1,0,4
R0,123,3,1,1,27
R0,123,3,1,2,0
R0,123,3,2,0,0
R0,123,3,2,1,2
R0,123,3,2,2,9
R0,123,4,0,0,19
R0,123,4,0,1,1
R0,123,4,0,2,0
R0,123,4,1,0,5
R0,123,4,1,1,26
R0,123,4,1,2,0
R0,123,4,2,0,0
R0,123,4,2,1,1
R0,123,4,2,2,11
R0,155,0,0,0,18
R0,155,0,0,1,3
R0,155,0,0,2,0
R0,155,0,1,0,4
R0,155,0,1,1,27
R0,155,0,1,2,0
R0,155,0,2,0,0
R0,155,0,2,1,0
R0,155,0,2,2,12
R0,155,1,0,0,21
R0,155,1,0,1,0
R0,155,1,0,2,0
R0,155,1,1,0,3
R0,155,1,1,1,27
R0,155,1,1,2,0
R0,155,1,2,0,0
R0,155,1,2,1,2
R0,155,1,2,2,10
R0,155,2,0,0,18
R0,155,2,0,1,3
R0,155,2,0,2,0
R0,155,2,1,0,3
R0,155,2,1,1,27
R0,155,2,1,2,1
R0,155,2,2,0,0
R0,155,2,2,1,2
R0,155,2,2,2,9
R0,155,3,0,0,21
R0,155,3,0,1,0
R0,155,3,0,2,0
R0,155,3,1,0,4
R0,155,3,1,1,27
R0,155,3,1,2,0
R0,155,3,2,0,0
R0,155,3,2,1,2
R0,155,3,2,2,9
R0,155,4,0,0,19
R0,155,4,0,1,1
R0,155,4,0,2,0
R0,155,4,1,0,5
R0,155,4,1,1,26
R0,155,4,1,2,0
R0,155,4,2,0,0
R0,155,4,2,1,1
R0,155,4,2,2,11
