fold,pr_auc,accuracy,risk_precision,risk_recall,risk_f1,recall_fail,recall_withdrawn,non_withdrawn_risk_recall,train_pr_auc,short_history_withdrawn_rate,selected_threshold,outer_test_used
1.0,0.8493429217584879,0.7688570072862614,0.9342223683804635,0.6063629903001181,0.7353598815184981,0.05561219284318739,0.9902649603499972,0.05561219284318739,0.8496924306672838,0.9989089506535356,0.4766666666666666,0.0
