fold,pr_auc,accuracy,risk_precision,risk_recall,risk_f1,recall_fail,recall_withdrawn,non_withdrawn_risk_recall,train_pr_auc,short_history_withdrawn_rate,selected_threshold,outer_test_used
0,0.8475255980334637,0.7648528595224875,0.9399917796958488,0.5963494132985658,0.7297383535417996,0.055762081784386616,0.9891940567312022,0.055762081784386616,0.8507293234459289,0.9983416252072969,0.47,False
1,0.8484833745221305,0.76374156219865,0.9259259259259259,0.6061387670879546,0.7326578332034295,0.05726872246696035,0.9873251748251748,0.05726872246696035,0.8501456332684122,0.9989165763813651,0.48,False
2,0.8520197927198698,0.7779766001376462,0.9367493995196157,0.616600790513834,0.7436834578102653,0.05380577427821522,0.9942756494936151,0.05380577427821522,0.8482023352875108,0.9994686503719448,0.48,False
