candidate_id,model,family,parameter_count,oof_macro_f1,outer_mean_macro_f1,outer_sd,seed_mean,seed_sd,seed_median,worst_seed,best_seed,accuracy,balanced_accuracy,high_class_f1,qwk,ordinal_mae,two_step_error,brier,nll,ece,runtime_seconds,class_collapse_count,eligible_overall,eligible_thesis_hybrid
M1,Random Forest,machine_learning,4264,0.8997658107580137,0.8972723233041296,0.026469930224193364,0.8997658107580137,0.0,0.8997658107580137,0.8997658107580137,0.8997658107580137,0.8923611111111112,0.8909751896848672,0.9332467532467532,0.88814827446051,0.1076388888888888,0.0,0.1749935173216253,0.3942855972982247,0.0668624708459926,95.29343789999257,0,True,False
R0,G2 deterministic threshold rule,rule,0,0.8988360425446519,0.8977413178891288,0.023748980129833255,0.8988360425446519,0.0,0.8988360425446519,0.8988360425446519,0.8988360425446519,0.8924107142857144,0.8934841502583437,0.9245511010728404,0.8903914887856466,0.1075892857142857,0.0,0.2151785714285714,3.877910922668407,0.1075892857142857,0.0,0,True,False
M2,SVM RBF,machine_learning,392,0.8901019612638916,0.8888370221279767,0.02719833366275874,0.8901019612638916,0.0,0.8901019612638916,0.8901019612638916,0.8901019612638916,0.8828869047619049,0.8797770330028393,0.9245511010728404,0.8774672026687271,0.1171130952380952,0.0,0.1756467845381044,0.2916448841774961,0.0793754025431009,5.75137360000553,0,True,False
A2,Parameter-matched BiLSTM-only,ablation,1720,0.8588821136326783,0.8587469178703356,0.029394023994110167,0.8588821136326783,0.0061209433180676,0.8610386945581391,0.8519747738360556,0.8636328725038402,0.8522982804232806,0.8565152290958743,0.8957085834187285,0.849323690289314,0.1477017195767196,0.0,0.2071289035644168,0.329511335296535,0.0764236247823291,66.81134299999758,0,False,False
N0,Corrected compact nominal CNN-BiLSTM,cnn_bilstm,3227,0.8529380487397796,0.8498452102130812,0.02176000033373202,0.8529380487397796,0.0290531380668386,0.8489680102124648,0.8260740831495549,0.883772052857319,0.8480324074074075,0.851188691833853,0.8682660834085123,0.8449599823949087,0.1519675925925926,0.0,0.2066762852741165,0.341982844090074,0.0747380852465993,1381.166851099999,0,True,True
N1,Corrected compact ordinal CNN-BiLSTM,cnn_bilstm,1826,0.8358404802228012,0.8363445695162756,0.036650723567265134,0.8358404802228012,0.0205592760722793,0.8467465223623311,0.8121260923845193,0.8486488259215532,0.8279761904761906,0.8586342689568495,0.8741152179839933,0.8393901285189157,0.1720238095238095,0.0,0.2891798138632955,0.4836428234524257,0.1502462433905759,1369.7509899999968,0,True,True
N2,Tiny nominal MLP,neural_mlp,681,0.8347660009526826,0.8292667880582164,0.035796626694963286,0.8347660009526826,0.0039880625688616,0.8368264647387534,0.8301691866909259,0.8373023514283684,0.8353505291005292,0.8350173005011716,0.8141034916534264,0.8326182490204085,0.1646494708994708,0.0,0.2237088495468078,0.3487627148113386,0.0761768376300971,689.5171081000117,0,True,False
A1,Parameter-matched CNN-only,ablation,118,0.820477013781038,0.8001934837024358,0.13440930215869581,0.820477013781038,0.0458012010972508,0.806922611518154,0.7829827946006948,0.8715256352242653,0.8216931216931218,0.8118079411627797,0.7682558504297635,0.7879007936500458,0.1783068783068783,0.0,0.2421323802836601,0.3961307753348665,0.0927821128968961,49.86186010000529,2,False,False
N3,Tiny ordered MLP,neural_mlp,283,0.7852237497916356,0.7606202757611947,0.21682860546808733,0.7852237497916356,0.0424944346990618,0.7607763998129279,0.7606028554436124,0.8342919941183661,0.7750330687830689,0.8011221275737406,0.7768454252136606,0.7375553725708186,0.2503637566137566,0.0253968253968253,0.3220930092497225,0.53940162697726,0.1616245113097254,881.1698177000053,2,True,False
