dataset,model_id,model_family,prediction_stage,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,pr_auc,roc_auc,brier,nll,ece,medium_to_low_errors,low_to_medium_errors,seed_macro_f1_mean,seed_macro_f1_std,low_recall,low_f1,rank_macro_f1,rank_balanced_accuracy,rank_pr_auc,rank_low_recall,rank_low_f1
student_mat,random_forest_mat,random_forest,S0_EARLY_NO_GRADE,0.4379746835443038,0.44341997424189206,0.4282828282828283,0.44341997424189206,0.4296116698045338,0.4424766810646234,0.43262449453042945,0.6220716096973858,0.6316238833103949,1.0402685346889309,0.05770825858419444,54,51,0.42983282411320156,0.006323529951854062,0.46153846153846156,0.48,4,5,9,5,7
student_mat,random_forest_mat,random_forest,S1_MID_G1_ONLY,0.7012658227848101,0.7213594719587869,0.7063062314293432,0.7213594719587869,0.7117961402917009,0.7001137022240241,0.8078101573317902,0.8853283804046069,0.3619589739077105,0.5786507628699443,0.045307182420440906,50,31,0.7149040361561769,0.0038882085018171085,0.7615384615384615,0.7096774193548387,7,7,4,5,8
student_mat,random_forest_mat,random_forest,S2_LATE_G1_G2,0.8810126582278481,0.8910044198571597,0.8878839428396237,0.8910044198571597,0.8892912179053084,0.8811114689077199,0.9603786698263409,0.9745990791211945,0.17213038282345722,0.29118124909198434,0.06198175179978881,21,16,0.8890996721016758,0.002981281478419606,0.8769230769230769,0.8603773584905661,1,1,1,5,2
student_mat,svm_mat,svm,S0_EARLY_NO_GRADE,0.5037974683544304,0.4464535036880927,0.4688750969300015,0.4464535036880927,0.45227050362545046,0.4953264865070784,0.47245260961418406,0.6413332625521423,0.6379086450132219,1.0579717211781297,0.14357319234416033,39,64,0.45634299269684336,0.005348576529579508,0.43846153846153846,0.4892703862660944,1,4,1,6,5
student_mat,svm_mat,svm,S1_MID_G1_ONLY,0.7265822784810126,0.7139419418100926,0.7378361650485438,0.7139419418100926,0.7244611493131897,0.7264354556997258,0.7822883340098382,0.8755502790143547,0.38302020003707327,0.6083187870202922,0.052106777224656516,32,37,0.722970171811776,0.0037105653552367817,0.7153846153846154,0.7294117647058823,5,8,7,6,5
student_mat,svm_mat,svm,S2_LATE_G1_G2,0.8455696202531645,0.8374341412012645,0.8660940121305974,0.8374341412012645,0.8501283386040068,0.845814168084993,0.926233376307032,0.9549130494548729,0.2506837662029613,0.4424971550610398,0.11383935666977033,20,24,0.8517276391454388,0.002353847082090394,0.8153846153846154,0.828125,8,9,7,7,6
student_mat,xgboost_mat,xgboost,S0_EARLY_NO_GRADE,0.5012658227848101,0.4139324288724974,0.4514774183989642,0.4139324288724974,0.4116042279255048,0.47366334759007034,0.4366469252751142,0.6243831814950574,0.6284323601203903,1.0422551268414795,0.12425965647101943,40,73,0.41028675922941205,0.007416615017444229,0.4153846153846154,0.4675324675324675,8,9,8,9,8
student_mat,xgboost_mat,xgboost,S1_MID_G1_ONLY,0.7063291139240506,0.6979152031378059,0.7237531269543465,0.6979152031378059,0.7092246809574642,0.7063589522970952,0.802873255830869,0.8820369587930457,0.38274228262917803,0.5976407611695032,0.09884180083100794,36,43,0.7071291845406874,0.003975782698724789,0.6692307692307692,0.6877470355731226,8,9,6,9,9
student_mat,xgboost_mat,xgboost,S2_LATE_G1_G2,0.8658227848101265,0.8674756322444678,0.8819591375272551,0.8674756322444678,0.8740776804067943,0.8657111984847924,0.9457949841759926,0.9669373296207544,0.1940748735583337,0.319085925240297,0.028286308013394077,17,25,0.8715204467502264,0.002532855316707233,0.8076923076923077,0.8333333333333334,3,5,5,8,5
student_por,bilstm_only_por,bilstm_only,S0_EARLY_NO_GRADE,0.5130970724191063,0.5919030400428552,0.5105901054757148,0.5919030400428552,0.5093850779014473,0.5212500518143316,0.4993898628131612,0.7062028570500093,0.6165121763137829,0.9629734689244542,0.15358302974661772,80,24,0.48204245070618706,0.01876297037953678,0.66,0.528,1,1,4,1,3
