dataset,model_id,model_family,outer_fold,trial,state,params,S0_EARLY_NO_GRADE,S1_MID_G1_ONLY,S2_LATE_G1_G2,mean_stage_macro_f1,worst_stage_macro_f1,outer_rows_used_for_selection,selected_epochs
student_mat,cnn_only_mat,cnn_only,1,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.4953700094418891,0.7536702933480237,0.8330374272381073,0.6940259100093401,0.4953700094418891,False,25.0
student_mat,cnn_only_mat,cnn_only,1,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.21748400852878466,0.23416453956410763,0.21556031406138473,0.22240295405142566,0.21556031406138473,False,2.0
student_mat,cnn_only_mat,cnn_only,2,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.43615437833049836,0.71308015955253,0.8432348901098901,0.6641564759976395,0.43615437833049836,False,24.0
student_mat,cnn_only_mat,cnn_only,2,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.21843971631205672,0.23087647674891765,0.21843971631205672,0.2225853031243437,0.21843971631205672,False,1.0
student_mat,cnn_only_mat,cnn_only,3,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.4446418426626244,0.731720390310286,0.8354553492484528,0.6706058607404545,0.4446418426626244,False,22.0
student_mat,cnn_only_mat,cnn_only,3,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.21843971631205672,0.22525467898602228,0.21843971631205672,0.2207113705367119,0.21843971631205672,False,3.0
student_mat,cnn_only_mat,cnn_only,4,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.41160647571606473,0.7216326019409073,0.82448852137617,0.6525758663443807,0.41160647571606473,False,23.0
student_mat,cnn_only_mat,cnn_only,4,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.21843971631205672,0.23087647674891765,0.21843971631205672,0.2225853031243437,0.21843971631205672,False,2.0
student_mat,bilstm_only_mat,bilstm_only,0,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.3565394090255969,0.5844325609031492,0.6763346040635474,0.5391021913307644,0.3565394090255969,False,30.0
student_mat,bilstm_only_mat,bilstm_only,0,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.306636892188223,0.3170145823937461,0.32424696782766005,0.31596614746987634,0.306636892188223,False,2.0
student_mat,bilstm_only_mat,bilstm_only,1,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.46671372951696405,0.6901235290673847,0.7815744168685345,0.6461372251509611,0.46671372951696405,False,30.0
student_mat,bilstm_only_mat,bilstm_only,1,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.2512424412182392,0.307327317572992,0.31068569665764356,0.2897518184829582,0.2512424412182392,False,2.0
student_mat,bilstm_only_mat,bilstm_only,2,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.4721766386003763,0.5600609641236408,0.64225929083232,0.5581656311854458,0.4721766386003763,False,11.0
student_mat,bilstm_only_mat,bilstm_only,2,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.24872109072616685,0.28625008198545454,0.30060390570729073,0.2785250261396374,0.24872109072616685,False,2.0
student_mat,bilstm_only_mat,bilstm_only,3,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.4527687863283562,0.6651027077497665,0.681259772168863,0.5997104220823286,0.4527687863283562,False,15.0
student_mat,bilstm_only_mat,bilstm_only,3,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.32839514994174607,0.30844183545398,0.32033777014455417,0.3190582518467601,0.30844183545398,False,3.0
student_mat,bilstm_only_mat,bilstm_only,4,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.45597949324657394,0.6293961982680202,0.680726683021399,0.5887007915119976,0.45597949324657394,False,29.0
student_mat,bilstm_only_mat,bilstm_only,4,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.2969212690951822,0.3073838736310979,0.3245756891940717,0.30962694397345064,0.2969212690951822,False,2.0
student_mat,cnn_bilstm_mat,cnn_bilstm,0,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.4150790847364496,0.7316823688797277,0.7900836320191159,0.6456150285450977,0.4150790847364496,False,29.0
student_mat,cnn_bilstm_mat,cnn_bilstm,0,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.3896348292217679,0.5289167519372024,0.5932979788858423,0.5039498533482709,0.3896348292217679,False,19.0
student_mat,cnn_bilstm_mat,cnn_bilstm,1,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.46818278524965945,0.7096143006588554,0.7724862128881167,0.6500944329322106,0.46818278524965945,False,22.0
student_mat,cnn_bilstm_mat,cnn_bilstm,1,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.39138131842534357,0.5934246534175537,0.6250845438395484,0.5366301718941485,0.39138131842534357,False,18.0
student_mat,cnn_bilstm_mat,cnn_bilstm,2,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.44735560735560737,0.6887152634238207,0.783854703213147,0.6399751913308583,0.44735560735560737,False,24.0
student_mat,cnn_bilstm_mat,cnn_bilstm,2,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.39087172349263216,0.5795737738375232,0.630109198150805,0.5335182318269868,0.39087172349263216,False,29.0
student_mat,cnn_bilstm_mat,cnn_bilstm,3,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.46849419873916487,0.7168631697915065,0.7850510284693342,0.6568027990000019,0.46849419873916487,False,20.0
student_mat,cnn_bilstm_mat,cnn_bilstm,3,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.35757080610021785,0.4854886990325613,0.4853739345589683,0.4428111465639158,0.35757080610021785,False,14.0
student_mat,cnn_bilstm_mat,cnn_bilstm,4,0,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""balanced"", ""cnn_channels"": 16, ""context_hidden"": 16, ""dropout"": 0.15, ""fusion_hidden"": 16, ""input_projection"": 16, ""learning_rate"": 0.001, ""lstm_hidden"": 16, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.0001}",0.4490014449424189,0.7424395161290324,0.8234681758530183,0.6716363789748233,0.4490014449424189,False,28.0
student_mat,cnn_bilstm_mat,cnn_bilstm,4,1,COMPLETE,"{""batch_size"": 64, ""class_weight"": ""none"", ""cnn_channels"": 16, ""context_hidden"": 24, ""dropout"": 0.25, ""fusion_hidden"": 24, ""input_projection"": 24, ""learning_rate"": 0.0005, ""lstm_hidden"": 24, ""max_epochs"": 30, ""patience"": 5, ""weight_decay"": 0.001}",0.3918279599030772,0.5028696939086602,0.5324489384735848,0.47571553076177403,0.3918279599030772,False,16.0
student_por,logistic_regression_por,logistic_regression,0,0,COMPLETE,"{""C"": 0.1, ""class_weight"": null}",0.3527179871417783,0.7179268171915231,0.8122477937839504,0.6276308660390839,0.3527179871417783,False,
student_por,logistic_regression_por,logistic_regression,0,1,COMPLETE,"{""C"": 1.0, ""class_weight"": ""balanced""}",0.42062360026307855,0.7177113525310869,0.8113408916580048,0.6498919481507234,0.42062360026307855,False,
student_por,logistic_regression_por,logistic_regression,0,2,COMPLETE,"{""C"": 10.0, ""class_weight"": ""balanced""}",0.41813875471257517,0.7213133797201134,0.8093304843304844,0.649594206254391,0.41813875471257517,False,
student_por,logistic_regression_por,logistic_regression,1,0,COMPLETE,"{""C"": 0.1, ""class_weight"": null}",0.2948085574563487,0.7531452137723839,0.8289434906534813,0.6256324206274045,0.2948085574563487,False,
student_por,logistic_regression_por,logistic_regression,1,1,COMPLETE,"{""C"": 1.0, ""class_weight"": ""balanced""}",0.40427616930103394,0.7427570851957493,0.850176306813475,0.6657365204367527,0.40427616930103394,False,
student_por,logistic_regression_por,logistic_regression,1,2,COMPLETE,"{""C"": 10.0, ""class_weight"": ""balanced""}",0.40234462412709066,0.7444637712831309,0.8539261371539851,0.6669115108547355,0.40234462412709066,False,
student_por,logistic_regression_por,logistic_regression,2,0,COMPLETE,"{""C"": 0.1, ""class_weight"": null}",0.3273668819383578,0.7311128920751351,0.8180550240474647,0.6255115993536525,0.3273668819383578,False,
student_por,logistic_regression_por,logistic_regression,2,1,COMPLETE,"{""C"": 1.0, ""class_weight"": ""balanced""}",0.43901533530354486,0.7382433294700728,0.846723378960221,0.6746606812446129,0.43901533530354486,False,
student_por,logistic_regression_por,logistic_regression,2,2,COMPLETE,"{""C"": 10.0, ""class_weight"": ""balanced""}",0.43571680844408117,0.7400929243739993,0.8441121539160754,0.673307295578052,0.43571680844408117,False,
student_por,logistic_regression_por,logistic_regression,3,0,COMPLETE,"{""C"": 0.1, ""class_weight"": null}",0.3046498169160137,0.7389940512791845,0.8363504605325307,0.6266647762425763,0.3046498169160137,False,
student_por,logistic_regression_por,logistic_regression,3,1,COMPLETE,"{""C"": 1.0, ""class_weight"": ""balanced""}",0.3934115930883642,0.7368217797540789,0.8233296891728886,0.651187687338444,0.3934115930883642,False,
student_por,logistic_regression_por,logistic_regression,3,2,COMPLETE,"{""C"": 10.0, ""class_weight"": ""balanced""}",0.3915354657395053,0.7346543268470178,0.8248104566323272,0.6503334164062835,0.3915354657395053,False,
student_por,logistic_regression_por,logistic_regression,4,0,COMPLETE,"{""C"": 0.1, ""class_weight"": null}",0.35394876090315547,0.7222937013943401,0.834104178905235,0.6367822137342435,0.35394876090315547,False,
student_por,logistic_regression_por,logistic_regression,4,1,COMPLETE,"{""C"": 1.0, ""class_weight"": ""balanced""}",0.4511318785134506,0.7438815394144456,0.844804325680084,0.6799392478693268,0.4511318785134506,False,
student_por,logistic_regression_por,logistic_regression,4,2,COMPLETE,"{""C"": 10.0, ""class_weight"": ""balanced""}",0.44286887553763227,0.7395572402558123,0.8430962718243421,0.6751741292059289,0.44286887553763227,False,
student_por,decision_tree_por,decision_tree,0,0,COMPLETE,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",0.2610394685423994,0.7988743282860931,0.8192301319904486,0.6263813096063137,0.2610394685423994,False,
student_por,decision_tree_por,decision_tree,0,1,COMPLETE,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 5}",0.33517459064904315,0.779109258483516,0.82284462588315,0.645709491671903,0.33517459064904315,False,
student_por,decision_tree_por,decision_tree,0,2,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 5}",0.4316283363130513,0.7042377678339138,0.7753096278432438,0.6370585773300697,0.4316283363130513,False,
student_por,decision_tree_por,decision_tree,1,0,COMPLETE,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",0.2610394685423994,0.7975840627282537,0.8388518494887159,0.6324917935864564,0.2610394685423994,False,
student_por,decision_tree_por,decision_tree,1,1,COMPLETE,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 5}",0.3312387951080107,0.7995072148441998,0.8338155701631177,0.6548538600384427,0.3312387951080107,False,
student_por,decision_tree_por,decision_tree,1,2,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 5}",0.4191090476260056,0.730535357401029,0.8150743380311766,0.6549062476860704,0.4191090476260056,False,
student_por,decision_tree_por,decision_tree,2,0,COMPLETE,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",0.2610394685423994,0.7904689791184482,0.8190750913154785,0.623527846325442,0.2610394685423994,False,
student_por,decision_tree_por,decision_tree,2,1,COMPLETE,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 5}",0.2640834755036275,0.7644394253089905,0.831389005237302,0.6199706353499733,0.2640834755036275,False,
student_por,decision_tree_por,decision_tree,2,2,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 5}",0.41970143313713376,0.6950488495612787,0.7653518668019835,0.626700716500132,0.41970143313713376,False,
student_por,decision_tree_por,decision_tree,3,0,COMPLETE,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",0.2615144418423107,0.7929537770764487,0.8215188056273327,0.6253290081820307,0.2615144418423107,False,
student_por,decision_tree_por,decision_tree,3,1,COMPLETE,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 5}",0.2850135107046352,0.7886680196668238,0.8361368498365871,0.6366061267360154,0.2850135107046352,False,
student_por,decision_tree_por,decision_tree,3,2,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 5}",0.4475480538021199,0.7165514373752361,0.7862140663776301,0.6501045191849953,0.4475480538021199,False,
student_por,decision_tree_por,decision_tree,4,0,COMPLETE,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",0.26120857699805067,0.8085912063579631,0.8351497555770614,0.6349831796443585,0.26120857699805067,False,
student_por,decision_tree_por,decision_tree,4,1,COMPLETE,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 5}",0.276078431372549,0.8056884429339518,0.8462023237128308,0.6426563993397773,0.276078431372549,False,
student_por,decision_tree_por,decision_tree,4,2,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 5}",0.43425471300138757,0.7328573150671408,0.8066916250741842,0.6579345510475708,0.43425471300138757,False,
student_por,random_forest_por,random_forest,0,0,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.4278506032889082,0.7474456452571047,0.8317578259373924,0.6690180248278018,0.4278506032889082,False,
student_por,random_forest_por,random_forest,0,1,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.32525211540249704,0.7602672260954259,0.8227981637784696,0.6361058350921308,0.32525211540249704,False,
student_por,random_forest_por,random_forest,0,2,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}",0.49152064667002543,0.7790230251957779,0.8254091209824205,0.698650930949408,0.49152064667002543,False,
student_por,random_forest_por,random_forest,1,0,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.4292812048393298,0.7628450015920821,0.8648798988621996,0.6856687017645372,0.4292812048393298,False,
student_por,random_forest_por,random_forest,1,1,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.30253456221198155,0.7900263080060399,0.8615135016223946,0.6513581239468054,0.30253456221198155,False,
student_por,random_forest_por,random_forest,1,2,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}",0.4600835865538706,0.7779449238765627,0.8644732947096884,0.7008339350467073,0.4600835865538706,False,
student_por,random_forest_por,random_forest,2,0,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.45545605624800256,0.7326054353432624,0.8274694525533536,0.6718436480482062,0.45545605624800256,False,
student_por,random_forest_por,random_forest,2,1,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.31049667178699436,0.7495277433357929,0.8281424281424282,0.6293889477550718,0.31049667178699436,False,
student_por,random_forest_por,random_forest,2,2,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}",0.5224542796634483,0.7664371493485418,0.8513592066800038,0.7134168785639979,0.5224542796634483,False,
student_por,random_forest_por,random_forest,3,0,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.4015212592379307,0.7561369509043927,0.8686116845558108,0.6754232982327114,0.4015212592379307,False,
student_por,random_forest_por,random_forest,3,1,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.30697097718492244,0.7834123889164551,0.8669911129919594,0.652458159697779,0.30697097718492244,False,
student_por,random_forest_por,random_forest,3,2,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}",0.47710259082009937,0.7977477722234297,0.8512185912003555,0.7086896514146281,0.47710259082009937,False,
student_por,random_forest_por,random_forest,4,0,COMPLETE,"{""class_weight"": null, ""max_depth"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.4386296517458692,0.7898607046837135,0.8664835164835164,0.6983246243043664,0.4386296517458692,False,
student_por,random_forest_por,random_forest,4,1,COMPLETE,"{""class_weight"": null, ""max_depth"": 8, ""min_samples_leaf"": 1, ""n_estimators"": 300}",0.29739206662283585,0.8033576956752785,0.8716422466422467,0.6574640029801203,0.29739206662283585,False,
student_por,random_forest_por,random_forest,4,2,COMPLETE,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""n_estimators"": 300}",0.5174663938687616,0.7889386129322987,0.8704327927936003,0.7256125998648869,0.5174663938687616,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,0,0,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.47152584865195407,0.6875214353607509,0.7853913877535006,0.6481462239220686,0.47152584865195407,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,0,1,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.44966700039706614,0.6455843918063825,0.7276459810274719,0.6076324577436402,0.44966700039706614,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,0,2,COMPLETE,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 31}",0.4599026784822409,0.6813326737444229,0.757991030080711,0.6330754607691249,0.4599026784822409,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,1,0,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.4502317216573286,0.6957385778230362,0.8150107572839991,0.6536603522547879,0.4502317216573286,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,1,1,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.4115083018631855,0.6440043097410694,0.7545885049793335,0.6033670388611961,0.4115083018631855,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,1,2,COMPLETE,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 31}",0.4105079024090839,0.7013922920090355,0.7924101925123898,0.6347701289768364,0.4105079024090839,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,2,0,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.4498620422785449,0.6913001404597837,0.7876070305067326,0.6429230710816871,0.4498620422785449,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,2,1,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.44865808589069384,0.6368137466950785,0.7466485692659467,0.6107068006172397,0.44865808589069384,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,2,2,COMPLETE,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 31}",0.4516851465988531,0.6805797101449276,0.7559199862262425,0.6293949476566744,0.4516851465988531,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,3,0,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.4294939128977662,0.6489544653973526,0.7794769691937334,0.6193084491629507,0.4294939128977662,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,3,1,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.4176245086459394,0.6250267982951442,0.7145261942891866,0.5857258337434234,0.4176245086459394,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,3,2,COMPLETE,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 31}",0.4637660793866292,0.6711845840702465,0.7706343879301123,0.6351950171289961,0.4637660793866292,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,4,0,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.46346428378513943,0.6895311763290041,0.8330589736972726,0.6620181446038053,0.46346428378513943,False,
student_por,hist_gradient_boosting_por,hist_gradient_boosting,4,1,COMPLETE,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 250, ""max_leaf_nodes"": 15}",0.462003626428678,0.6493800019306488,0.7768912813072119,0.6294249698888462,0.462003626428678,False,
