inner_folds,mean_action_diversity,mean_ndcg_at_3,mean_precision_at_1,model,outer_fold,status,std_ndcg_at_3,trial_number,worst_ndcg_at_3,parameters.C,parameters.n_jobs,parameters.learning_rate,parameters.n_estimators,parameters.num_leaves,parameters.max_depth
"[{'action_diversity': 5, 'groups': 7548, 'inner_fold': 0, 'learners': 2948, 'map_at_3': 0.5935899134428545, 'model': 'interaction_logistic', 'mrr': 0.607401519166225, 'ndcg_all': 0.5280595067711902, 'ndcg_at_1': 0.370142201024554, 'ndcg_at_3': 0.5192490483623222, 'outer_fold': 0, 'parameters': {'C': 0.1, 'n_jobs': 4}, 'precision_at_1': 0.5156332803391627, 'precision_at_3': 0.48180533474651127, 'recall_at_3': 0.6885466348701643, 'status': 'COMPLETE', 'top1_relevance': 0.025232904657474617, 'top_action_concentration': 0.43892421833598305, 'trial_number': 0}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 1, 'learners': 2947, 'map_at_3': 0.6070703055997173, 'model': 'interaction_logistic', 'mrr': 0.6192148030383324, 'ndcg_all': 0.5332161080113973, 'ndcg_at_1': 0.37409468291821235, 'ndcg_at_3': 0.5251216488878211, 'outer_fold': 0, 'parameters': {'C': 0.1, 'n_jobs': 4}, 'precision_at_1': 0.528749337572867, 'precision_at_3': 0.4938615085673909, 'recall_at_3': 0.7002782193958664, 'status': 'COMPLETE', 'top1_relevance': 0.009890915197400138, 'top_action_concentration': 0.4505829358770535, 'trial_number': 0}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 2, 'learners': 2947, 'map_at_3': 0.5968247659424131, 'model': 'interaction_logistic', 'mrr': 0.6086822116233881, 'ndcg_all': 0.5285086720013035, 'ndcg_at_1': 0.3655714538067479, 'ndcg_at_3': 0.5199346897834227, 'outer_fold': 0, 'parameters': {'C': 0.1, 'n_jobs': 4}, 'precision_at_1': 0.5151033386327504, 'precision_at_3': 0.48984278396043096, 'recall_at_3': 0.693000353294471, 'status': 'COMPLETE', 'top1_relevance': 0.034017772336107005, 'top_action_concentration': 0.46515633280339164, 'trial_number': 0}]",5.0,0.5214351290111886,0.5198286521815934,interaction_logistic,0,COMPLETE,0.002621748480205094,0,0.5192490483623222,0.1,4,,,,
"[{'action_diversity': 5, 'groups': 7548, 'inner_fold': 0, 'learners': 2948, 'map_at_3': 0.5939726491197078, 'model': 'interaction_logistic', 'mrr': 0.6074677618795266, 'ndcg_all': 0.5285013857387926, 'ndcg_at_1': 0.3713345698639816, 'ndcg_at_3': 0.5198234862516729, 'outer_fold': 0, 'parameters': {'C': 1.0, 'n_jobs': 4}, 'precision_at_1': 0.5160307366189719, 'precision_at_3': 0.4819378201731143, 'recall_at_3': 0.6884031089913443, 'status': 'COMPLETE', 'top1_relevance': 0.027103392624313116, 'top_action_concentration': 0.4358770535241123, 'trial_number': 1}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 1, 'learners': 2947, 'map_at_3': 0.6080087440381559, 'model': 'interaction_logistic', 'mrr': 0.6182211623388095, 'ndcg_all': 0.5331053621245675, 'ndcg_at_1': 0.3728139904610493, 'ndcg_at_3': 0.5257719069027155, 'outer_fold': 0, 'parameters': {'C': 1.0, 'n_jobs': 4}, 'precision_at_1': 0.5264970853206147, 'precision_at_3': 0.49523052464228934, 'recall_at_3': 0.7019232467761879, 'status': 'COMPLETE', 'top1_relevance': 0.018076643364273587, 'top_action_concentration': 0.4360095389507154, 'trial_number': 1}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 2, 'learners': 2947, 'map_at_3': 0.5976859212153329, 'model': 'interaction_logistic', 'mrr': 0.6094108814697051, 'ndcg_all': 0.5293713993951628, 'ndcg_at_1': 0.3673600070658894, 'ndcg_at_3': 0.5204605218527382, 'outer_fold': 0, 'parameters': {'C': 1.0, 'n_jobs': 4}, 'precision_at_1': 0.5166931637519873, 'precision_at_3': 0.4897544603426956, 'recall_at_3': 0.6924924924924923, 'status': 'COMPLETE', 'top1_relevance': 0.03245525727704354, 'top_action_concentration': 0.455087440381558, 'trial_number': 1}]",5.0,0.5220186383357088,0.519740328563858,interaction_logistic,0,COMPLETE,0.002666673619738796,1,0.5198234862516729,1.0,4,,,,
"[{'action_diversity': 5, 'groups': 7548, 'inner_fold': 0, 'learners': 2948, 'map_at_3': 0.5936966378142848, 'model': 'interaction_logistic', 'mrr': 0.6076664900194311, 'ndcg_all': 0.5282901968508962, 'ndcg_at_1': 0.3710254372019078, 'ndcg_at_3': 0.5194772457416921, 'outer_fold': 0, 'parameters': {'C': 10.0, 'n_jobs': 4}, 'precision_at_1': 0.5164281928987812, 'precision_at_3': 0.48162868751104043, 'recall_at_3': 0.6878731672849319, 'status': 'COMPLETE', 'top1_relevance': 0.027099986646451468, 'top_action_concentration': 0.4309750927397986, 'trial_number': 2}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 1, 'learners': 2947, 'map_at_3': 0.609565447800742, 'model': 'interaction_logistic', 'mrr': 0.6197447447447447, 'ndcg_all': 0.5337157979418853, 'ndcg_at_1': 0.3754636989931108, 'ndcg_at_3': 0.5266296667005733, 'outer_fold': 0, 'parameters': {'C': 10.0, 'n_jobs': 4}, 'precision_at_1': 0.5298092209856916, 'precision_at_3': 0.4956279809220986, 'recall_at_3': 0.7022323794382619, 'status': 'COMPLETE', 'top1_relevance': 0.017774390668995933, 'top_action_concentration': 0.4254107048224695, 'trial_number': 2}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 2, 'learners': 2947, 'map_at_3': 0.5989886945769298, 'model': 'interaction_logistic', 'mrr': 0.6102941176470589, 'ndcg_all': 0.5301322840006584, 'ndcg_at_1': 0.36952393570040626, 'ndcg_at_3': 0.5217979885417995, 'outer_fold': 0, 'parameters': {'C': 10.0, 'n_jobs': 4}, 'precision_at_1': 0.5184154742978272, 'precision_at_3': 0.49050521109344636, 'recall_at_3': 0.6937179826885709, 'status': 'COMPLETE', 'top1_relevance': 0.03516810048172704, 'top_action_concentration': 0.44448860625331216, 'trial_number': 2}]",5.0,0.5226349669946883,0.5215509627274333,interaction_logistic,0,COMPLETE,0.0029793378561028213,2,0.5194772457416921,10.0,4,,,,
"[{'action_diversity': 5, 'groups': 7548, 'inner_fold': 0, 'learners': 2948, 'map_at_3': 0.581522699169758, 'model': 'pairwise_logistic', 'mrr': 0.601395513160219, 'ndcg_all': 0.5033023888389587, 'ndcg_at_1': 0.30690249072602016, 'ndcg_at_3': 0.48946804341115124, 'outer_fold': 0, 'parameters': {'C': 0.1, 'n_jobs': 4}, 'precision_at_1': 0.5043720190779014, 'precision_at_3': 0.47721250662427134, 'recall_at_3': 0.6841746157922628, 'status': 'COMPLETE', 'top1_relevance': -0.01884754594002065, 'top_action_concentration': 0.6919713831478538, 'trial_number': 3}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 1, 'learners': 2947, 'map_at_3': 0.5856812695047989, 'model': 'pairwise_logistic', 'mrr': 0.6033607136548312, 'ndcg_all': 0.5029339311630775, 'ndcg_at_1': 0.2944267797208973, 'ndcg_at_3': 0.4889182755043305, 'outer_fold': 0, 'parameters': {'C': 0.1, 'n_jobs': 4}, 'precision_at_1': 0.4965553789083201, 'precision_at_3': 0.4881646352234588, 'recall_at_3': 0.693764352587882, 'status': 'COMPLETE', 'top1_relevance': -0.026357723180739256, 'top_action_concentration': 0.7245627980922098, 'trial_number': 3}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 2, 'learners': 2947, 'map_at_3': 0.5903697815462522, 'model': 'pairwise_logistic', 'mrr': 0.6034269563681327, 'ndcg_all': 0.5026042056937435, 'ndcg_at_1': 0.2966790319731496, 'ndcg_at_3': 0.49151358070924234, 'outer_fold': 0, 'parameters': {'C': 0.1, 'n_jobs': 4}, 'precision_at_1': 0.5029146793852676, 'precision_at_3': 0.4890478714008125, 'recall_at_3': 0.6935965377141847, 'status': 'COMPLETE', 'top1_relevance': -0.00878304903945246, 'top_action_concentration': 0.7415209326974033, 'trial_number': 3}]",5.0,0.48996663320824135,0.501280692457163,pairwise_logistic,0,COMPLETE,0.0011166456065623246,3,0.4889182755043305,0.1,4,,,,
"[{'action_diversity': 5, 'groups': 7548, 'inner_fold': 0, 'learners': 2948, 'map_at_3': 0.5813055702761585, 'model': 'pairwise_logistic', 'mrr': 0.601108461402579, 'ndcg_all': 0.5033046461441524, 'ndcg_at_1': 0.3071674615792263, 'ndcg_at_3': 0.48964479419728035, 'outer_fold': 0, 'parameters': {'C': 1.0, 'n_jobs': 4}, 'precision_at_1': 0.5041070482246953, 'precision_at_3': 0.47738915385974207, 'recall_at_3': 0.6842187776011306, 'status': 'COMPLETE', 'top1_relevance': -0.019859689689672146, 'top_action_concentration': 0.6914414414414415, 'trial_number': 4}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 1, 'learners': 2947, 'map_at_3': 0.5860676853323912, 'model': 'pairwise_logistic', 'mrr': 0.6040452216922806, 'ndcg_all': 0.5034583718445274, 'ndcg_at_1': 0.29606076664900194, 'ndcg_at_3': 0.48948117037390715, 'outer_fold': 0, 'parameters': {'C': 1.0, 'n_jobs': 4}, 'precision_at_1': 0.49761526232114467, 'precision_at_3': 0.4881646352234587, 'recall_at_3': 0.6938305953011835, 'status': 'COMPLETE', 'top1_relevance': -0.02319526509426197, 'top_action_concentration': 0.7219130895601484, 'trial_number': 4}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 2, 'learners': 2947, 'map_at_3': 0.5910837307896132, 'model': 'pairwise_logistic', 'mrr': 0.6039127362656775, 'ndcg_all': 0.5034951164837265, 'ndcg_at_1': 0.2996378731672849, 'ndcg_at_3': 0.49247686392354767, 'outer_fold': 0, 'parameters': {'C': 1.0, 'n_jobs': 4}, 'precision_at_1': 0.5043720190779014, 'precision_at_3': 0.4890920332096803, 'recall_at_3': 0.6935302950008833, 'status': 'COMPLETE', 'top1_relevance': -0.006830273567089956, 'top_action_concentration': 0.7367514573396926, 'trial_number': 4}]",5.0,0.4905342761649117,0.5020314432079137,pairwise_logistic,0,COMPLETE,0.0013752402429867755,4,0.48948117037390715,1.0,4,,,,
"[{'action_diversity': 5, 'groups': 7548, 'inner_fold': 0, 'learners': 2948, 'map_at_3': 0.5816551845963611, 'model': 'pairwise_logistic', 'mrr': 0.6016384031089914, 'ndcg_all': 0.5037243760316995, 'ndcg_at_1': 0.30818318318318316, 'ndcg_at_3': 0.4900382957658484, 'outer_fold': 0, 'parameters': {'C': 10.0, 'n_jobs': 4}, 'precision_at_1': 0.5050344462109168, 'precision_at_3': 0.47725666843313896, 'recall_at_3': 0.6840421303656598, 'status': 'COMPLETE', 'top1_relevance': -0.019189814309799682, 'top_action_concentration': 0.6893216746157923, 'trial_number': 5}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 1, 'learners': 2947, 'map_at_3': 0.5864209798033327, 'model': 'pairwise_logistic', 'mrr': 0.6043322734499205, 'ndcg_all': 0.503760454195877, 'ndcg_at_1': 0.29687776011305417, 'ndcg_at_3': 0.4898665250401392, 'outer_fold': 0, 'parameters': {'C': 10.0, 'n_jobs': 4}, 'precision_at_1': 0.4980127186009539, 'precision_at_3': 0.48829712065006187, 'recall_at_3': 0.6939630807277866, 'status': 'COMPLETE', 'top1_relevance': -0.023769150326374524, 'top_action_concentration': 0.7213831478537361, 'trial_number': 5}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 2, 'learners': 2947, 'map_at_3': 0.5913781428487311, 'model': 'pairwise_logistic', 'mrr': 0.6042439498321851, 'ndcg_all': 0.5038475266928634, 'ndcg_at_1': 0.3010068892421834, 'ndcg_at_3': 0.4928571047168652, 'outer_fold': 0, 'parameters': {'C': 10.0, 'n_jobs': 4}, 'precision_at_1': 0.5051669316375199, 'precision_at_3': 0.4890920332096803, 'recall_at_3': 0.6935302950008833, 'status': 'COMPLETE', 'top1_relevance': -0.005563207029350954, 'top_action_concentration': 0.7327768945416004, 'trial_number': 5}]",5.0,0.4909206418409509,0.5027380321497968,pairwise_logistic,0,COMPLETE,0.0013710805101326243,5,0.4898665250401392,10.0,4,,,,
"[{'action_diversity': 5, 'groups': 7548, 'inner_fold': 0, 'learners': 2948, 'map_at_3': 0.6186775010304422, 'model': 'lambdamart', 'mrr': 0.6286212683271506, 'ndcg_all': 0.5433317022805988, 'ndcg_at_1': 0.4073926868044515, 'ndcg_at_3': 0.5360581708218521, 'outer_fold': 0, 'parameters': {'learning_rate': 0.03, 'n_estimators': 100, 'n_jobs': 4, 'num_leaves': 7}, 'precision_at_1': 0.5560413354531002, 'precision_at_3': 0.48405758699876344, 'recall_at_3': 0.6917483660130719, 'status': 'COMPLETE', 'top1_relevance': 0.05021283609934885, 'top_action_concentration': 0.6147323794382618, 'trial_number': 6}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 1, 'learners': 2947, 'map_at_3': 0.6283452570217276, 'model': 'lambdamart', 'mrr': 0.6371886592474828, 'ndcg_all': 0.5456599268348038, 'ndcg_at_1': 0.40463257375022077, 'ndcg_at_3': 0.5390390230528955, 'outer_fold': 0, 'parameters': {'learning_rate': 0.03, 'n_estimators': 100, 'n_jobs': 4, 'num_leaves': 7}, 'precision_at_1': 0.5625331213566508, 'precision_at_3': 0.49646705529058466, 'recall_at_3': 0.7040761349584879, 'status': 'COMPLETE', 'top1_relevance': 0.0478720349424039, 'top_action_concentration': 0.5137784843667197, 'trial_number': 6}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 2, 'learners': 2947, 'map_at_3': 0.6296737914384972, 'model': 'lambdamart', 'mrr': 0.6379173290937997, 'ndcg_all': 0.5485477272225561, 'ndcg_at_1': 0.41264794205970673, 'ndcg_at_3': 0.542896085718583, 'outer_fold': 0, 'parameters': {'learning_rate': 0.03, 'n_estimators': 100, 'n_jobs': 4, 'num_leaves': 7}, 'precision_at_1': 0.5679650238473768, 'precision_at_3': 0.4938615085673909, 'recall_at_3': 0.6996798268857093, 'status': 'COMPLETE', 'top1_relevance': 0.06337225642348664, 'top_action_concentration': 0.573794382617912, 'trial_number': 6}]",5.0,0.539331093197777,0.5621798268857093,lambdamart,0,COMPLETE,0.002799196165673508,6,0.5360581708218521,,4,0.03,100.0,7.0,
"[{'action_diversity': 5, 'groups': 7548, 'inner_fold': 0, 'learners': 2948, 'map_at_3': 0.6259899605487841, 'model': 'lambdamart', 'mrr': 0.636283342165695, 'ndcg_all': 0.5486347217082245, 'ndcg_at_1': 0.4223193782017311, 'ndcg_at_3': 0.5419218588864602, 'outer_fold': 0, 'parameters': {'learning_rate': 0.03, 'n_estimators': 100, 'n_jobs': 4, 'num_leaves': 15}, 'precision_at_1': 0.5710121886592475, 'precision_at_3': 0.4851616322204558, 'recall_at_3': 0.6934044338456103, 'status': 'COMPLETE', 'top1_relevance': 0.06854875354246441, 'top_action_concentration': 0.5759141494435612, 'trial_number': 7}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 1, 'learners': 2947, 'map_at_3': 0.6403425484307839, 'model': 'lambdamart', 'mrr': 0.6486928104575164, 'ndcg_all': 0.5537866250464692, 'ndcg_at_1': 0.42611729376435253, 'ndcg_at_3': 0.5481882352442512, 'outer_fold': 0, 'parameters': {'learning_rate': 0.03, 'n_estimators': 100, 'n_jobs': 4, 'num_leaves': 15}, 'precision_at_1': 0.5850556438791733, 'precision_at_3': 0.49765942413001235, 'recall_at_3': 0.7057101218865924, 'status': 'COMPLETE', 'top1_relevance': 0.05976933980009623, 'top_action_concentration': 0.5376258611552729, 'trial_number': 7}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 2, 'learners': 2947, 'map_at_3': 0.6334753871518578, 'model': 'lambdamart', 'mrr': 0.6420243773184949, 'ndcg_all': 0.5518994350482719, 'ndcg_at_1': 0.42214273096626037, 'ndcg_at_3': 0.5462756967855107, 'outer_fold': 0, 'parameters': {'learning_rate': 0.03, 'n_estimators': 100, 'n_jobs': 4, 'num_leaves': 15}, 'precision_at_1': 0.575649178590355, 'precision_at_3': 0.49386150856739086, 'recall_at_3': 0.6997571100512276, 'status': 'COMPLETE', 'top1_relevance': 0.07517471467386329, 'top_action_concentration': 0.5507419183889772, 'trial_number': 7}]",5.0,0.5454619303054073,0.5772390037095919,lambdamart,0,COMPLETE,0.002622153069200379,7,0.5419218588864602,,4,0.03,100.0,15.0,
"[{'action_diversity': 5, 'groups': 7548, 'inner_fold': 0, 'learners': 2948, 'map_at_3': 0.6236273037743626, 'model': 'lambdamart', 'mrr': 0.6340310899134429, 'ndcg_all': 0.5465410636752293, 'ndcg_at_1': 0.4160042395336513, 'ndcg_at_3': 0.5395622430273465, 'outer_fold': 0, 'parameters': {'learning_rate': 0.03, 'n_estimators': 250, 'n_jobs': 4, 'num_leaves': 7}, 'precision_at_1': 0.566507684154743, 'precision_at_3': 0.48436671966083733, 'recall_at_3': 0.6923114290761351, 'status': 'COMPLETE', 'top1_relevance': 0.05397879680424892, 'top_action_concentration': 0.5918124006359301, 'trial_number': 8}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 1, 'learners': 2947, 'map_at_3': 0.6346861567449803, 'model': 'lambdamart', 'mrr': 0.6428855325914149, 'ndcg_all': 0.5503503049009172, 'ndcg_at_1': 0.41724077018194666, 'ndcg_at_3': 0.5443192201586128, 'outer_fold': 0, 'parameters': {'learning_rate': 0.03, 'n_estimators': 250, 'n_jobs': 4, 'num_leaves': 7}, 'precision_at_1': 0.5733969263381028, 'precision_at_3': 0.4972619678502031, 'recall_at_3': 0.7052133015368309, 'status': 'COMPLETE', 'top1_relevance': 0.05740867103178845, 'top_action_concentration': 0.5246422893481717, 'trial_number': 8}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 2, 'learners': 2947, 'map_at_3': 0.6341083730789613, 'model': 'lambdamart', 'mrr': 0.6429959371135842, 'ndcg_all': 0.5523700619042439, 'ndcg_at_1': 0.42362215156332805, 'ndcg_at_3': 0.5465867829580837, 'outer_fold': 0, 'parameters': {'learning_rate': 0.03, 'n_estimators': 250, 'n_jobs': 4, 'num_leaves': 7}, 'precision_at_1': 0.5777689454160042, 'precision_at_3': 0.4938173467585232, 'recall_at_3': 0.6993375728669847, 'status': 'COMPLETE', 'top1_relevance': 0.07372063689025049, 'top_action_concentration': 0.5751192368839427, 'trial_number': 8}]",5.0,0.5434894153813477,0.5725578519696166,lambdamart,0,COMPLETE,0.0029271684026159236,8,0.5395622430273465,,4,0.03,250.0,7.0,
"[{'action_diversity': 5, 'groups': 7548, 'inner_fold': 0, 'learners': 2948, 'map_at_3': 0.6295302655596773, 'model': 'lambdamart', 'mrr': 0.6397942059706765, 'ndcg_all': 0.5512118732670177, 'ndcg_at_1': 0.4283695460166048, 'ndcg_at_3': 0.5446640760247029, 'outer_fold': 0, 'parameters': {'learning_rate': 0.03, 'n_estimators': 250, 'n_jobs': 4, 'num_leaves': 15}, 'precision_at_1': 0.5769740328563858, 'precision_at_3': 0.48524995583819114, 'recall_at_3': 0.6935700406288642, 'status': 'COMPLETE', 'top1_relevance': 0.07380895855796435, 'top_action_concentration': 0.5495495495495496, 'trial_number': 9}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 1, 'learners': 2947, 'map_at_3': 0.6440779014308426, 'model': 'lambdamart', 'mrr': 0.652888182299947, 'ndcg_all': 0.5574212492100497, 'ndcg_at_1': 0.43545751633986923, 'ndcg_at_3': 0.5517421582992234, 'outer_fold': 0, 'parameters': {'learning_rate': 0.03, 'n_estimators': 250, 'n_jobs': 4, 'num_leaves': 15}, 'precision_at_1': 0.5926073131955485, 'precision_at_3': 0.49770358593888003, 'recall_at_3': 0.7056328387210741, 'status': 'COMPLETE', 'top1_relevance': 0.06694739636164278, 'top_action_concentration': 0.5219925808161102, 'trial_number': 9}, {'action_diversity': 5, 'groups': 7548, 'inner_fold': 2, 'learners': 2947, 'map_at_3': 0.6415717187776011, 'model': 'lambdamart', 'mrr': 0.6501943119590178, 'ndcg_all': 0.5575929670357452, 'ndcg_at_1': 0.43680445151033387, 'ndcg_at_3': 0.552381216400299, 'outer_fold': 0, 'parameters': {'learning_rate': 0.03, 'n_estimators': 250, 'n_jobs': 4, 'num_leaves': 15}, 'precision_at_1': 0.5914149443561209, 'precision_at_3': 0.49417064122946475, 'recall_at_3': 0.7001104045221691, 'status': 'COMPLETE', 'top1_relevance': 0.0882203200026432, 'top_action_concentration': 0.5352411234764176, 'trial_number': 9}]",5.0,0.5495958169080751,0.5869987634693516,lambdamart,0,COMPLETE,0.003497013003472262,9,0.5446640760247029,,4,0.03,250.0,15.0,
