inner_folds,mean_action_diversity,mean_ndcg_at_3,mean_precision_at_1,model,outer_fold,status,std_ndcg_at_3,trial_number,worst_ndcg_at_3,parameters.C,parameters.n_jobs,parameters.learning_rate,parameters.n_estimators,parameters.num_leaves,parameters.max_depth
"[{'action_diversity': 5, 'groups': 7542, 'inner_fold': 0, 'learners': 2949, 'map_at_3': 0.601428297828457, 'model': 'interaction_logistic', 'mrr': 0.6105365508706797, 'ndcg_all': 0.5422256061042686, 'ndcg_at_1': 0.37403871652081677, 'ndcg_at_3': 0.5340040815694183, 'outer_fold': 1, 'parameters': {'C': 0.1, 'n_jobs': 4}, 'precision_at_1': 0.5115354017501988, 'precision_at_3': 0.48842040130822945, 'recall_at_3': 0.7024706090338548, 'status': 'COMPLETE', 'top1_relevance': 0.02315014088447375, 'top_action_concentration': 0.4469636701140281, 'trial_number': 0}, {'action_diversity': 5, 'groups': 7555, 'inner_fold': 1, 'learners': 2949, 'map_at_3': 0.5940730936098242, 'model': 'interaction_logistic', 'mrr': 0.6046106331347892, 'ndcg_all': 0.5273860787783814, 'ndcg_at_1': 0.3607985881314803, 'ndcg_at_3': 0.5191497442211394, 'outer_fold': 1, 'parameters': {'C': 0.1, 'n_jobs': 4}, 'precision_at_1': 0.5066843150231635, 'precision_at_3': 0.48998455768806526, 'recall_at_3': 0.6959849988969776, 'status': 'COMPLETE', 'top1_relevance': 0.014783202320827813, 'top_action_concentration': 0.45651886168100597, 'trial_number': 0}, {'action_diversity': 5, 'groups': 7554, 'inner_fold': 2, 'learners': 2949, 'map_at_3': 0.6022931191715942, 'model': 'interaction_logistic', 'mrr': 0.6140234754214102, 'ndcg_all': 0.5373697355795843, 'ndcg_at_1': 0.36439855264319126, 'ndcg_at_3': 0.5286963529384423, 'outer_fold': 1, 'parameters': {'C': 0.1, 'n_jobs': 4}, 'precision_at_1': 0.511119936457506, 'precision_at_3': 0.4960506574883064, 'recall_at_3': 0.7114354425911217, 'status': 'COMPLETE', 'top1_relevance': 0.021767083367178596, 'top_action_concentration': 0.4686258935663225, 'trial_number': 0}]",5.0,0.5272833929096666,0.5097798844102894,interaction_logistic,1,COMPLETE,0.006146010985254672,0,0.5191497442211394,0.1,4,,,,
"[{'action_diversity': 5, 'groups': 7542, 'inner_fold': 0, 'learners': 2949, 'map_at_3': 0.6004522820354163, 'model': 'interaction_logistic', 'mrr': 0.610381861575179, 'ndcg_all': 0.5416606335849766, 'ndcg_at_1': 0.37344205780959955, 'ndcg_at_3': 0.5331839159970186, 'outer_fold': 1, 'parameters': {'C': 1.0, 'n_jobs': 4}, 'precision_at_1': 0.5116679925749138, 'precision_at_3': 0.4877132502430832, 'recall_at_3': 0.7014982763192786, 'status': 'COMPLETE', 'top1_relevance': 0.02460133367229459, 'top_action_concentration': 0.4420578095995757, 'trial_number': 1}, {'action_diversity': 5, 'groups': 7555, 'inner_fold': 1, 'learners': 2949, 'map_at_3': 0.5937679241120671, 'model': 'interaction_logistic', 'mrr': 0.6046988749172734, 'ndcg_all': 0.5279497016668652, 'ndcg_at_1': 0.3621001544231194, 'ndcg_at_3': 0.5197399518231871, 'outer_fold': 1, 'parameters': {'C': 1.0, 'n_jobs': 4}, 'precision_at_1': 0.5062872270019855, 'precision_at_3': 0.4898521950143393, 'recall_at_3': 0.6956761526582838, 'status': 'COMPLETE', 'top1_relevance': 0.017518411967332597, 'top_action_concentration': 0.45334215751158174, 'trial_number': 1}, {'action_diversity': 5, 'groups': 7554, 'inner_fold': 2, 'learners': 2949, 'map_at_3': 0.6025909746124203, 'model': 'interaction_logistic', 'mrr': 0.6138690318595005, 'ndcg_all': 0.5378393729816395, 'ndcg_at_1': 0.36503839025681756, 'ndcg_at_3': 0.5290906571380202, 'outer_fold': 1, 'parameters': {'C': 1.0, 'n_jobs': 4}, 'precision_at_1': 0.5107227958697379, 'precision_at_3': 0.4957858970964611, 'recall_at_3': 0.710905921807431, 'status': 'COMPLETE', 'top1_relevance': 0.017801225525169675, 'top_action_concentration': 0.46372782631718296, 'trial_number': 1}]",5.0,0.5273381749860753,0.5095593384822124,interaction_logistic,1,COMPLETE,0.005626629449707906,1,0.5197399518231871,1.0,4,,,,
"[{'action_diversity': 5, 'groups': 7542, 'inner_fold': 0, 'learners': 2949, 'map_at_3': 0.6006438021155605, 'model': 'interaction_logistic', 'mrr': 0.6104039600459648, 'ndcg_all': 0.5412960288885615, 'ndcg_at_1': 0.37213824803323614, 'ndcg_at_3': 0.5331699885156495, 'outer_fold': 1, 'parameters': {'C': 10.0, 'n_jobs': 4}, 'precision_at_1': 0.5112702201007691, 'precision_at_3': 0.4880668257756563, 'recall_at_3': 0.7022938212675682, 'status': 'COMPLETE', 'top1_relevance': 0.023765514681745238, 'top_action_concentration': 0.44311853619729513, 'trial_number': 2}, {'action_diversity': 5, 'groups': 7555, 'inner_fold': 1, 'learners': 2949, 'map_at_3': 0.5941061842782558, 'model': 'interaction_logistic', 'mrr': 0.6054709905140083, 'ndcg_all': 0.5278374334120143, 'ndcg_at_1': 0.36146040150011033, 'ndcg_at_3': 0.5196449539649312, 'outer_fold': 1, 'parameters': {'C': 10.0, 'n_jobs': 4}, 'precision_at_1': 0.5072137657180675, 'precision_at_3': 0.4897198323406132, 'recall_at_3': 0.6956871828810942, 'status': 'COMPLETE', 'top1_relevance': 0.01272306509553563, 'top_action_concentration': 0.4471211118464593, 'trial_number': 2}, {'action_diversity': 5, 'groups': 7554, 'inner_fold': 2, 'learners': 2949, 'map_at_3': 0.6039110993439826, 'model': 'interaction_logistic', 'mrr': 0.6156120377724825, 'ndcg_all': 0.5398995812756923, 'ndcg_at_1': 0.3704439149236608, 'ndcg_at_3': 0.5312917936458312, 'outer_fold': 1, 'parameters': {'C': 10.0, 'n_jobs': 4}, 'precision_at_1': 0.5137675403759597, 'precision_at_3': 0.4954328832406672, 'recall_at_3': 0.7107956049774954, 'status': 'COMPLETE', 'top1_relevance': 0.02435324911045675, 'top_action_concentration': 0.4617421233783426, 'trial_number': 2}]",5.0,0.5280355787088039,0.5107505087315988,interaction_logistic,1,COMPLETE,0.005982409864852159,2,0.5196449539649312,10.0,4,,,,
"[{'action_diversity': 4, 'groups': 7542, 'inner_fold': 0, 'learners': 2949, 'map_at_3': 0.5926478387695572, 'model': 'pairwise_logistic', 'mrr': 0.6053655087067974, 'ndcg_all': 0.515180164345424, 'ndcg_at_1': 0.30820737204985416, 'ndcg_at_3': 0.5038401521617919, 'outer_fold': 1, 'parameters': {'C': 0.1, 'n_jobs': 4}, 'precision_at_1': 0.5021214531954389, 'precision_at_3': 0.48771325024308315, 'recall_at_3': 0.7010342084327765, 'status': 'COMPLETE', 'top1_relevance': -0.023885501747557283, 'top_action_concentration': 0.677539114293291, 'trial_number': 3}, {'action_diversity': 5, 'groups': 7555, 'inner_fold': 1, 'learners': 2949, 'map_at_3': 0.5974630487535848, 'model': 'pairwise_logistic', 'mrr': 0.6100595632031767, 'ndcg_all': 0.5133139266659679, 'ndcg_at_1': 0.3218177807191705, 'ndcg_at_3': 0.5015331911980796, 'outer_fold': 1, 'parameters': {'C': 0.1, 'n_jobs': 4}, 'precision_at_1': 0.5160820648577101, 'precision_at_3': 0.4887050518420472, 'recall_at_3': 0.6941760423560556, 'status': 'COMPLETE', 'top1_relevance': 0.003891073949763341, 'top_action_concentration': 0.685373924553276, 'trial_number': 3}, {'action_diversity': 4, 'groups': 7554, 'inner_fold': 2, 'learners': 2949, 'map_at_3': 0.605628364663313, 'model': 'pairwise_logistic', 'mrr': 0.6176859941752714, 'ndcg_all': 0.5207578924217792, 'ndcg_at_1': 0.3179772306063013, 'ndcg_at_3': 0.5084700114239358, 'outer_fold': 1, 'parameters': {'C': 0.1, 'n_jobs': 4}, 'precision_at_1': 0.515356102727032, 'precision_at_3': 0.4953005030447445, 'recall_at_3': 0.7111265554673022, 'status': 'COMPLETE', 'top1_relevance': -0.0011629061846793538, 'top_action_concentration': 0.7361662695260789, 'trial_number': 3}]",4.333333333333333,0.5046144515946024,0.5111865402600603,pairwise_logistic,1,COMPLETE,0.0028843859450727537,3,0.5015331911980796,0.1,4,,,,
"[{'action_diversity': 5, 'groups': 7542, 'inner_fold': 0, 'learners': 2949, 'map_at_3': 0.5934728483455611, 'model': 'pairwise_logistic', 'mrr': 0.6059842658888006, 'ndcg_all': 0.5154076863133926, 'ndcg_at_1': 0.30827366746221163, 'ndcg_at_3': 0.5047390740622905, 'outer_fold': 1, 'parameters': {'C': 1.0, 'n_jobs': 4}, 'precision_at_1': 0.5027844073190135, 'precision_at_3': 0.48819941660037125, 'recall_at_3': 0.7021833289136392, 'status': 'COMPLETE', 'top1_relevance': -0.026860661983018546, 'top_action_concentration': 0.6770087509944311, 'trial_number': 4}, {'action_diversity': 4, 'groups': 7555, 'inner_fold': 1, 'learners': 2949, 'map_at_3': 0.596176189425693, 'model': 'pairwise_logistic', 'mrr': 0.6090227222589896, 'ndcg_all': 0.512697630741947, 'ndcg_at_1': 0.3205603353187735, 'ndcg_at_3': 0.5006139277284133, 'outer_fold': 1, 'parameters': {'C': 1.0, 'n_jobs': 4}, 'precision_at_1': 0.514361350099272, 'precision_at_3': 0.4883962056033532, 'recall_at_3': 0.6934480476505626, 'status': 'COMPLETE', 'top1_relevance': 0.003163045714315642, 'top_action_concentration': 0.6843150231634679, 'trial_number': 4}, {'action_diversity': 4, 'groups': 7554, 'inner_fold': 2, 'learners': 2949, 'map_at_3': 0.605705586444268, 'model': 'pairwise_logistic', 'mrr': 0.6176859941752714, 'ndcg_all': 0.5208481996433567, 'ndcg_at_1': 0.3182199276321595, 'ndcg_at_3': 0.508670940990666, 'outer_fold': 1, 'parameters': {'C': 1.0, 'n_jobs': 4}, 'precision_at_1': 0.514958962139264, 'precision_at_3': 0.4954328832406672, 'recall_at_3': 0.7115678227870444, 'status': 'COMPLETE', 'top1_relevance': -0.0014646720969180489, 'top_action_concentration': 0.7300767805136351, 'trial_number': 4}]",4.333333333333333,0.5046746475937899,0.5107015731858499,pairwise_logistic,1,COMPLETE,0.003289577354252027,4,0.5006139277284133,1.0,4,,,,
"[{'action_diversity': 5, 'groups': 7542, 'inner_fold': 0, 'learners': 2949, 'map_at_3': 0.593325525206989, 'model': 'pairwise_logistic', 'mrr': 0.6058074781225139, 'ndcg_all': 0.515284941671965, 'ndcg_at_1': 0.307853796517281, 'ndcg_at_3': 0.5046340869804201, 'outer_fold': 1, 'parameters': {'C': 10.0, 'n_jobs': 4}, 'precision_at_1': 0.5023866348448688, 'precision_at_3': 0.48819941660037125, 'recall_at_3': 0.7021833289136392, 'status': 'COMPLETE', 'top1_relevance': -0.026271999209885606, 'top_action_concentration': 0.6758154335719968, 'trial_number': 5}, {'action_diversity': 4, 'groups': 7555, 'inner_fold': 1, 'learners': 2949, 'map_at_3': 0.5957717479226414, 'model': 'pairwise_logistic', 'mrr': 0.6086035737921907, 'ndcg_all': 0.5124260594698218, 'ndcg_at_1': 0.32009706596073245, 'ndcg_at_3': 0.500374241980074, 'outer_fold': 1, 'parameters': {'C': 10.0, 'n_jobs': 4}, 'precision_at_1': 0.513699536730642, 'precision_at_3': 0.4884403264945952, 'recall_at_3': 0.6934921685418045, 'status': 'COMPLETE', 'top1_relevance': 0.0035917243178742076, 'top_action_concentration': 0.6827266710787558, 'trial_number': 5}, {'action_diversity': 4, 'groups': 7554, 'inner_fold': 2, 'learners': 2949, 'map_at_3': 0.6053268319948224, 'model': 'pairwise_logistic', 'mrr': 0.6172226634895419, 'ndcg_all': 0.5207881207531222, 'ndcg_at_1': 0.3181316741682111, 'ndcg_at_3': 0.5086856587512586, 'outer_fold': 1, 'parameters': {'C': 10.0, 'n_jobs': 4}, 'precision_at_1': 0.5140323007678052, 'precision_at_3': 0.49547700997264144, 'recall_at_3': 0.7117002029829671, 'status': 'COMPLETE', 'top1_relevance': -0.0012019758849166646, 'top_action_concentration': 0.7270320360074133, 'trial_number': 5}]",4.333333333333333,0.5045646625705843,0.5100394907811053,pairwise_logistic,1,COMPLETE,0.0033934767812764033,5,0.500374241980074,10.0,4,,,,
"[{'action_diversity': 5, 'groups': 7542, 'inner_fold': 0, 'learners': 2949, 'map_at_3': 0.6376034945048469, 'model': 'lambdamart', 'mrr': 0.6478829664987183, 'ndcg_all': 0.5652068333740459, 'ndcg_at_1': 0.4346106249447538, 'ndcg_at_3': 0.5580504835787127, 'outer_fold': 1, 'parameters': {'learning_rate': 0.03, 'n_estimators': 100, 'n_jobs': 4, 'num_leaves': 7}, 'precision_at_1': 0.581278175550252, 'precision_at_3': 0.48974630955537873, 'recall_at_3': 0.7051113762927607, 'status': 'COMPLETE', 'top1_relevance': 0.05587582685895828, 'top_action_concentration': 0.5401750198886237, 'trial_number': 6}, {'action_diversity': 5, 'groups': 7555, 'inner_fold': 1, 'learners': 2949, 'map_at_3': 0.6358996985072433, 'model': 'lambdamart', 'mrr': 0.6454445179792632, 'ndcg_all': 0.5530781193481183, 'ndcg_at_1': 0.42543569380101476, 'ndcg_at_3': 0.546471221488216, 'outer_fold': 1, 'parameters': {'learning_rate': 0.03, 'n_estimators': 100, 'n_jobs': 4, 'num_leaves': 7}, 'precision_at_1': 0.5834546657842489, 'precision_at_3': 0.49249944848885946, 'recall_at_3': 0.6987756452680344, 'status': 'COMPLETE', 'top1_relevance': 0.042099031856646214, 'top_action_concentration': 0.5620119126406353, 'trial_number': 6}, {'action_diversity': 5, 'groups': 7554, 'inner_fold': 2, 'learners': 2949, 'map_at_3': 0.6349505780601887, 'model': 'lambdamart', 'mrr': 0.6451769481952166, 'ndcg_all': 0.5585057004515076, 'ndcg_at_1': 0.41562968846527226, 'ndcg_at_3': 0.5516600047389115, 'outer_fold': 1, 'parameters': {'learning_rate': 0.03, 'n_estimators': 100, 'n_jobs': 4, 'num_leaves': 7}, 'precision_at_1': 0.5687053216838761, 'precision_at_3': 0.49715382578766215, 'recall_at_3': 0.7138072544347366, 'status': 'COMPLETE', 'top1_relevance': 0.04692037121830797, 'top_action_concentration': 0.560630129732592, 'trial_number': 6}]",5.0,0.5520605699352801,0.5778127210061257,lambdamart,1,COMPLETE,0.004735691923926183,6,0.546471221488216,,4,0.03,100.0,7.0,
"[{'action_diversity': 5, 'groups': 7542, 'inner_fold': 0, 'learners': 2949, 'map_at_3': 0.6457762456171366, 'model': 'lambdamart', 'mrr': 0.6562582869265446, 'ndcg_all': 0.5710115126359199, 'ndcg_at_1': 0.4505215239105454, 'ndcg_at_3': 0.5648954717063864, 'outer_fold': 1, 'parameters': {'learning_rate': 0.03, 'n_estimators': 100, 'n_jobs': 4, 'num_leaves': 15}, 'precision_at_1': 0.596260938743039, 'precision_at_3': 0.4909838239193848, 'recall_at_3': 0.707033943251127, 'status': 'COMPLETE', 'top1_relevance': 0.08069933914947802, 'top_action_concentration': 0.5281092548395651, 'trial_number': 7}, {'action_diversity': 5, 'groups': 7555, 'inner_fold': 1, 'learners': 2949, 'map_at_3': 0.6392014118685196, 'model': 'lambdamart', 'mrr': 0.6489300683873813, 'ndcg_all': 0.5549330082698141, 'ndcg_at_1': 0.429230090447827, 'ndcg_at_3': 0.5489059114403414, 'outer_fold': 1, 'parameters': {'learning_rate': 0.03, 'n_estimators': 100, 'n_jobs': 4, 'num_leaves': 15}, 'precision_at_1': 0.5886168100595632, 'precision_at_3': 0.49302889918376347, 'recall_at_3': 0.7002316346790205, 'status': 'COMPLETE', 'top1_relevance': 0.04356227002104075, 'top_action_concentration': 0.5377895433487756, 'trial_number': 7}, {'action_diversity': 5, 'groups': 7554, 'inner_fold': 2, 'learners': 2949, 'map_at_3': 0.6433052393139763, 'model': 'lambdamart', 'mrr': 0.6544656252757921, 'ndcg_all': 0.5657968645723275, 'ndcg_at_1': 0.4355749713176242, 'ndcg_at_3': 0.5587038048261397, 'outer_fold': 1, 'parameters': {'learning_rate': 0.03, 'n_estimators': 100, 'n_jobs': 4, 'num_leaves': 15}, 'precision_at_1': 0.5864442679375166, 'precision_at_3': 0.4972420792516106, 'recall_at_3': 0.7134432088959493, 'status': 'COMPLETE', 'top1_relevance': 0.07539519333769554, 'top_action_concentration': 0.5440826052422557, 'trial_number': 7}]",5.0,0.5575017293242891,0.5904406722467063,lambdamart,1,COMPLETE,0.006582818469798652,7,0.5489059114403414,,4,0.03,100.0,15.0,
"[{'action_diversity': 5, 'groups': 7542, 'inner_fold': 0, 'learners': 2949, 'map_at_3': 0.6485201390730427, 'model': 'lambdamart', 'mrr': 0.657959869177053, 'ndcg_all': 0.5720683425324907, 'ndcg_at_1': 0.452178909219482, 'ndcg_at_3': 0.5661012472424106, 'outer_fold': 1, 'parameters': {'learning_rate': 0.03, 'n_estimators': 250, 'n_jobs': 4, 'num_leaves': 7}, 'precision_at_1': 0.5994431185361973, 'precision_at_3': 0.491204808627243, 'recall_at_3': 0.7073654203129143, 'status': 'COMPLETE', 'top1_relevance': 0.07605556847059185, 'top_action_concentration': 0.5307610713338637, 'trial_number': 8}, {'action_diversity': 5, 'groups': 7555, 'inner_fold': 1, 'learners': 2949, 'map_at_3': 0.6384329730127215, 'model': 'lambdamart', 'mrr': 0.6481800132362674, 'ndcg_all': 0.5562301800426326, 'ndcg_at_1': 0.4330024266490183, 'ndcg_at_3': 0.5497607360594001, 'outer_fold': 1, 'parameters': {'learning_rate': 0.03, 'n_estimators': 250, 'n_jobs': 4, 'num_leaves': 7}, 'precision_at_1': 0.5883520847121112, 'precision_at_3': 0.4923670858151335, 'recall_at_3': 0.698874917273329, 'status': 'COMPLETE', 'top1_relevance': 0.05594361914243809, 'top_action_concentration': 0.557379219060225, 'trial_number': 8}, {'action_diversity': 5, 'groups': 7554, 'inner_fold': 2, 'learners': 2949, 'map_at_3': 0.6435001323801959, 'model': 'lambdamart', 'mrr': 0.6534507104403848, 'ndcg_all': 0.5639199162116165, 'ndcg_at_1': 0.4299267496249228, 'ndcg_at_3': 0.5576716733836528, 'outer_fold': 1, 'parameters': {'learning_rate': 0.03, 'n_estimators': 250, 'n_jobs': 4, 'num_leaves': 7}, 'precision_at_1': 0.5841938046068308, 'precision_at_3': 0.49838937428294056, 'recall_at_3': 0.7156605771776543, 'status': 'COMPLETE', 'top1_relevance': 0.05977258673384748, 'top_action_concentration': 0.5544082605242255, 'trial_number': 8}]",5.0,0.5578445522284879,0.5906630026183798,lambdamart,1,COMPLETE,0.006672105702188599,8,0.5497607360594001,,4,0.03,250.0,7.0,
"[{'action_diversity': 5, 'groups': 7542, 'inner_fold': 0, 'learners': 2949, 'map_at_3': 0.6510835616841981, 'model': 'lambdamart', 'mrr': 0.6605011933174224, 'ndcg_all': 0.5750201961642175, 'ndcg_at_1': 0.45920622292937324, 'ndcg_at_3': 0.569533229993036, 'outer_fold': 1, 'parameters': {'learning_rate': 0.03, 'n_estimators': 250, 'n_jobs': 4, 'num_leaves': 15}, 'precision_at_1': 0.6031556616282153, 'precision_at_3': 0.4915141872182445, 'recall_at_3': 0.708271457615133, 'status': 'COMPLETE', 'top1_relevance': 0.08338513710357477, 'top_action_concentration': 0.5091487669053302, 'trial_number': 9}, {'action_diversity': 5, 'groups': 7555, 'inner_fold': 1, 'learners': 2949, 'map_at_3': 0.6439738216045298, 'model': 'lambdamart', 'mrr': 0.6538495477608647, 'ndcg_all': 0.5599275894626154, 'ndcg_at_1': 0.442819324950364, 'ndcg_at_3': 0.553984207807042, 'outer_fold': 1, 'parameters': {'learning_rate': 0.03, 'n_estimators': 250, 'n_jobs': 4, 'num_leaves': 15}, 'precision_at_1': 0.5984116479152879, 'precision_at_3': 0.49311714096624754, 'recall_at_3': 0.7001875137877784, 'status': 'COMPLETE', 'top1_relevance': 0.06154068802604194, 'top_action_concentration': 0.5236267372600927, 'trial_number': 9}, {'action_diversity': 5, 'groups': 7554, 'inner_fold': 2, 'learners': 2949, 'map_at_3': 0.6542927955755596, 'model': 'lambdamart', 'mrr': 0.6645706468978908, 'ndcg_all': 0.5721622873771065, 'ndcg_at_1': 0.4515267849263083, 'ndcg_at_3': 0.5659296873222972, 'outer_fold': 1, 'parameters': {'learning_rate': 0.03, 'n_estimators': 250, 'n_jobs': 4, 'num_leaves': 15}, 'precision_at_1': 0.6051098755626159, 'precision_at_3': 0.49887476833465716, 'recall_at_3': 0.7159474009354867, 'status': 'COMPLETE', 'top1_relevance': 0.08358674861832545, 'top_action_concentration': 0.5254169976171564, 'trial_number': 9}]",5.0,0.5631490417074584,0.6022257283687064,lambdamart,1,COMPLETE,0.006645400176644731,9,0.553984207807042,,4,0.03,250.0,15.0,
