control,replicate,ndcg_at_3
NC1_LABEL_SHUFFLE_RETRAIN,10,0.5127697629336083
NC1_LABEL_SHUFFLE_RETRAIN,11,0.5113044086697203
NC1_LABEL_SHUFFLE_RETRAIN,12,0.5114725089321843
NC1_LABEL_SHUFFLE_RETRAIN,13,0.5139928921063937
NC1_LABEL_SHUFFLE_RETRAIN,14,0.5147872283863076
