control,replicate,ndcg_at_3
NC1_LABEL_SHUFFLE_RETRAIN,30,0.5134190156265228
NC1_LABEL_SHUFFLE_RETRAIN,31,0.5142284879176541
NC1_LABEL_SHUFFLE_RETRAIN,32,0.514056870525746
NC1_LABEL_SHUFFLE_RETRAIN,33,0.5132004212749423
NC1_LABEL_SHUFFLE_RETRAIN,34,0.5139265156520277
