control,replicate,ndcg_at_3
NC1_LABEL_SHUFFLE_RETRAIN,5,0.5137347054262024
NC1_LABEL_SHUFFLE_RETRAIN,6,0.51229020334557
NC1_LABEL_SHUFFLE_RETRAIN,7,0.5142727705715578
NC1_LABEL_SHUFFLE_RETRAIN,8,0.5113247254858437
NC1_LABEL_SHUFFLE_RETRAIN,9,0.5105439888847334
