control,replicate,ndcg_at_3
NC1_LABEL_SHUFFLE_RETRAIN,0,0.5136365704438575
NC1_LABEL_SHUFFLE_RETRAIN,1,0.5147844591645496
NC1_LABEL_SHUFFLE_RETRAIN,2,0.5115087637593871
NC1_LABEL_SHUFFLE_RETRAIN,3,0.5122690233209971
NC1_LABEL_SHUFFLE_RETRAIN,4,0.5132367154538409
