control,replicate,ndcg_at_3
NC1_LABEL_SHUFFLE_RETRAIN,40,0.5140469581027504
NC1_LABEL_SHUFFLE_RETRAIN,41,0.5133014900951637
NC1_LABEL_SHUFFLE_RETRAIN,42,0.5141405708662271
NC1_LABEL_SHUFFLE_RETRAIN,43,0.5146890109709791
NC1_LABEL_SHUFFLE_RETRAIN,44,0.512328754745029
