control,replicate,ndcg_at_3
NC1_LABEL_SHUFFLE_RETRAIN,25,0.5127713054280635
NC1_LABEL_SHUFFLE_RETRAIN,26,0.5145459130312342
NC1_LABEL_SHUFFLE_RETRAIN,27,0.5131503768177036
NC1_LABEL_SHUFFLE_RETRAIN,28,0.5125431647199621
NC1_LABEL_SHUFFLE_RETRAIN,29,0.5134919309697531
