control,replicate,ndcg_at_3
NC1_LABEL_SHUFFLE_RETRAIN,35,0.5134051578908605
NC1_LABEL_SHUFFLE_RETRAIN,36,0.5140510788341948
NC1_LABEL_SHUFFLE_RETRAIN,37,0.5120299734351009
NC1_LABEL_SHUFFLE_RETRAIN,38,0.5127706144158216
NC1_LABEL_SHUFFLE_RETRAIN,39,0.5116578180632019
