control,replicate,ndcg_at_3
NC1_LABEL_SHUFFLE_RETRAIN,15,0.51246923131187
NC1_LABEL_SHUFFLE_RETRAIN,16,0.5129366676373184
NC1_LABEL_SHUFFLE_RETRAIN,17,0.5134116082209662
NC1_LABEL_SHUFFLE_RETRAIN,18,0.5117658189681207
NC1_LABEL_SHUFFLE_RETRAIN,19,0.511489103063872
