accuracy,brier_score,class_report,confusion_matrix,cv_f1_macro_max,cv_f1_macro_mean,cv_f1_macro_min,cv_f1_macro_std,ece,f1_macro,fold_f1_macro,recall_macro
0.8734177215189873,0.21222215909543224,"{'0': {'f1': 0.8679245283018868, 'precision': 0.8518518518518519, 'recall': 0.8846153846153846, 'support': 104}, '1': {'f1': 0.8675496688741722, 'precision': 0.8851351351351351, 'recall': 0.8506493506493507, 'support': 154}, '2': {'f1': 0.8983050847457628, 'precision': 0.8833333333333333, 'recall': 0.9137931034482759, 'support': 58}}","[[92, 12, 0], [16, 131, 7], [0, 5, 53]]",0.919047619047619,0.8780892327767106,0.823224043715847,0.04482875094405285,0.07774420101431354,0.8779264273072739,"[0.9074850679883086, 0.823224043715847, 0.8235673930589185, 0.9171220400728597, 0.919047619047619]",0.8830192795710037
