candidate_id,outer_fold,trial_id,state,value,resolved_config,thresholds,selected_epochs,parameter_count,fit_count,fit_runtime_seconds,wall_runtime_seconds,failure_reason,prune_reason
V2-A0,2,3,COMPLETE,0.8220054204650307,"{""aggregate_hidden_1"": 64, ""aggregate_hidden_2"": 64, ""batch_size"": 128, ""dropout"": 0.10236194950353619, ""gradient_clip"": 1.0, ""learning_rate"": 0.0006424581611109066, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""fully_balanced"", ""scheduler"": ""fixed_lr"", ""weight_decay"": 1.4192540057918126e-06}","{""inner_macro_f1"": 0.8220054204650307, ""inner_operational_precision"": 0.7507514450867052, ""inner_operational_recall"": 0.8031164976502597, ""macro_threshold"": 0.5309999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3999999999999999}","[11, 5]",21697,2,20.64551499999652,25.709034999992586,,
V2-A0,2,4,COMPLETE,0.8249976566098489,"{""aggregate_hidden_1"": 128, ""aggregate_hidden_2"": 32, ""batch_size"": 256, ""dropout"": 0.20224102617144596, ""gradient_clip"": 1.0, ""learning_rate"": 0.0015167719441463944, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""fully_balanced"", ""scheduler"": ""deterministic_cosine"", ""weight_decay"": 0.0009642169758718247}","{""inner_macro_f1"": 0.8249976566098489, ""inner_operational_precision"": 0.7505183137525916, ""inner_operational_recall"": 0.8058372495671531, ""macro_threshold"": 0.5129999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3839999999999999}","[7, 7]",29985,2,13.6930510999955,18.601623499998823,,
V2-A0,2,5,COMPLETE,0.8244659334704586,"{""aggregate_hidden_1"": 96, ""aggregate_hidden_2"": 32, ""batch_size"": 128, ""dropout"": 0.3062462221567242, ""gradient_clip"": 1.0, ""learning_rate"": 0.0008567269523820522, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""none"", ""scheduler"": ""fixed_lr"", ""weight_decay"": 1.7422242427403395e-06}","{""inner_macro_f1"": 0.8244659334704586, ""inner_operational_precision"": 0.7506861848124429, ""inner_operational_recall"": 0.8117734355676478, ""macro_threshold"": 0.4439999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.30299999999999994}","[13, 10]",23713,2,25.978612899998552,30.88747060000605,,
V2-A0,2,6,COMPLETE,0.8229478934915695,"{""aggregate_hidden_1"": 64, ""aggregate_hidden_2"": 0, ""batch_size"": 128, ""dropout"": 0.31215264499111617, ""gradient_clip"": 1.0, ""learning_rate"": 0.0003857326404295885, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""none"", ""scheduler"": ""deterministic_cosine"", ""weight_decay"": 0.00025903746762737887}","{""inner_macro_f1"": 0.8229478934915695, ""inner_operational_precision"": 0.7507452419169915, ""inner_operational_recall"": 0.8097947069008162, ""macro_threshold"": 0.42799999999999994, ""operational_feasible"": true, ""operational_threshold"": 0.30199999999999994}","[12, 17]",17409,2,29.497998100006956,34.46213070000522,,
V2-A0,2,7,COMPLETE,0.8268708956097551,"{""aggregate_hidden_1"": 128, ""aggregate_hidden_2"": 0, ""batch_size"": 128, ""dropout"": 0.2070035086860853, ""gradient_clip"": 1.0, ""learning_rate"": 0.0003528678233541288, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""sqrt_balanced"", ""scheduler"": ""fixed_lr"", ""weight_decay"": 3.5888049313805686e-06}","{""inner_macro_f1"": 0.8268708956097551, ""inner_operational_precision"": 0.7504014682266575, ""inner_operational_recall"": 0.8090526836507544, ""macro_threshold"": 0.5169999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.36899999999999994}","[19, 11]",32129,2,28.65405480000481,33.75465860000986,,
V2-A0,2,8,COMPLETE,0.8236657999454109,"{""aggregate_hidden_1"": 128, ""aggregate_hidden_2"": 0, ""batch_size"": 256, ""dropout"": 0.2787814384301896, ""gradient_clip"": 1.0, ""learning_rate"": 0.00037852800132912604, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""fully_balanced"", ""scheduler"": ""deterministic_cosine"", ""weight_decay"": 1.7529992321360678e-06}","{""inner_macro_f1"": 0.8236657999454109, ""inner_operational_precision"": 0.7500575373993096, ""inner_operational_recall"": 0.8060845906505071, ""macro_threshold"": 0.6, ""operational_feasible"": true, ""operational_threshold"": 0.41899999999999993}","[17, 11]",32129,2,19.593914099998077,24.614081200008517,,
V2-A0,2,9,COMPLETE,0.8242915828027578,"{""aggregate_hidden_1"": 128, ""aggregate_hidden_2"": 0, ""batch_size"": 256, ""dropout"": 0.10152300447747808, ""gradient_clip"": 1.0, ""learning_rate"": 0.00044569116475846985, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""none"", ""scheduler"": ""fixed_lr"", ""weight_decay"": 4.514816296240819e-05}","{""inner_macro_f1"": 0.8242915828027578, ""inner_operational_precision"": 0.7501152604887045, ""inner_operational_recall"": 0.8048478852337373, ""macro_threshold"": 0.4459999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3499999999999999}","[12, 9]",32129,2,17.462008700007573,22.404552799998783,,
V2-A0,2,10,COMPLETE,0.8232941372431328,"{""aggregate_hidden_1"": 128, ""aggregate_hidden_2"": 32, ""batch_size"": 128, ""dropout"": 0.18202539352417615, ""gradient_clip"": 1.0, ""learning_rate"": 0.00022833736435713545, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""sqrt_balanced"", ""scheduler"": ""fixed_lr"", ""weight_decay"": 7.364861932332223e-06}","{""inner_macro_f1"": 0.8232941372431328, ""inner_operational_precision"": 0.7500575904169546, ""inner_operational_recall"": 0.8053425674004452, ""macro_threshold"": 0.4139999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3349999999999999}","[14, 11]",29985,2,27.288899099992705,32.2839326000103,,
V2-A0,2,11,COMPLETE,0.8232100126969348,"{""aggregate_hidden_1"": 64, ""aggregate_hidden_2"": 0, ""batch_size"": 256, ""dropout"": 0.24911460606377764, ""gradient_clip"": 1.0, ""learning_rate"": 0.000911203965310893, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""sqrt_balanced"", ""scheduler"": ""fixed_lr"", ""weight_decay"": 5.479870951142883e-06}","{""inner_macro_f1"": 0.8232100126969348, ""inner_operational_precision"": 0.7505710370031978, ""inner_operational_recall"": 0.8127627999010636, ""macro_threshold"": 0.4589999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3369999999999999}","[18, 11]",17409,2,21.049789700002293,26.089929599998868,,
V2-H2T,0,0,COMPLETE,0.8225510854863898,"{""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.10514612357395062, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 3, ""learning_rate"": 0.001866121204885133, ""lstm_hidden"": 64, ""lstm_layers"": 2, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""none"", ""scheduler"": ""deterministic_cosine"", ""static_hidden"": 32, ""weight_decay"": 0.0003142880890840109}","{""inner_macro_f1"": 0.8225510854863898, ""inner_operational_precision"": 0.7509041591320073, ""inner_operational_recall"": 0.8102439024390244, ""macro_threshold"": 0.4009999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.32299999999999995}","[5, 8]",156769,2,46.58390420000069,51.50290329998825,,
V2-H2T,0,1,COMPLETE,0.8212671496407098,"{""batch_size"": 256, ""conv_channels"": 24, ""dropout"": 0.25188621297535957, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 5, ""learning_rate"": 0.00029617890239950345, ""lstm_hidden"": 32, ""lstm_layers"": 1, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""sqrt_balanced"", ""scheduler"": ""fixed_lr"", ""static_hidden"": 32, ""weight_decay"": 1.5673095467235414e-06}","{""inner_macro_f1"": 0.8212671496407098, ""inner_operational_precision"": 0.7501135847342117, ""inner_operational_recall"": 0.8053658536585366, ""macro_threshold"": 0.4659999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3379999999999999}","[40, 32]",20425,2,54.73916310000641,60.17949069998576,,
V2-H2T,0,2,COMPLETE,0.8221421818312675,"{""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.3423961569411396, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 3, ""learning_rate"": 0.0011916886939345032, ""lstm_hidden"": 32, ""lstm_layers"": 1, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""fully_balanced"", ""scheduler"": ""fixed_lr"", ""static_hidden"": 32, ""weight_decay"": 0.0006584106160121611}","{""inner_macro_f1"": 0.8221421818312675, ""inner_operational_precision"": 0.7506768953068592, ""inner_operational_recall"": 0.8114634146341464, ""macro_threshold"": 0.5579999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3969999999999999}","[17, 15]",22113,2,50.497322399998666,55.739284499999485,,
V2-H2T,0,3,COMPLETE,0.8192472061625922,"{""batch_size"": 128, ""conv_channels"": 48, ""dropout"": 0.29306119232416433, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 3, ""learning_rate"": 0.0003160426372820777, ""lstm_hidden"": 64, ""lstm_layers"": 2, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""sqrt_balanced"", ""scheduler"": ""deterministic_cosine"", ""static_hidden"": 32, ""weight_decay"": 1.0388823104027941e-06}","{""inner_macro_f1"": 0.8192472061625922, ""inner_operational_precision"": 0.7504496402877698, ""inner_operational_recall"": 0.8141463414634146, ""macro_threshold"": 0.4639999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3509999999999999}","[10, 16]",165777,2,53.47969930000545,58.576224999997066,,
V2-H2T,0,4,COMPLETE,0.8194232584024972,"{""batch_size"": 256, ""conv_channels"": 24, ""dropout"": 0.12989856148457543, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 5, ""learning_rate"": 0.001033415052004655, ""lstm_hidden"": 48, ""lstm_layers"": 1, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""none"", ""scheduler"": ""deterministic_cosine"", ""static_hidden"": 32, ""weight_decay"": 0.00019158219548093185}","{""inner_macro_f1"": 0.8194232584024972, ""inner_operational_precision"": 0.7505084745762712, ""inner_operational_recall"": 0.81, ""macro_threshold"": 0.4479999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3329999999999999}","[13, 11]",35017,2,25.150172499998007,30.304583200006164,,
V2-H2T,0,5,COMPLETE,0.8206631314767587,"{""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.172437863228442, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 5, ""learning_rate"": 0.00028990204766509337, ""lstm_hidden"": 64, ""lstm_layers"": 1, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""sqrt_balanced"", ""scheduler"": ""fixed_lr"", ""static_hidden"": 32, ""weight_decay"": 0.0006153085601625311}","{""inner_macro_f1"": 0.8206631314767587, ""inner_operational_precision"": 0.7500565995019244, ""inner_operational_recall"": 0.8080487804878049, ""macro_threshold"": 0.5259999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.37999999999999995}","[13, 15]",58465,2,51.35430439999618,56.391001900003175,,
V2-H2T,0,6,COMPLETE,0.8207510559052191,"{""batch_size"": 256, ""conv_channels"": 32, ""dropout"": 0.20435275078719473, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 5, ""learning_rate"": 0.0003335322292029091, ""lstm_hidden"": 64, ""lstm_layers"": 2, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""fully_balanced"", ""scheduler"": ""deterministic_cosine"", ""static_hidden"": 32, ""weight_decay"": 2.288738114460097e-06}","{""inner_macro_f1"": 0.8207510559052191, ""inner_operational_precision"": 0.7500567536889898, ""inner_operational_recall"": 0.8058536585365854, ""macro_threshold"": 0.5419999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.4159999999999999}","[20, 16]",157793,2,38.93405759999587,43.82546910000383,,
V2-H2T,0,7,COMPLETE,0.8175977754545845,"{""batch_size"": 256, ""conv_channels"": 24, ""dropout"": 0.3270664714916634, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 3, ""learning_rate"": 0.0003472097293959256, ""lstm_hidden"": 48, ""lstm_layers"": 2, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""none"", ""scheduler"": ""deterministic_cosine"", ""static_hidden"": 32, ""weight_decay"": 2.720724805948669e-06}","{""inner_macro_f1"": 0.8175977754545845, ""inner_operational_precision"": 0.7511488970588235, ""inner_operational_recall"": 0.7973170731707317, ""macro_threshold"": 0.4419999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3319999999999999}","[29, 21]",90313,2,52.02853380001034,57.06617409999308,,
V2-H2T,0,8,COMPLETE,0.8160740178789857,"{""batch_size"": 256, ""conv_channels"": 48, ""dropout"": 0.2693910904605706, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 3, ""learning_rate"": 0.00020778673769157884, ""lstm_hidden"": 32, ""lstm_layers"": 2, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""sqrt_balanced"", ""scheduler"": ""deterministic_cosine"", ""static_hidden"": 32, ""weight_decay"": 3.4377886617795816e-05}","{""inner_macro_f1"": 0.8160740178789857, ""inner_operational_precision"": 0.7507466115322766, ""inner_operational_recall"": 0.7970731707317074, ""macro_threshold"": 0.4809999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.36299999999999993}","[31, 29]",52113,2,57.471970300000976,62.33532159999595,,
V2-H2T,0,9,COMPLETE,0.8218479729129903,"{""batch_size"": 128, ""conv_channels"": 48, ""dropout"": 0.12327569195147481, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 3, ""learning_rate"": 0.0015785042430337096, ""lstm_hidden"": 48, ""lstm_layers"": 1, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""none"", ""scheduler"": ""deterministic_cosine"", ""static_hidden"": 32, ""weight_decay"": 0.0005026366723161421}","{""inner_macro_f1"": 0.8218479729129903, ""inner_operational_precision"": 0.7503386004514673, ""inner_operational_recall"": 0.8107317073170732, ""macro_threshold"": 0.4809999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.31399999999999995}","[7, 7]",44689,2,30.39956200000597,35.76974560000235,,
V2-H2T,0,10,COMPLETE,0.8236587671910516,"{""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.10362927539708976, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 3, ""learning_rate"": 0.0006949825557843949, ""lstm_hidden"": 64, ""lstm_layers"": 2, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""none"", ""scheduler"": ""fixed_lr"", ""static_hidden"": 32, ""weight_decay"": 6.64239480517792e-05}","{""inner_macro_f1"": 0.8236587671910516, ""inner_operational_precision"": 0.7507344632768361, ""inner_operational_recall"": 0.8102439024390244, ""macro_threshold"": 0.4769999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3319999999999999}","[8, 11]",156769,2,43.87148190000153,48.945401799996034,,
V2-H2T,0,11,COMPLETE,0.8233522543423548,"{""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.10424914507962027, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 3, ""learning_rate"": 0.0006963801961999044, ""lstm_hidden"": 64, ""lstm_layers"": 2, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""none"", ""scheduler"": ""fixed_lr"", ""static_hidden"": 32, ""weight_decay"": 6.630599890152516e-05}","{""inner_macro_f1"": 0.8233522543423548, ""inner_operational_precision"": 0.7500565482922416, ""inner_operational_recall"": 0.8087804878048781, ""macro_threshold"": 0.4439999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.32099999999999995}","[8, 10]",156769,2,41.47850220001419,46.2703160999954,,
V2-H2T,1,0,COMPLETE,0.8277605549712848,"{""batch_size"": 256, ""conv_channels"": 24, ""dropout"": 0.2963829052469451, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 3, ""learning_rate"": 0.0002909635600179011, ""lstm_hidden"": 48, ""lstm_layers"": 2, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""sqrt_balanced"", ""scheduler"": ""fixed_lr"", ""static_hidden"": 32, ""weight_decay"": 2.2148279502168874e-06}","{""inner_macro_f1"": 0.8277605549712848, ""inner_operational_precision"": 0.7501683501683502, ""inner_operational_recall"": 0.8165160029318348, ""macro_threshold"": 0.5399999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3539999999999999}","[31, 39]",90313,2,63.09838700000546,68.00997929999721,,
V2-H2T,1,1,COMPLETE,0.8265240992178261,"{""batch_size"": 128, ""conv_channels"": 32, ""dropout"": 0.283631338411146, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 5, ""learning_rate"": 0.0006912925108776869, ""lstm_hidden"": 64, ""lstm_layers"": 2, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""none"", ""scheduler"": ""deterministic_cosine"", ""static_hidden"": 32, ""weight_decay"": 0.00017192636505081142}","{""inner_macro_f1"": 0.8265240992178261, ""inner_operational_precision"": 0.7507943713118475, ""inner_operational_recall"": 0.8082091375519179, ""macro_threshold"": 0.4869999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.32199999999999995}","[11, 13]",157793,2,51.33376470000076,56.66815559999668,,
V2-H2T,1,2,COMPLETE,0.8227001370625606,"{""batch_size"": 128, ""conv_channels"": 48, ""dropout"": 0.2256090953711887, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 3, ""learning_rate"": 0.0005787350283904658, ""lstm_hidden"": 64, ""lstm_layers"": 1, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""fully_balanced"", ""scheduler"": ""fixed_lr"", ""static_hidden"": 32, ""weight_decay"": 9.955780844734712e-06}","{""inner_macro_f1"": 0.8227001370625606, ""inner_operational_precision"": 0.7508432651225545, ""inner_operational_recall"": 0.8157830442218422, ""macro_threshold"": 0.5419999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3359999999999999}","[8, 12]",66449,2,37.527868999997736,42.37277339999855,,
V2-H2T,1,3,COMPLETE,0.8235461823220949,"{""batch_size"": 128, ""conv_channels"": 24, ""dropout"": 0.2945236451776365, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 3, ""learning_rate"": 0.0007954837285935423, ""lstm_hidden"": 64, ""lstm_layers"": 1, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""fully_balanced"", ""scheduler"": ""deterministic_cosine"", ""static_hidden"": 32, ""weight_decay"": 5.17579702723637e-06}","{""inner_macro_f1"": 0.8235461823220949, ""inner_operational_precision"": 0.7504496402877698, ""inner_operational_recall"": 0.8155387246518446, ""macro_threshold"": 0.5469999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3349999999999999}","[8, 18]",52937,2,43.29072390000511,48.23992069999804,,
V2-H2T,1,4,COMPLETE,0.823347787398387,"{""batch_size"": 256, ""conv_channels"": 24, ""dropout"": 0.1343699413693372, ""fusion_hidden"": 32, ""gradient_clip"": 1.0, ""kernel_size"": 3, ""learning_rate"": 0.0015609344915322259, ""lstm_hidden"": 32, ""lstm_layers"": 2, ""max_epochs"": 40, ""patience"": 6, ""positive_weight"": ""sqrt_balanced"", ""scheduler"": ""deterministic_cosine"", ""static_hidden"": 32, ""weight_decay"": 0.0006951661328429265}","{""inner_macro_f1"": 0.823347787398387, ""inner_operational_precision"": 0.7502268602540835, ""inner_operational_recall"": 0.8079648179819203, ""macro_threshold"": 0.5299999999999999, ""operational_feasible"": true, ""operational_threshold"": 0.3389999999999999}","[12, 19]",44745,2,35.838901100010844,40.809775600006105,,
