dataset,trial,seed,epochs,val_accuracy,val_f1_macro,best_epoch,case_params
student-mat,34,42,40,0.7288135593220338,0.6635818904203659,9,"{""batch_size"": 32, ""bilstm_hidden"": 96, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-mat""], ""dense_hidden"": 128, ""dropout"": 0.45000000000000007, ""feature_set"": ""paper"", ""kernel_size"": 3, ""label_smoothing"": 0.1, ""loss"": ""ce"", ""lr"": 0.0015577417544182723, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_34"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 5, ""oversampling"": ""smote"", ""patience"": 5, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": false, ""use_residual"": true, ""weight_decay"": 2.6840787127068068e-06}"
student-mat,35,42,40,0.7627118644067796,0.6926949256361021,21,"{""batch_size"": 32, ""bilstm_hidden"": 96, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-mat""], ""dense_hidden"": 128, ""dropout"": 0.35, ""feature_set"": ""paper_engineered"", ""kernel_size"": 3, ""label_smoothing"": 0.05, ""loss"": ""class_weight"", ""lr"": 0.0006349714123148274, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_35"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 5, ""oversampling"": ""none"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": false, ""use_residual"": true, ""weight_decay"": 4.958905149636223e-06}"
student-mat,36,42,40,0.7457627118644068,0.7045299145299145,6,"{""batch_size"": 32, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.5, ""feature_set"": ""paper"", ""kernel_size"": 7, ""label_smoothing"": 0.05, ""loss"": ""ce"", ""lr"": 0.0008765894384918095, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_36"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 10, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 9.619753693116573e-06}"
student-mat,37,42,40,0.7288135593220338,0.6724363795844527,7,"{""batch_size"": 16, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 64, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.5, ""feature_set"": ""paper_engineered"", ""kernel_size"": 7, ""label_smoothing"": 0.05, ""loss"": ""ce"", ""lr"": 0.0003568191396152886, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_37"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 10, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 1.4692275878871095e-06}"
student-mat,38,42,40,0.2542372881355932,0.08108108108108109,1,"{""batch_size"": 64, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 32, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.30000000000000004, ""feature_set"": ""paper"", ""kernel_size"": 7, ""label_smoothing"": 0.05, ""loss"": ""class_weight"", ""lr"": 0.0008585648554537477, ""model_variant"": ""exact"", ""name"": ""strict_optuna_trial_38"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 3, ""oversampling"": ""none"", ""patience"": 5, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": false, ""use_residual"": false, ""weight_decay"": 2.7639276706481065e-06}"
student-mat,39,42,40,0.7457627118644068,0.6978791720860686,23,"{""batch_size"": 16, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.45000000000000007, ""feature_set"": ""paper"", ""kernel_size"": 7, ""label_smoothing"": 0.05, ""loss"": ""ce"", ""lr"": 0.00028838201805675634, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_39"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 8.752061434428764e-06}"
student-mat,40,42,40,0.7627118644067796,0.6934181240063594,24,"{""batch_size"": 32, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 64, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.5, ""feature_set"": ""paper_engineered"", ""kernel_size"": 5, ""label_smoothing"": 0.05, ""loss"": ""ce"", ""lr"": 0.00054895681713572, ""model_variant"": ""exact"", ""name"": ""strict_optuna_trial_40"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 3, ""oversampling"": ""none"", ""patience"": 10, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": false, ""use_residual"": false, ""weight_decay"": 3.4989227056668226e-06}"
student-mat,41,42,40,0.7457627118644068,0.7037732779801745,23,"{""batch_size"": 16, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.45000000000000007, ""feature_set"": ""paper"", ""kernel_size"": 7, ""label_smoothing"": 0.05, ""loss"": ""ce"", ""lr"": 0.0003102129455492675, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_41"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 5.894084230449692e-06}"
student-mat,42,42,40,0.7457627118644068,0.6849853991922957,10,"{""batch_size"": 16, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.45000000000000007, ""feature_set"": ""paper"", ""kernel_size"": 7, ""label_smoothing"": 0.05, ""loss"": ""ce"", ""lr"": 0.0001240739837513629, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_42"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 1.7691372527039953e-06}"
student-mat,43,42,40,0.7457627118644068,0.7004744884744885,9,"{""batch_size"": 16, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.5, ""feature_set"": ""paper"", ""kernel_size"": 7, ""label_smoothing"": 0.0, ""loss"": ""ce"", ""lr"": 0.00026369793917673716, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_43"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 5.661788556851036e-06}"
student-mat,44,42,40,0.7457627118644068,0.6945803825803825,9,"{""batch_size"": 16, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.5, ""feature_set"": ""paper"", ""kernel_size"": 7, ""label_smoothing"": 0.0, ""loss"": ""ce"", ""lr"": 0.0002557657448511273, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_44"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 5.380034025552451e-06}"
student-mat,45,42,40,0.7457627118644068,0.6978791720860686,23,"{""batch_size"": 16, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.5, ""feature_set"": ""paper"", ""kernel_size"": 7, ""label_smoothing"": 0.0, ""loss"": ""ce"", ""lr"": 0.00033704089311121485, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_45"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 2.0128033333096555e-05}"
student-mat,46,42,40,0.7457627118644068,0.7016403699525297,19,"{""batch_size"": 16, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.45000000000000007, ""feature_set"": ""paper"", ""kernel_size"": 7, ""label_smoothing"": 0.0, ""loss"": ""class_weight"", ""lr"": 0.0007649051231987511, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_46"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 3, ""oversampling"": ""none"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 9.817726466241414e-06}"
student-mat,47,42,40,0.711864406779661,0.6795874713521772,15,"{""batch_size"": 16, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.45000000000000007, ""feature_set"": ""deep_engineered"", ""kernel_size"": 5, ""label_smoothing"": 0.0, ""loss"": ""class_weight"", ""lr"": 0.0007571297827670373, ""model_variant"": ""exact"", ""name"": ""strict_optuna_trial_47"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 4, ""oversampling"": ""none"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": false, ""use_residual"": false, ""weight_decay"": 6.0366925177196936e-05}"
student-mat,48,42,40,0.7627118644067796,0.6854039709767263,12,"{""batch_size"": 16, ""bilstm_hidden"": 64, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.5, ""feature_set"": ""paper"", ""kernel_size"": 7, ""label_smoothing"": 0.0, ""loss"": ""class_weight"", ""lr"": 0.0009710292629095365, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_48"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 3, ""oversampling"": ""none"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 1.0242078949015444e-05}"
student-mat,49,42,40,0.7457627118644068,0.6765244191559981,27,"{""batch_size"": 16, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-mat""], ""dense_hidden"": 64, ""dropout"": 0.45000000000000007, ""feature_set"": ""paper_engineered"", ""kernel_size"": 5, ""label_smoothing"": 0.0, ""loss"": ""class_weight"", ""lr"": 0.0005070375526651988, ""model_variant"": ""exact"", ""name"": ""strict_optuna_trial_49"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 4, ""oversampling"": ""none"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": false, ""use_residual"": false, ""weight_decay"": 1.8772217210488104e-05}"
student-por,0,42,40,0.7422680412371134,0.7440544962284094,7,"{""batch_size"": 32, ""bilstm_hidden"": 96, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-por""], ""dense_hidden"": 128, ""dropout"": 0.2, ""feature_set"": ""paper_engineered"", ""kernel_size"": 3, ""label_smoothing"": 0.05, ""loss"": ""ce"", ""lr"": 0.0003476649150592621, ""model_variant"": ""exact"", ""name"": ""strict_optuna_trial_0"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 5, ""oversampling"": ""none"", ""patience"": 5, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": false, ""use_residual"": false, ""weight_decay"": 0.0007025166339242157}"
student-por,1,42,40,0.7525773195876289,0.7610892345015502,23,"{""batch_size"": 16, ""bilstm_hidden"": 96, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 128, ""datasets"": [""student-por""], ""dense_hidden"": 192, ""dropout"": 0.25, ""feature_set"": ""paper"", ""kernel_size"": 5, ""label_smoothing"": 0.05, ""loss"": ""ce"", ""lr"": 0.0002516607127550297, ""model_variant"": ""exact"", ""name"": ""strict_optuna_trial_1"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 4, ""oversampling"": ""none"", ""patience"": 10, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": false, ""use_residual"": false, ""weight_decay"": 3.9459088110999995e-06}"
student-por,2,42,40,0.7216494845360825,0.7289725274725274,8,"{""batch_size"": 32, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 128, ""datasets"": [""student-por""], ""dense_hidden"": 128, ""dropout"": 0.1, ""feature_set"": ""paper"", ""kernel_size"": 7, ""label_smoothing"": 0.05, ""loss"": ""ce"", ""lr"": 0.00014433402406338895, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_2"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 15, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": false, ""use_residual"": false, ""weight_decay"": 0.00041151130495610907}"
student-por,3,42,40,0.6907216494845361,0.71157155293407,38,"{""batch_size"": 64, ""bilstm_hidden"": 96, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 32, ""datasets"": [""student-por""], ""dense_hidden"": 64, ""dropout"": 0.30000000000000004, ""feature_set"": ""paper_engineered"", ""kernel_size"": 5, ""label_smoothing"": 0.05, ""loss"": ""class_weight"", ""lr"": 0.00027824908605603307, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_3"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 5, ""oversampling"": ""none"", ""patience"": 15, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": false, ""use_residual"": false, ""weight_decay"": 0.00015298506868937454}"
student-por,4,42,40,0.7216494845360825,0.7338250942605782,17,"{""batch_size"": 16, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 128, ""datasets"": [""student-por""], ""dense_hidden"": 64, ""dropout"": 0.45000000000000007, ""feature_set"": ""paper_engineered"", ""kernel_size"": 5, ""label_smoothing"": 0.1, ""loss"": ""class_weight"", ""lr"": 0.000660843951593475, ""model_variant"": ""exact"", ""name"": ""strict_optuna_trial_4"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 3, ""oversampling"": ""none"", ""patience"": 5, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": false, ""use_residual"": false, ""weight_decay"": 0.0004912819179585587}"
student-por,5,42,40,0.7628865979381443,0.7755128205128206,21,"{""batch_size"": 16, ""bilstm_hidden"": 96, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 128, ""datasets"": [""student-por""], ""dense_hidden"": 64, ""dropout"": 0.2, ""feature_set"": ""paper_engineered"", ""kernel_size"": 7, ""label_smoothing"": 0.05, ""loss"": ""ce"", ""lr"": 0.00022929906728696718, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_5"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 0.0007274208264938345}"
student-por,6,42,40,0.12371134020618557,0.044036697247706424,1,"{""batch_size"": 64, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 64, ""datasets"": [""student-por""], ""dense_hidden"": 64, ""dropout"": 0.25, ""feature_set"": ""paper_engineered"", ""kernel_size"": 7, ""label_smoothing"": 0.1, ""loss"": ""class_weight"", ""lr"": 0.00027143806667599414, ""model_variant"": ""exact"", ""name"": ""strict_optuna_trial_6"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 5, ""oversampling"": ""none"", ""patience"": 5, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": false, ""use_residual"": false, ""weight_decay"": 0.0002439933603572919}"
student-por,7,42,40,0.7422680412371134,0.749704709234121,18,"{""batch_size"": 16, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 128, ""datasets"": [""student-por""], ""dense_hidden"": 192, ""dropout"": 0.30000000000000004, ""feature_set"": ""paper"", ""kernel_size"": 5, ""label_smoothing"": 0.0, ""loss"": ""ce"", ""lr"": 0.000299947930966314, ""model_variant"": ""exact"", ""name"": ""strict_optuna_trial_7"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 4, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": false, ""use_residual"": false, ""weight_decay"": 3.3104189563245155e-06}"
student-por,8,42,40,0.7216494845360825,0.7357999609231136,30,"{""batch_size"": 16, ""bilstm_hidden"": 128, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 32, ""datasets"": [""student-por""], ""dense_hidden"": 64, ""dropout"": 0.25, ""feature_set"": ""deep_engineered"", ""kernel_size"": 5, ""label_smoothing"": 0.05, ""loss"": ""ce"", ""lr"": 0.0008122416764542915, ""model_variant"": ""exact"", ""name"": ""strict_optuna_trial_8"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 4, ""oversampling"": ""smote"", ""patience"": 15, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": false, ""use_residual"": false, ""weight_decay"": 8.457808244979336e-05}"
student-por,9,42,40,0.7525773195876289,0.757841206412635,8,"{""batch_size"": 32, ""bilstm_hidden"": 64, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 64, ""datasets"": [""student-por""], ""dense_hidden"": 192, ""dropout"": 0.35, ""feature_set"": ""paper_engineered"", ""kernel_size"": 3, ""label_smoothing"": 0.0, ""loss"": ""class_weight"", ""lr"": 0.001977573171298517, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_9"", ""num_bilstm_layers"": 1, ""num_conv_layers"": 5, ""oversampling"": ""none"", ""patience"": 10, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": true, ""use_residual"": true, ""weight_decay"": 0.00018349685376940476}"
student-por,10,42,40,0.7731958762886598,0.7785585446299732,21,"{""batch_size"": 16, ""bilstm_hidden"": 64, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-por""], ""dense_hidden"": 64, ""dropout"": 0.1, ""feature_set"": ""deep_engineered"", ""kernel_size"": 7, ""label_smoothing"": 0.0, ""loss"": ""ce"", ""lr"": 0.00010427617451793614, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_10"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 1.9738684014501947e-05}"
student-por,11,42,40,0.7731958762886598,0.7859131344845631,21,"{""batch_size"": 16, ""bilstm_hidden"": 64, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-por""], ""dense_hidden"": 64, ""dropout"": 0.1, ""feature_set"": ""deep_engineered"", ""kernel_size"": 7, ""label_smoothing"": 0.0, ""loss"": ""ce"", ""lr"": 0.0001156280879568496, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_11"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 1.7491553839193053e-05}"
student-por,12,42,40,0.7216494845360825,0.7473050758765044,11,"{""batch_size"": 16, ""bilstm_hidden"": 64, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-por""], ""dense_hidden"": 64, ""dropout"": 0.1, ""feature_set"": ""deep_engineered"", ""kernel_size"": 7, ""label_smoothing"": 0.0, ""loss"": ""ce"", ""lr"": 0.0001006122517391613, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_12"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 1.7825601965382193e-05}"
student-por,13,42,40,0.7525773195876289,0.7487336473050759,21,"{""batch_size"": 16, ""bilstm_hidden"": 64, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-por""], ""dense_hidden"": 64, ""dropout"": 0.1, ""feature_set"": ""deep_engineered"", ""kernel_size"": 7, ""label_smoothing"": 0.0, ""loss"": ""ce"", ""lr"": 0.00011204077126743951, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_13"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 1.7463744419911668e-05}"
student-por,14,42,40,0.7525773195876289,0.7610892345015502,33,"{""batch_size"": 16, ""bilstm_hidden"": 64, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-por""], ""dense_hidden"": 64, ""dropout"": 0.15000000000000002, ""feature_set"": ""deep_engineered"", ""kernel_size"": 7, ""label_smoothing"": 0.0, ""loss"": ""ce"", ""lr"": 0.0012797357300952002, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_14"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": true, ""use_residual"": true, ""weight_decay"": 1.104282672567567e-06}"
student-por,15,42,40,0.7010309278350515,0.7101255886970174,33,"{""batch_size"": 64, ""bilstm_hidden"": 64, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-por""], ""dense_hidden"": 128, ""dropout"": 0.5, ""feature_set"": ""deep_engineered"", ""kernel_size"": 7, ""label_smoothing"": 0.0, ""loss"": ""ce"", ""lr"": 0.00016552909667849852, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_15"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 4.2501645002534786e-05}"
student-por,16,42,40,0.7525773195876289,0.757841206412635,21,"{""batch_size"": 16, ""bilstm_hidden"": 64, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-por""], ""dense_hidden"": 64, ""dropout"": 0.15000000000000002, ""feature_set"": ""deep_engineered"", ""kernel_size"": 7, ""label_smoothing"": 0.0, ""loss"": ""ce"", ""lr"": 0.0001626719652203275, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_16"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 8.169123715905382e-06}"
student-por,17,42,40,0.7319587628865979,0.7408601319315605,21,"{""batch_size"": 16, ""bilstm_hidden"": 64, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-por""], ""dense_hidden"": 64, ""dropout"": 0.4, ""feature_set"": ""deep_engineered"", ""kernel_size"": 3, ""label_smoothing"": 0.0, ""loss"": ""ce"", ""lr"": 0.000463459879667497, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_17"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 3, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": true, ""use_batchnorm"": false, ""use_residual"": true, ""weight_decay"": 4.31728290314348e-05}"
student-por,18,42,40,0.7216494845360825,0.7357999609231136,15,"{""batch_size"": 64, ""bilstm_hidden"": 64, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 96, ""datasets"": [""student-por""], ""dense_hidden"": 128, ""dropout"": 0.15000000000000002, ""feature_set"": ""deep_engineered"", ""kernel_size"": 7, ""label_smoothing"": 0.1, ""loss"": ""class_weight"", ""lr"": 0.0001812381757176763, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_18"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 3, ""oversampling"": ""none"", ""patience"": 10, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 1.1337778874213033e-05}"
student-por,19,42,40,0.7422680412371134,0.7638718889950417,35,"{""batch_size"": 32, ""bilstm_hidden"": 64, ""binning_key"": ""H1_portuguese_scale"", ""conv_filters"": 32, ""datasets"": [""student-por""], ""dense_hidden"": 192, ""dropout"": 0.2, ""feature_set"": ""deep_engineered"", ""kernel_size"": 7, ""label_smoothing"": 0.0, ""loss"": ""ce"", ""lr"": 0.0001018950089641998, ""model_variant"": ""improved"", ""name"": ""strict_optuna_trial_19"", ""num_bilstm_layers"": 2, ""num_conv_layers"": 4, ""oversampling"": ""smote"", ""patience"": 20, ""selection_metric"": ""f1_macro"", ""split_policy"": ""clean_train_only"", ""use_attention"": false, ""use_batchnorm"": true, ""use_residual"": false, ""weight_decay"": 5.113352284108881e-06}"
