outer_fold,number,state,value,params,fold_f1_macro
1,10,TrialState.COMPLETE,0.7784520781896788,"{'loss': 'focal', 'learning_rate': 0.012613982414481329, 'weight_decay': 2.3825658904958162e-06, 'batch_size': 16, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.5480642272790517, 'resampling_k_neighbors': 4, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.3784976777718986, 'sequence_dropout': 0.37491409105266704, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 5, 'focal_gamma': 2.9692855279330357}","[0.6505623031938822, 0.8599523500108296, 0.8248415813643244]"
1,11,TrialState.COMPLETE,0.5414026207905405,"{'loss': 'weighted_ce', 'learning_rate': 0.0012954960769414325, 'weight_decay': 1.1488304460054323e-06, 'batch_size': 64, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.5986491029158495, 'resampling_k_neighbors': 7, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 32, 'dropout': 0.17226768990962205, 'sequence_dropout': 0.054840622203562804, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 3}","[0.827216415021293, 0.3042378241619228, 0.49275362318840576]"
1,12,TrialState.COMPLETE,0.8020455377753852,"{'loss': 'weighted_ce', 'learning_rate': 0.0004784027802236792, 'weight_decay': 0.0006152294458751371, 'batch_size': 16, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.5253498874882704, 'resampling_k_neighbors': 3, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.37024017137761317, 'sequence_dropout': 0.13870024234163328, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 5}","[0.7445952740070387, 0.8070707070707069, 0.85447063224841]"
1,13,TrialState.COMPLETE,0.8541054048952595,"{'loss': 'focal', 'learning_rate': 0.005747579622742915, 'weight_decay': 2.6320920371653072e-05, 'batch_size': 16, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.48259347628510596, 'resampling_k_neighbors': 6, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.3281277607924856, 'sequence_dropout': 0.091692216981003, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 5, 'focal_gamma': 2.1248492761227196}","[0.8353285173718611, 0.8263300922071598, 0.9006576051067577]"
1,14,TrialState.COMPLETE,0.8327477808282117,"{'loss': 'weighted_ce', 'learning_rate': 0.004571141349653752, 'weight_decay': 1.985529887489111e-07, 'batch_size': 16, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.5444681061041666, 'resampling_k_neighbors': 4, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.4599033901357914, 'sequence_dropout': 0.07134896259767687, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 5}","[0.8655232023966594, 0.7872050816696915, 0.8455150584182842]"
1,15,TrialState.PRUNED,0.7167080256705205,"{'loss': 'focal', 'learning_rate': 0.011859767790411231, 'weight_decay': 0.00012085962697245562, 'batch_size': 32, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.41801256649751, 'resampling_k_neighbors': 7, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.2823603835459064, 'sequence_dropout': 0.14520395628709376, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 5, 'focal_gamma': 1.994509180314123}",
1,16,TrialState.PRUNED,0.612438606879066,"{'loss': 'focal', 'learning_rate': 0.0027862340644370896, 'weight_decay': 0.0008906171623496053, 'batch_size': 64, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.3869273893527066, 'resampling_k_neighbors': 4, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.5088102649904674, 'sequence_dropout': 0.1442865305886109, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 5, 'focal_gamma': 2.354056224670858}",
1,17,TrialState.COMPLETE,0.8326946393331145,"{'loss': 'focal', 'learning_rate': 0.0005905423469114912, 'weight_decay': 0.0007162962766608529, 'batch_size': 16, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.5037000010691102, 'resampling_k_neighbors': 7, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.40794805908110154, 'sequence_dropout': 0.1045210186035598, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 5, 'focal_gamma': 1.7789592446164242}","[0.8348831854331614, 0.8518581399735897, 0.8113425925925926]"
1,18,TrialState.COMPLETE,0.8159669020558287,"{'loss': 'focal', 'learning_rate': 0.0006570730957901025, 'weight_decay': 5.728971377825873e-06, 'batch_size': 16, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.5018244208062522, 'resampling_k_neighbors': 4, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.271924022172975, 'sequence_dropout': 0.14559518195493676, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 5, 'focal_gamma': 2.453945736661585}","[0.8133673903788846, 0.8095489612343544, 0.824984354554247]"
1,19,TrialState.COMPLETE,0.8491127674004583,"{'loss': 'focal', 'learning_rate': 0.0033639539392696406, 'weight_decay': 0.00018485241322765636, 'batch_size': 16, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.44385181548452624, 'resampling_k_neighbors': 6, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.32622419154638416, 'sequence_dropout': 0.0632409029229935, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 5, 'focal_gamma': 2.994366443229988}","[0.8763463865538487, 0.8353391931485238, 0.8356527224990026]"
1,20,TrialState.PRUNED,0.25574940898345155,"{'loss': 'focal', 'learning_rate': 0.00030437568692579957, 'weight_decay': 0.0006455551139297434, 'batch_size': 64, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.4874233172926401, 'resampling_k_neighbors': 5, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.2912839198197388, 'sequence_dropout': 0.1056410966887961, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 5, 'focal_gamma': 2.363906961870647}",
1,21,TrialState.COMPLETE,0.8245163292389606,"{'loss': 'focal', 'learning_rate': 0.018366565640032445, 'weight_decay': 5.777029290186394e-05, 'batch_size': 16, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.5677036626111935, 'resampling_k_neighbors': 4, 'cnn_channels': 16, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.2961155579517287, 'sequence_dropout': 0.24101297081286244, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 5, 'focal_gamma': 2.991700760367383}","[0.8578507446431974, 0.7807209840457924, 0.8349772590278919]"
1,22,TrialState.COMPLETE,0.8484759924985906,"{'loss': 'focal', 'learning_rate': 0.005868153154383686, 'weight_decay': 4.395939844711483e-05, 'batch_size': 16, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.5285577206576793, 'resampling_k_neighbors': 6, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.45110291523453827, 'sequence_dropout': 0.09623576153996925, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 3, 'focal_gamma': 2.9824621022668003}","[0.8785885167464115, 0.8410330091364574, 0.8258064516129032]"
1,23,TrialState.PRUNED,0.7865823210830319,"{'loss': 'focal', 'learning_rate': 0.004344150171496209, 'weight_decay': 6.449035532123295e-06, 'batch_size': 16, 'oversample_method': 'none', 'class_weight_mode': 'balanced', 'smote_ratio': 0.546234951067403, 'resampling_k_neighbors': 5, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.4666536201679738, 'sequence_dropout': 0.055615240639675954, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 3, 'focal_gamma': 2.956608824788596}",
1,24,TrialState.COMPLETE,0.8499415429044043,"{'loss': 'weighted_ce', 'learning_rate': 0.016936105718773745, 'weight_decay': 0.000529615751967076, 'batch_size': 32, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.4415841114536078, 'resampling_k_neighbors': 6, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.4392420139977047, 'sequence_dropout': 0.1046048783048881, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 3}","[0.893569864099315, 0.8255669339260671, 0.8306878306878307]"
1,25,TrialState.COMPLETE,0.8489943972022581,"{'loss': 'weighted_ce', 'learning_rate': 0.003855752933878685, 'weight_decay': 0.00036528230947298395, 'batch_size': 32, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.36974523346901916, 'resampling_k_neighbors': 7, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 32, 'dropout': 0.5078256650961911, 'sequence_dropout': 0.08498048841163697, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 5}","[0.8629927442061945, 0.7977011494252874, 0.8862892979752927]"
1,26,TrialState.COMPLETE,0.8730340204857349,"{'loss': 'weighted_ce', 'learning_rate': 0.015165385240017806, 'weight_decay': 0.00028569355670635864, 'batch_size': 16, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.4483792821715334, 'resampling_k_neighbors': 6, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.49740441475109515, 'sequence_dropout': 0.12584749610332707, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 3}","[0.8626068376068377, 0.8753977739414417, 0.8810974499089254]"
1,27,TrialState.COMPLETE,0.8273204784817222,"{'loss': 'weighted_ce', 'learning_rate': 0.005945812629731899, 'weight_decay': 5.6967360134516255e-05, 'batch_size': 16, 'oversample_method': 'smote', 'class_weight_mode': 'balanced', 'smote_ratio': 0.39074573991248096, 'resampling_k_neighbors': 5, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.40545456189245305, 'sequence_dropout': 0.20125874599884655, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 3}","[0.8469397940202351, 0.8034740223773126, 0.831547619047619]"
1,28,TrialState.COMPLETE,0.8430575754681765,"{'loss': 'weighted_ce', 'learning_rate': 0.007351749635907342, 'weight_decay': 0.001197554482293783, 'batch_size': 32, 'oversample_method': 'none', 'class_weight_mode': 'balanced', 'smote_ratio': 0.37989504350579717, 'resampling_k_neighbors': 6, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.4162951166366475, 'sequence_dropout': 0.08011368544625881, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 3}","[0.827216415021293, 0.8518581399735897, 0.8500981714096468]"
1,29,TrialState.COMPLETE,0.8475132046574682,"{'loss': 'weighted_ce', 'learning_rate': 0.009419898219174556, 'weight_decay': 0.0027046902521425807, 'batch_size': 16, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.4678763491556239, 'resampling_k_neighbors': 5, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.5156341897163436, 'sequence_dropout': 0.14826484700954196, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 3}","[0.8763463865538487, 0.7799039294432633, 0.8862892979752927]"
2,0,TrialState.COMPLETE,0.7889169023056118,"{'loss': 'weighted_ce', 'learning_rate': 0.00433081078507242, 'weight_decay': 4.111553600601113e-06, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'balanced', 'smote_ratio': 0.6468037208103092, 'resampling_k_neighbors': 4, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.19622116545877388, 'sequence_dropout': 0.3684160069034196, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 5}","[0.8639279125869165, 0.8389083820662768, 0.6639144122636419]"
2,1,TrialState.COMPLETE,0.59539110532654,"{'loss': 'focal', 'learning_rate': 0.00012974826188119225, 'weight_decay': 5.943900771615188e-07, 'batch_size': 64, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.6852293266541956, 'resampling_k_neighbors': 2, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.41384346319188636, 'sequence_dropout': 0.5150514017040863, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 5, 'focal_gamma': 2.9685680666130225}","[0.851431427143571, 0.8135297676239279, 0.12121212121212122]"
2,2,TrialState.COMPLETE,0.2799627946217278,"{'loss': 'focal', 'learning_rate': 0.00013375758059188837, 'weight_decay': 3.9136693816687745e-07, 'batch_size': 64, 'oversample_method': 'smote', 'class_weight_mode': 'balanced', 'smote_ratio': 0.5246266408106532, 'resampling_k_neighbors': 7, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.35391227140547754, 'sequence_dropout': 0.3470388147263962, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 3, 'focal_gamma': 1.9872705451994388}","[0.21693121693121695, 0.39844908199338586, 0.22450808494058058]"
2,3,TrialState.COMPLETE,0.49530169555745,"{'loss': 'weighted_ce', 'learning_rate': 0.0001495878975861159, 'weight_decay': 3.195078090455357e-07, 'batch_size': 16, 'oversample_method': 'smote', 'class_weight_mode': 'balanced', 'smote_ratio': 0.5444838452843157, 'resampling_k_neighbors': 5, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.4101643130248741, 'sequence_dropout': 0.14108100602566132, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 3}","[0.5274509803921568, 0.46956521739130436, 0.48888888888888893]"
2,4,TrialState.COMPLETE,0.14364796479647965,"{'loss': 'focal', 'learning_rate': 0.00011032071283475698, 'weight_decay': 0.00010773378081314205, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'balanced', 'smote_ratio': 0.5752408326398142, 'resampling_k_neighbors': 7, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.2631395318783163, 'sequence_dropout': 0.5403378328116366, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 3, 'focal_gamma': 2.456499314715825}","[0.10561056105610561, 0.21866666666666668, 0.10666666666666667]"
2,5,TrialState.COMPLETE,0.7550617638336606,"{'loss': 'focal', 'learning_rate': 0.0007902268759409387, 'weight_decay': 0.0015479807940562804, 'batch_size': 16, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.6415047652424432, 'resampling_k_neighbors': 3, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.41292187982898476, 'sequence_dropout': 0.33977774877427763, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 3, 'focal_gamma': 1.9742406088579962}","[0.7142986212753656, 0.8435643738744094, 0.7073222963512066]"
2,6,TrialState.COMPLETE,0.20110608345902461,"{'loss': 'focal', 'learning_rate': 0.0001393834592799772, 'weight_decay': 2.3003885580774114e-05, 'batch_size': 16, 'oversample_method': 'none', 'class_weight_mode': 'balanced', 'smote_ratio': 0.8613948957368361, 'resampling_k_neighbors': 2, 'cnn_channels': 16, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.4458363910294749, 'sequence_dropout': 0.5408664478434532, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 5, 'focal_gamma': 1.1469837679129535}","[0.2058823529411765, 0.16666666666666666, 0.23076923076923075]"
2,7,TrialState.COMPLETE,0.6101410541805489,"{'loss': 'weighted_ce', 'learning_rate': 0.0015638748265562248, 'weight_decay': 7.25791531517227e-05, 'batch_size': 32, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.8754245370884933, 'resampling_k_neighbors': 5, 'cnn_channels': 16, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.1841857094844823, 'sequence_dropout': 0.3904325666172486, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 5}","[0.546031746031746, 0.815163050374318, 0.46922836613558266]"
2,8,TrialState.COMPLETE,0.20875842101863787,"{'loss': 'focal', 'learning_rate': 0.00013490786335731554, 'weight_decay': 3.052900870205268e-05, 'batch_size': 64, 'oversample_method': 'smote', 'class_weight_mode': 'balanced', 'smote_ratio': 0.43205098557414856, 'resampling_k_neighbors': 6, 'cnn_channels': 16, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.28994705986468483, 'sequence_dropout': 0.3424776229908446, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 3, 'focal_gamma': 2.67152973932176}","[0.3067033976124885, 0.16666666666666666, 0.15290519877675843]"
2,9,TrialState.COMPLETE,0.5746289070059561,"{'loss': 'focal', 'learning_rate': 0.000500131920565813, 'weight_decay': 4.556196081976152e-05, 'batch_size': 16, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.44998040474049533, 'resampling_k_neighbors': 4, 'cnn_channels': 16, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.22266079014113355, 'sequence_dropout': 0.20661942460393673, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 3, 'focal_gamma': 1.3091066674579006}","[0.40598290598290604, 0.8571895293206769, 0.4607142857142857]"
2,10,TrialState.COMPLETE,0.5422064896208103,"{'loss': 'weighted_ce', 'learning_rate': 0.0024443746921940794, 'weight_decay': 4.729678771435477e-05, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'balanced', 'smote_ratio': 0.8582974309008354, 'resampling_k_neighbors': 6, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.1432542489004012, 'sequence_dropout': 0.17779019885189035, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 5}","[0.46511627906976744, 0.41566985645933013, 0.7458333333333332]"
2,11,TrialState.COMPLETE,0.8144010163712413,"{'loss': 'weighted_ce', 'learning_rate': 0.003466078589380597, 'weight_decay': 7.191079910245734e-06, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'balanced', 'smote_ratio': 0.6489647374448604, 'resampling_k_neighbors': 4, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.19781049752831031, 'sequence_dropout': 0.4097178707290975, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 5}","[0.8304935208161014, 0.7662050613013521, 0.8465044669962704]"
2,12,TrialState.COMPLETE,0.6963188877593143,"{'loss': 'weighted_ce', 'learning_rate': 0.0027724699365703764, 'weight_decay': 6.026712334877909e-07, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'balanced', 'smote_ratio': 0.576651716836114, 'resampling_k_neighbors': 3, 'cnn_channels': 16, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.1238619923209384, 'sequence_dropout': 0.4502309546582212, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 5}","[0.615429305625384, 0.7662050613013521, 0.7073222963512066]"
2,13,TrialState.PRUNED,0.5394354553384303,"{'loss': 'weighted_ce', 'learning_rate': 0.0005900100892504587, 'weight_decay': 2.1355514078459782e-05, 'batch_size': 64, 'oversample_method': 'none', 'class_weight_mode': 'balanced', 'smote_ratio': 0.6868467712607996, 'resampling_k_neighbors': 4, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.11547105699052089, 'sequence_dropout': 0.4890853703113944, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 5}",
2,14,TrialState.COMPLETE,0.871606361119551,"{'loss': 'weighted_ce', 'learning_rate': 0.019381345819860615, 'weight_decay': 7.684024441661375e-06, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'balanced', 'smote_ratio': 0.8542195957051524, 'resampling_k_neighbors': 4, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.34262691947564416, 'sequence_dropout': 0.42858221385573536, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 5}","[0.8612627515853323, 0.876410893652273, 0.8771454381210478]"
2,15,TrialState.COMPLETE,0.8452963315401036,"{'loss': 'weighted_ce', 'learning_rate': 0.01509334478340353, 'weight_decay': 1.723196481610922e-06, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.8281523817549711, 'resampling_k_neighbors': 3, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.25581507564102385, 'sequence_dropout': 0.37653382531401286, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 5}","[0.8879877864970779, 0.8013414201021775, 0.8465597880210556]"
2,16,TrialState.COMPLETE,0.882529180638402,"{'loss': 'weighted_ce', 'learning_rate': 0.01931923508086334, 'weight_decay': 3.855391049903772e-06, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.8204384657362368, 'resampling_k_neighbors': 2, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 32, 'dropout': 0.2911376353378927, 'sequence_dropout': 0.33010832303179083, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 3}","[0.8902699309478971, 0.8663157894736843, 0.8910018214936248]"
2,17,TrialState.COMPLETE,0.8700763301277012,"{'loss': 'weighted_ce', 'learning_rate': 0.0177375039207809, 'weight_decay': 1.3696035631158233e-05, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.8395835126839374, 'resampling_k_neighbors': 3, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 32, 'dropout': 0.1721335852038682, 'sequence_dropout': 0.18382351505470126, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 3}","[0.8653088353985661, 0.8663157894736843, 0.8786043655108534]"
2,18,TrialState.COMPLETE,0.6609026216059829,"{'loss': 'weighted_ce', 'learning_rate': 0.003374133590396013, 'weight_decay': 1.007682325448218e-05, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'balanced', 'smote_ratio': 0.8010930632565354, 'resampling_k_neighbors': 3, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 16, 'dropout': 0.527500020744005, 'sequence_dropout': 0.5239754657604486, 'max_epochs': 60, 'patience': 12, 'scheduler_patience': 5}","[0.5697685813357455, 0.7232567437996638, 0.6896825396825396]"
2,19,TrialState.COMPLETE,0.7871618444035328,"{'loss': 'weighted_ce', 'learning_rate': 0.012949876184237052, 'weight_decay': 8.217654815239123e-05, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.9838959681914258, 'resampling_k_neighbors': 2, 'cnn_channels': 8, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 32, 'dropout': 0.4755214924318077, 'sequence_dropout': 0.43724494294154637, 'max_epochs': 40, 'patience': 12, 'scheduler_patience': 3}","[0.709589137842753, 0.7909742587161942, 0.8609221366516514]"
2,20,TrialState.COMPLETE,0.8609293125747022,"{'loss': 'weighted_ce', 'learning_rate': 0.0034503684134849434, 'weight_decay': 3.8915713604062673e-07, 'batch_size': 16, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.9296226189896569, 'resampling_k_neighbors': 2, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 32, 'dropout': 0.3643984723379275, 'sequence_dropout': 0.22186753479656213, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 3}","[0.8598172560507779, 0.876410893652273, 0.8465597880210556]"
2,21,TrialState.COMPLETE,0.8861963619526421,"{'loss': 'weighted_ce', 'learning_rate': 0.011365857835168544, 'weight_decay': 6.497435146722916e-05, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.846699000011561, 'resampling_k_neighbors': 4, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 32, 'dropout': 0.13531101526580458, 'sequence_dropout': 0.2752200675779653, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 3}","[0.8902699309478971, 0.8925835086825799, 0.8757356462274495]"
2,22,TrialState.COMPLETE,0.7717294859025823,"{'loss': 'weighted_ce', 'learning_rate': 0.015385785781205703, 'weight_decay': 3.4858996863338494e-06, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'balanced', 'smote_ratio': 0.9159103341102851, 'resampling_k_neighbors': 6, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 8, 'dropout': 0.3595965164314243, 'sequence_dropout': 0.5119255883395473, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 5}","[0.7143563851489189, 0.8439741157008709, 0.7568579568579569]"
2,23,TrialState.COMPLETE,0.8623811429286944,"{'loss': 'weighted_ce', 'learning_rate': 0.009064442366097068, 'weight_decay': 0.0015358607397689174, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.7956296084562001, 'resampling_k_neighbors': 4, 'cnn_channels': 16, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 32, 'dropout': 0.16637170514889907, 'sequence_dropout': 0.36950703293857207, 'max_epochs': 60, 'patience': 8, 'scheduler_patience': 3}","[0.8763213049024968, 0.8643176568873162, 0.8465044669962704]"
2,24,TrialState.PRUNED,0.4940220922677063,"{'loss': 'weighted_ce', 'learning_rate': 0.016934664769408667, 'weight_decay': 5.610640438184829e-05, 'batch_size': 64, 'oversample_method': 'smote', 'class_weight_mode': 'none', 'smote_ratio': 0.5100931122942955, 'resampling_k_neighbors': 3, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 32, 'dropout': 0.2938115913934389, 'sequence_dropout': 0.4180571948579069, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 3}",
2,25,TrialState.COMPLETE,0.8011608661929631,"{'loss': 'weighted_ce', 'learning_rate': 0.005672573712323774, 'weight_decay': 1.847555878444292e-06, 'batch_size': 32, 'oversample_method': 'smote', 'class_weight_mode': 'balanced', 'smote_ratio': 0.7900040758852844, 'resampling_k_neighbors': 3, 'cnn_channels': 32, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 32, 'dropout': 0.3654577207820695, 'sequence_dropout': 0.416420265251724, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 3}","[0.8108225108225108, 0.7662050613013521, 0.8264550264550264]"
2,26,TrialState.COMPLETE,0.8676419960317077,"{'loss': 'weighted_ce', 'learning_rate': 0.006989495638274845, 'weight_decay': 2.149364698476439e-06, 'batch_size': 32, 'oversample_method': 'none', 'class_weight_mode': 'none', 'smote_ratio': 0.8450562596021632, 'resampling_k_neighbors': 4, 'cnn_channels': 16, 'cnn_kernel_size': 1, 'lstm_hidden_dim': 32, 'dropout': 0.2534876107784967, 'sequence_dropout': 0.30269059540705306, 'max_epochs': 40, 'patience': 8, 'scheduler_patience': 3}","[0.8736297415574974, 0.887545404786784, 0.8417508417508417]"
