dataset,task,stage,model,fold,seed,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,pr_auc,roc_auc,nll,brier,ece,rows
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,logistic_regression,4,7319,0.7341772151898734,0.7861448493027442,0.7298765432098765,0.7861448493027442,0.7357039187227867,0.7664322550398499,0.7341772151898734,0.7317466149804339,0.8817117869282569,0.9241249133902997,0.5471961513602176,0.3662430211011835,0.07405723646617192,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,logistic_regression,1,7319,0.7215189873417721,0.7533577533577533,0.7392355409596788,0.7533577533577533,0.7347067859401825,0.7410398176439207,0.7215189873417721,0.7173756395167296,0.7980646076615394,0.8821480406386067,0.61601935279424,0.3888778908490859,0.1381495793128234,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,logistic_regression,2,7319,0.6835443037974683,0.7308142150247413,0.6805555555555555,0.7308142150247413,0.6948813602334729,0.6892021480629076,0.6835443037974683,0.6791274640659559,0.8792503594197346,0.9172576756585494,0.5452850662982759,0.375770413712944,0.14050907238541482,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,logistic_regression,0,7319,0.7468354430379747,0.7728937728937729,0.7536945812807883,0.7728937728937729,0.7615295546330029,0.7495790983351002,0.7468354430379747,0.7462627501911657,0.8401902836532807,0.9031360149284676,0.5538701883850785,0.3215448270889293,0.07986924553582705,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,3,42,0.8607594936708861,0.8913630229419702,0.8501388150510957,0.8913630229419702,0.8651159640045228,0.8675406070476024,0.8607594936708861,0.8596709862004321,0.970455570359411,0.9792675849520317,0.2605529094277215,0.16357982660174783,0.052491633142180305,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,4,42,0.8987341772151899,0.9123256860098966,0.8858543417366948,0.9123256860098966,0.8966049382716049,0.9029358578874588,0.8987341772151899,0.898441162681669,0.9824052198844674,0.9884620171826194,0.21302214498313307,0.13845794381938595,0.05090345786951239,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,1,42,0.8481012658227848,0.8693528693528693,0.8603174603174603,0.8693528693528693,0.8626126126126126,0.8541289933694998,0.8481012658227848,0.8485166902888422,0.915755674829418,0.9545384385007026,0.3709890503520301,0.19747050883446157,0.10445662297707718,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,2,42,0.8481012658227848,0.8704453441295547,0.8525971792225663,0.8704453441295547,0.8598684210526315,0.8468602630925789,0.8481012658227848,0.8463607594936708,0.9474938196042095,0.9643794253235481,0.3195874123583553,0.2066500445796608,0.08961176591107602,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,0,42,0.8860759493670886,0.9035409035409036,0.8920665040209631,0.9035409035409036,0.8941589132648975,0.894602839093988,0.8860759493670886,0.8860607388073094,0.9627444094303815,0.9761397931209251,0.29259687289465014,0.16850515511532702,0.05601176274927723,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,3,1201,0.8607594936708861,0.8913630229419702,0.8501388150510957,0.8913630229419702,0.8651159640045228,0.8675406070476024,0.8607594936708861,0.8596709862004321,0.970455570359411,0.9792675849520317,0.2605529094277215,0.16357982660174783,0.052491633142180305,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,4,1201,0.8987341772151899,0.9123256860098966,0.8858543417366948,0.9123256860098966,0.8966049382716049,0.9029358578874588,0.8987341772151899,0.898441162681669,0.9824052198844674,0.9884620171826194,0.21302214498313307,0.13845794381938595,0.05090345786951239,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,1,1201,0.8481012658227848,0.8693528693528693,0.8603174603174603,0.8693528693528693,0.8626126126126126,0.8541289933694998,0.8481012658227848,0.8485166902888422,0.915755674829418,0.9545384385007026,0.3709890503520301,0.19747050883446157,0.10445662297707718,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,2,1201,0.8481012658227848,0.8704453441295547,0.8525971792225663,0.8704453441295547,0.8598684210526315,0.8468602630925789,0.8481012658227848,0.8463607594936708,0.9474938196042095,0.9643794253235481,0.3195874123583553,0.2066500445796608,0.08961176591107602,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,0,1201,0.8860759493670886,0.9035409035409036,0.8920665040209631,0.9035409035409036,0.8941589132648975,0.894602839093988,0.8860759493670886,0.8860607388073094,0.9627444094303815,0.9761397931209251,0.29259687289465014,0.16850515511532702,0.05601176274927723,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,3,2026,0.8607594936708861,0.8913630229419702,0.8501388150510957,0.8913630229419702,0.8651159640045228,0.8675406070476024,0.8607594936708861,0.8596709862004321,0.970455570359411,0.9792675849520317,0.2605529094277215,0.16357982660174783,0.052491633142180305,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,4,2026,0.8987341772151899,0.9123256860098966,0.8858543417366948,0.9123256860098966,0.8966049382716049,0.9029358578874588,0.8987341772151899,0.898441162681669,0.9824052198844674,0.9884620171826194,0.21302214498313307,0.13845794381938595,0.05090345786951239,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,1,2026,0.8481012658227848,0.8693528693528693,0.8603174603174603,0.8693528693528693,0.8626126126126126,0.8541289933694998,0.8481012658227848,0.8485166902888422,0.915755674829418,0.9545384385007026,0.3709890503520301,0.19747050883446157,0.10445662297707718,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,2,2026,0.8481012658227848,0.8704453441295547,0.8525971792225663,0.8704453441295547,0.8598684210526315,0.8468602630925789,0.8481012658227848,0.8463607594936708,0.9474938196042095,0.9643794253235481,0.3195874123583553,0.2066500445796608,0.08961176591107602,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,0,2026,0.8860759493670886,0.9035409035409036,0.8920665040209631,0.9035409035409036,0.8941589132648975,0.894602839093988,0.8860759493670886,0.8860607388073094,0.9627444094303815,0.9761397931209251,0.29259687289465014,0.16850515511532702,0.05601176274927723,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,3,3407,0.8607594936708861,0.8913630229419702,0.8501388150510957,0.8913630229419702,0.8651159640045228,0.8675406070476024,0.8607594936708861,0.8596709862004321,0.970455570359411,0.9792675849520317,0.2605529094277215,0.16357982660174783,0.052491633142180305,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,4,3407,0.8987341772151899,0.9123256860098966,0.8858543417366948,0.9123256860098966,0.8966049382716049,0.9029358578874588,0.8987341772151899,0.898441162681669,0.9824052198844674,0.9884620171826194,0.21302214498313307,0.13845794381938595,0.05090345786951239,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,1,3407,0.8481012658227848,0.8693528693528693,0.8603174603174603,0.8693528693528693,0.8626126126126126,0.8541289933694998,0.8481012658227848,0.8485166902888422,0.915755674829418,0.9545384385007026,0.3709890503520301,0.19747050883446157,0.10445662297707718,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,2,3407,0.8481012658227848,0.8704453441295547,0.8525971792225663,0.8704453441295547,0.8598684210526315,0.8468602630925789,0.8481012658227848,0.8463607594936708,0.9474938196042095,0.9643794253235481,0.3195874123583553,0.2066500445796608,0.08961176591107602,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,0,3407,0.8860759493670886,0.9035409035409036,0.8920665040209631,0.9035409035409036,0.8941589132648975,0.894602839093988,0.8860759493670886,0.8860607388073094,0.9627444094303815,0.9761397931209251,0.29259687289465014,0.16850515511532702,0.05601176274927723,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,3,7319,0.8607594936708861,0.8913630229419702,0.8501388150510957,0.8913630229419702,0.8651159640045228,0.8675406070476024,0.8607594936708861,0.8596709862004321,0.970455570359411,0.9792675849520317,0.2605529094277215,0.16357982660174783,0.052491633142180305,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,4,7319,0.8987341772151899,0.9123256860098966,0.8858543417366948,0.9123256860098966,0.8966049382716049,0.9029358578874588,0.8987341772151899,0.898441162681669,0.9824052198844674,0.9884620171826194,0.21302214498313307,0.13845794381938595,0.05090345786951239,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,1,7319,0.8481012658227848,0.8693528693528693,0.8603174603174603,0.8693528693528693,0.8626126126126126,0.8541289933694998,0.8481012658227848,0.8485166902888422,0.915755674829418,0.9545384385007026,0.3709890503520301,0.19747050883446157,0.10445662297707718,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,2,7319,0.8481012658227848,0.8704453441295547,0.8525971792225663,0.8704453441295547,0.8598684210526315,0.8468602630925789,0.8481012658227848,0.8463607594936708,0.9474938196042095,0.9643794253235481,0.3195874123583553,0.2066500445796608,0.08961176591107602,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,logistic_regression,0,7319,0.8860759493670886,0.9035409035409036,0.8920665040209631,0.9035409035409036,0.8941589132648975,0.894602839093988,0.8860759493670886,0.8860607388073094,0.9627444094303815,0.9761397931209251,0.29259687289465014,0.16850515511532702,0.05601176274927723,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,3,42,0.4936708860759494,0.44984255510571297,0.48484848484848486,0.44984255510571297,0.45917917606491926,0.49136939010356734,0.4936708860759494,0.48459342937846983,0.4710801937412905,0.5809101174129437,1.063331438486126,0.6477515742727408,0.1703712699342424,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,4,42,0.5189873417721519,0.4229869545659019,0.6636418632788869,0.4229869545659019,0.4200980392156863,0.5945691378161686,0.5189873417721519,0.47695457930007445,0.49765611699366213,0.6407500749392568,0.9665415801631064,0.5880473223396553,0.10262073670392072,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,1,42,0.5189873417721519,0.42796092796092794,0.47576015913611824,0.42796092796092794,0.4272427099494769,0.4993233837288355,0.5189873417721519,0.4922468920946127,0.4636631525259989,0.6491268689381897,1.1575187685922521,0.650419707980457,0.1865098049533867,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,2,42,0.5443037974683544,0.4270805218173639,0.5164835164835165,0.4270805218173639,0.40870497306140874,0.5430982519590114,0.5443037974683544,0.4873208839871328,0.5173420466146068,0.662696278230829,1.0054363254259266,0.5915463025414008,0.15163556651352442,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,0,42,0.5822784810126582,0.44871794871794873,0.4145108534046982,0.44871794871794873,0.41708238851095986,0.5013042152689168,0.5822784810126582,0.5226269410717873,0.41957885804933204,0.6178470638376299,0.9985156423553617,0.6160898648867745,0.17293472656513906,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,3,1201,0.4810126582278481,0.4276203328834907,0.45991602382579827,0.4276203328834907,0.4346202966892622,0.4778607706179801,0.4810126582278481,0.4700817393964491,0.4884840285957272,0.6185130249784757,1.0177459697644684,0.6225033635752072,0.12619626738030643,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,4,1201,0.5316455696202531,0.49365721997300954,0.5762108262108262,0.49365721997300954,0.5157418973553075,0.54887482419128,0.5316455696202531,0.5280715597668606,0.5478390373964853,0.6715262199935039,0.9737511062636364,0.5864012088961481,0.08829550740110377,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,1,1201,0.5063291139240507,0.510989010989011,0.4984051036682617,0.510989010989011,0.49292929292929294,0.5277996487190358,0.5063291139240507,0.5089374760260836,0.4757172352349662,0.6654871334116618,1.343578263362665,0.6690188927691454,0.20527154001540251,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,2,1201,0.4810126582278481,0.4209626630679262,0.42073170731707316,0.4209626630679262,0.4137576329375999,0.4583976535967892,0.4810126582278481,0.46506074337107545,0.523237312556176,0.6791265789515087,1.0457194376951526,0.6177564984326077,0.1790294597626365,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,0,1201,0.5189873417721519,0.4017094017094018,0.3496706192358366,0.4017094017094018,0.3689390649876972,0.4320108070245659,0.5189873417721519,0.4658040970225958,0.4769119825216787,0.6624948165042505,0.9722515743862847,0.5881146566162885,0.11423774939575955,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,3,2026,0.4936708860759494,0.43234367971210075,0.5036310820624547,0.43234367971210075,0.44388270980788674,0.5007721794765726,0.4936708860759494,0.4756882671410836,0.45814283417951707,0.60486059777979,1.018153574757253,0.6239382776740305,0.10501811179416473,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,4,2026,0.5569620253164557,0.45335132703553754,0.5389863547758285,0.45335132703553754,0.4462519936204146,0.5478199718706048,0.5569620253164557,0.5136212222154927,0.5338938524380038,0.6810574124499361,0.971886757745642,0.589887346028853,0.19129362070616024,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,1,2026,0.5316455696202531,0.49755799755799757,0.5169990192873488,0.49755799755799757,0.5018985371926549,0.5347884019349419,0.5316455696202531,0.5272441466037893,0.46676123542717257,0.6476760660722926,1.2329191043044558,0.6631121905576961,0.17443558795032277,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,2,2026,0.5822784810126582,0.4655420602789024,0.5753295668549906,0.4655420602789024,0.44783799180403183,0.5833869698920118,0.5822784810126582,0.5291416983197963,0.49906422847468707,0.6550453967319445,0.9640444889567183,0.5773333371501594,0.0892160671179772,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,0,2026,0.4430379746835443,0.3724053724053724,0.38979591836734695,0.3724053724053724,0.37472551602986387,0.4317230689744252,0.4430379746835443,0.43068411133903706,0.3946170505521634,0.5655692054276961,1.3691878153693764,0.7562714850623753,0.2844322496084521,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,3,3407,0.5443037974683544,0.44993252361673414,0.5428571428571428,0.44993252361673414,0.44894704293200527,0.5573236889692585,0.5443037974683544,0.5044886587667591,0.4864417955950732,0.6143865275389349,1.0006100174259513,0.6090348101866465,0.15634355043267872,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,4,3407,0.5822784810126582,0.4574448942869995,0.7407407407407408,0.4574448942869995,0.43529139499315783,0.6765119549929677,0.5822784810126582,0.5176526644637295,0.512938173627478,0.6473655661929968,0.9612435164325952,0.5721347639356729,0.07924856006702968,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,1,3407,0.5316455696202531,0.45848595848595847,0.49460955710955706,0.45848595848595847,0.461978021978022,0.524884925201381,0.5316455696202531,0.5124050632911393,0.47056826842121513,0.6598774391227221,1.1304622255910124,0.6368264997801792,0.19622558962275533,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,2,3407,0.4050632911392405,0.32249212775528563,0.3380471380471381,0.32249212775528563,0.3136419267418481,0.38457997698504026,0.4050632911392405,0.3764677469151172,0.46072134443436524,0.60295439092291,1.8592197409169533,0.922243552045113,0.4383243302066628,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,0,3407,0.46835443037974683,0.37423687423687424,0.40757575757575754,0.37423687423687424,0.37343035215375636,0.4612197928653625,0.46835443037974683,0.4459259207441271,0.4258851308055909,0.5998891307853572,1.0654699048489091,0.6524881902538425,0.16817447567854468,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,3,7319,0.46835443037974683,0.3569500674763833,0.31277672359266284,0.3569500674763833,0.3173643410852713,0.379866932481445,0.46835443037974683,0.4014483367677362,0.4561120830880796,0.6008988800177991,1.004775556410739,0.6167442952826276,0.14559365842222993,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,4,7319,0.569620253164557,0.537471884840306,0.5956521739130435,0.537471884840306,0.5562811791383221,0.5764997248211337,0.569620253164557,0.5652975114096271,0.588832877134119,0.6946720310339609,0.9442572744370732,0.5719012293232817,0.14906035402503245,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,1,7319,0.5443037974683544,0.48229548229548236,0.5249125874125874,0.48229548229548236,0.4886446886446887,0.5409953970080552,0.5443037974683544,0.5265822784810127,0.48486203472313244,0.6687930518119197,1.1084240483369783,0.618514004024706,0.1202657929094013,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,2,7319,0.4936708860759494,0.4107962213225371,0.4984126984126984,0.4107962213225371,0.41099502001757643,0.5058468957203135,0.4936708860759494,0.4577171187050315,0.5199560426573552,0.6618578254283803,0.9936670667054244,0.5973139860957362,0.17751463842140178,79
student_mat,EARLY_WARNING,S0_EARLY_NO_GRADE,mlp,0,7319,0.4050632911392405,0.362026862026862,0.3699078699078699,0.362026862026862,0.3645837290281735,0.3982409995068223,0.4050632911392405,0.4007126113455227,0.4049192463110411,0.5778558181860068,1.8942754765207315,0.8567715367370172,0.4035332258896783,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,3,42,0.6962025316455697,0.6951866846603689,0.7090909090909091,0.6951866846603689,0.7000000000000001,0.6992711929420791,0.6962025316455697,0.6953586497890295,0.8484985832853882,0.8999372636023549,0.5389841737762557,0.365467902979951,0.12539392694874513,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,4,42,0.7974683544303798,0.8165542060278902,0.7846312614114471,0.8165542060278902,0.7962125020948551,0.8045224752126034,0.7974683544303798,0.7977992884917681,0.8500422815147562,0.9202184639770925,0.4973328439007784,0.30999750519279073,0.12157606232552064,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,1,42,0.7341772151898734,0.7313797313797313,0.7531194295900178,0.7313797313797313,0.7329984779299847,0.7451431665876936,0.7341772151898734,0.7315715854574879,0.7772249207948594,0.8736592024327874,0.759129185729631,0.42415281429425916,0.1601224732488784,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,2,42,0.7215189873417721,0.722132253711201,0.740344622697564,0.722132253711201,0.7211751662971175,0.7362530743022181,0.7215189873417721,0.7187614022285217,0.8504048235650532,0.9034408646975859,0.5869863056050817,0.3643367174114425,0.12103151024022074,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,0,42,0.7848101265822784,0.7527472527472527,0.8397435897435898,0.7527472527472527,0.7823400625915031,0.8006329113924051,0.7848101265822784,0.7844122776190067,0.8327825431813684,0.8874928007003479,0.6019660294988476,0.35973031082910284,0.09733879454023475,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,3,1201,0.6708860759493671,0.6601439496176337,0.6843434343434343,0.6601439496176337,0.6672558029928125,0.6795166858457997,0.6708860759493671,0.6697182436876653,0.8180305879454316,0.8845678437305343,0.5875443060122322,0.39432848347107974,0.13826195862458296,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,4,1201,0.759493670886076,0.7861898335582547,0.748975468975469,0.7861898335582547,0.7593820000613705,0.7729760534823826,0.759493670886076,0.7604567589203626,0.8924022411488584,0.9381778282944963,0.4524590541949147,0.3002072460981364,0.07257633478177244,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,1,1201,0.7215189873417721,0.7405372405372406,0.7317460317460317,0.7405372405372406,0.7342342342342342,0.7253767329716697,0.7215189873417721,0.7212257465422023,0.761980671119438,0.8680212868892113,0.8577109107740212,0.3986548409450951,0.13565795535319117,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,2,1201,0.7341772151898734,0.765901934322987,0.7341523341523342,0.765901934322987,0.7427777777777779,0.738235934438466,0.7341772151898734,0.7313502109704642,0.8255121674019786,0.8913730890230758,0.6644411631827017,0.41441168698475755,0.15295327675373102,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,0,1201,0.7341772151898734,0.7271062271062271,0.7518939393939394,0.7271062271062271,0.7328735632183907,0.7415132336018412,0.7341772151898734,0.7327106067219553,0.8536223303809866,0.8997223950054138,0.5706812628611275,0.35432559259310475,0.07697746806768761,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,3,2026,0.7215189873417721,0.7208277103013945,0.7352380952380951,0.7208277103013945,0.727483920181689,0.7228571428571428,0.7215189873417721,0.7217000354854362,0.8172423625957324,0.8868556343090549,0.5597307249368709,0.3696232652903915,0.100685178198434,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,4,2026,0.7721518987341772,0.7868645973909132,0.7703349282296651,0.7868645973909132,0.7731768145854833,0.781236751256738,0.7721518987341772,0.7728344502357904,0.885546785073107,0.9297747394774002,0.4810501660716134,0.3080037288864291,0.08254187196754348,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,1,2026,0.6835443037974683,0.6843711843711845,0.6965352449223418,0.6843711843711845,0.6869095816464238,0.6880699605281068,0.6835443037974683,0.682758502878423,0.7270516729231314,0.8505603934849217,0.9327748831808091,0.4648840798242143,0.18327802674910748,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,2,2026,0.7468354430379747,0.7518218623481783,0.7583333333333334,0.7518218623481783,0.7545299145299146,0.7474683544303797,0.7468354430379747,0.7465368386887374,0.8642240577014161,0.9091613396654936,0.5027971337318903,0.3280869241411053,0.0703007284820744,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,0,2026,0.6962025316455697,0.652014652014652,0.7823529411764706,0.652014652014652,0.6897672375933247,0.7270290394638869,0.6962025316455697,0.6912393055486066,0.760393970027948,0.8377479438800194,0.8670522524612413,0.465917312814584,0.18121222143600535,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,3,3407,0.7215189873417721,0.6898785425101215,0.7549407114624507,0.6898785425101215,0.7129120879120879,0.7338269875419022,0.7215189873417721,0.7196063430240647,0.816073686375223,0.8933066978099312,0.5625398595905392,0.37101779580930566,0.0846023582731072,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,4,3407,0.7721518987341772,0.7868645973909132,0.7704890244936012,0.7868645973909132,0.7755156288990875,0.7760961291506147,0.7721518987341772,0.7719170522063832,0.8718804533073875,0.9223265801832451,0.49391153385081366,0.3140099530601693,0.08811217539015483,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,1,3407,0.759493670886076,0.7442002442002442,0.7715576820839979,0.7442002442002442,0.752987012987013,0.7630932913411261,0.759493670886076,0.7580404405720861,0.788754237786517,0.8841442624461493,0.6368161069569469,0.3594546856243065,0.12746717686409353,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,2,3407,0.6708860759493671,0.6923976608187136,0.691468253968254,0.6923976608187136,0.6720899470899471,0.6941681735985533,0.6708860759493671,0.6655515370705244,0.7870421904659953,0.8663681459044557,1.1983898604458842,0.5407813111175003,0.2554271341388604,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,0,3407,0.7215189873417721,0.6862026862026861,0.7937321937321937,0.6862026862026861,0.7192252192252192,0.7451476793248946,0.7215189873417721,0.7211080059181325,0.8053786886927545,0.8721680834888383,0.6762466196670235,0.3984644540538149,0.1115394831468224,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,3,7319,0.6835443037974683,0.6676113360323886,0.6902814258911819,0.6676113360323886,0.677427933198596,0.6851772864369345,0.6835443037974683,0.683170656501665,0.7858490025707022,0.8730957827467473,0.6106809479211174,0.394371599257014,0.06291207928699381,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,4,7319,0.759493670886076,0.7915429599640126,0.7571428571428571,0.7915429599640126,0.7627164836068946,0.7761301989150091,0.759493670886076,0.7600540977946908,0.8738046843291128,0.918580680882147,0.5282563606106875,0.3574416357655466,0.12776152621177322,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,1,7319,0.7721518987341772,0.7527472527472527,0.8008547008547008,0.7527472527472527,0.7683150183150182,0.7805907172995781,0.7721518987341772,0.77124773960217,0.7847292325585129,0.8816947727325086,0.6583415782804306,0.38007858868609645,0.13757224471782123,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,2,7319,0.7468354430379747,0.770625281151597,0.7557017543859649,0.770625281151597,0.7515669515669515,0.7587941372418388,0.7468354430379747,0.7436113815860651,0.865703641076979,0.9102126325074075,0.5678113750049271,0.3595668579811656,0.11070318949279005,79
student_mat,EARLY_WARNING,S1_MID_G1_ONLY,mlp,0,7319,0.6582278481012658,0.6263736263736264,0.7167508417508417,0.6263736263736264,0.6562135598867234,0.6755050505050505,0.6582278481012658,0.655725934501104,0.7615031768697275,0.8430950077176492,1.1702769957634225,0.5206149297549802,0.2400965879889763,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,mlp,3,42,0.8607594936708861,0.8698155645524066,0.8731623931623931,0.8698155645524066,0.8713352007469654,0.8606815968841285,0.8607594936708861,0.8605467503457078,0.9626293611704918,0.9729631200783592,0.2721617700317832,0.176340322716268,0.0737216127063025,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,mlp,4,42,0.810126582278481,0.8387764282501124,0.7982128982128982,0.8387764282501124,0.8116287468400145,0.8195243574990412,0.810126582278481,0.8097700124799428,0.9556097520697077,0.9704497891194824,0.3246803611124349,0.21565154519998492,0.11042474640989745,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,mlp,1,42,0.8481012658227848,0.8693528693528693,0.8758832565284177,0.8693528693528693,0.8692727815534833,0.858647844601295,0.8481012658227848,0.8498685227532663,0.9326448102312698,0.9528733844771581,0.458648726856088,0.23069602791932653,0.0784430795700698,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,mlp,2,42,0.7848101265822784,0.7753936122357175,0.84593837535014,0.7753936122357175,0.7947773068061762,0.8044888841612594,0.7848101265822784,0.7776394510175839,0.929904116847014,0.9512007631486826,0.43795094360225506,0.27514086167931295,0.13259974984302159,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,mlp,0,42,0.8354430379746836,0.8345543345543346,0.8506571087216249,0.8345543345543346,0.8383085919928025,0.8423506193003948,0.8354430379746836,0.835201147952647,0.945689335253873,0.9629996313958579,0.3628988375938693,0.23323439932605955,0.10759329195163916,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,mlp,3,1201,0.8607594936708861,0.8832658569500674,0.8577327327327328,0.8832658569500674,0.8674747474747475,0.8622134793020869,0.8607594936708861,0.8595320291522823,0.9527986304283506,0.9678317638009853,0.3068634818924492,0.200232388797598,0.05104269612610909,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,mlp,4,1201,0.8987341772151899,0.9123256860098966,0.8816267247639796,0.9123256860098966,0.8935899879296105,0.9051322357353632,0.8987341772151899,0.8991563593904173,0.9776545645338426,0.9859227039605397,0.22823710182624546,0.1460579880437884,0.051353649949269366,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,mlp,1,1201,0.8734177215189873,0.8864468864468865,0.8949984467225848,0.8864468864468865,0.8892492173193927,0.8785376384677999,0.8734177215189873,0.8746247731590836,0.9142113040104235,0.9490997995714977,0.5475651109775875,0.21335413285485347,0.08618399177106181,79
student_mat,EARLY_WARNING,S2_LATE_G1_G2,mlp,2,1201,0.810126582278481,0.8266306792622582,0.812095312095312,0.8266306792622582,0.8151154401154401,0.8142574724853207,0.810126582278481,0.808962134911502,0.9314562851480964,0.9547337784197297,0.41239064819047366,0.2441254740117371,0.08534636228515127,79
