candidate_id,seed,outer_fold,records,macro_f1,accuracy,balanced_accuracy,class_collapse
A1,42,0,64,0.8566701497735981,0.84375,0.8533026113671275,False
A1,42,1,63,0.8812865497076023,0.8888888888888888,0.888888888888889,False
A1,42,2,63,0.8855859245829484,0.873015873015873,0.8934971838197644,False
A1,42,3,63,0.9043478260869565,0.9047619047619048,0.8963831867057674,False
A1,42,4,63,0.8304049998965253,0.8253968253968254,0.8580645161290322,False
A1,123,0,64,0.8417284696354463,0.828125,0.8271889400921659,False
A1,123,1,63,0.3055555555555555,0.5238095238095238,0.38095238095238093,True
A1,123,2,63,0.8383251797885944,0.8253968253968254,0.8365684494716753,False
A1,123,3,63,0.9041055718475074,0.9047619047619048,0.8912628590047945,False
A1,123,4,63,0.8451980118646785,0.8412698412698413,0.8865591397849463,False
A1,155,0,64,0.8417284696354463,0.828125,0.8271889400921659,False
A1,155,1,63,0.49641025641025643,0.6666666666666666,0.5380952380952381,True
A1,155,2,63,0.8801587301587301,0.873015873015873,0.8986175115207372,False
A1,155,3,63,0.8286842241961456,0.8412698412698413,0.8091514220546477,False
A1,155,4,63,0.8627123363965469,0.8571428571428571,0.8913978494623657,False
A2,42,0,64,0.847941108810674,0.828125,0.8390937019969278,False
A2,42,1,63,0.8148728665970046,0.8095238095238095,0.8190476190476191,False
A2,42,2,63,0.865167352972231,0.8571428571428571,0.8631941535167341,False
A2,42,3,63,0.9041055718475074,0.9047619047619048,0.8912628590047945,False
A2,42,4,63,0.8840115198810851,0.873015873015873,0.8732974910394264,False
A2,123,0,64,0.9042735042735043,0.890625,0.8991295442908346,False
A2,123,1,63,0.8615334947538337,0.8571428571428571,0.8690476190476191,False
A2,123,2,63,0.8458477291645287,0.8412698412698413,0.8524414653446911,False
A2,123,3,63,0.9041055718475074,0.9047619047619048,0.8912628590047945,False
A2,123,4,63,0.7445326278659611,0.746031746031746,0.7525089605734768,False
A2,155,0,64,0.8757208579018986,0.859375,0.8708397337429595,False
A2,155,1,63,0.7967038809144071,0.7936507936507936,0.8079365079365078,False
A2,155,2,63,0.8383838383838383,0.8412698412698413,0.8422008099427454,False
A2,155,3,63,0.890869939707149,0.8888888888888888,0.8753898431317787,False
A2,155,4,63,0.9031339031339032,0.8888888888888888,0.9010752688172042,False
M1,42,0,64,0.9201228878648232,0.90625,0.9201228878648232,False
M1,42,1,63,0.919226159904126,0.9206349206349206,0.9111111111111111,False
M1,42,2,63,0.8571428571428571,0.8571428571428571,0.8487641390867197,False
M1,42,3,63,0.9043478260869565,0.9047619047619048,0.8963831867057674,False
M1,42,4,63,0.8855218855218855,0.873015873015873,0.8784946236559139,False
M1,123,0,64,0.9201228878648232,0.90625,0.9201228878648232,False
M1,123,1,63,0.919226159904126,0.9206349206349206,0.9111111111111111,False
M1,123,2,63,0.8571428571428571,0.8571428571428571,0.8487641390867197,False
M1,123,3,63,0.9043478260869565,0.9047619047619048,0.8963831867057674,False
M1,123,4,63,0.8855218855218855,0.873015873015873,0.8784946236559139,False
M1,155,0,64,0.9201228878648232,0.90625,0.9201228878648232,False
M1,155,1,63,0.919226159904126,0.9206349206349206,0.9111111111111111,False
M1,155,2,63,0.8571428571428571,0.8571428571428571,0.8487641390867197,False
M1,155,3,63,0.9043478260869565,0.9047619047619048,0.8963831867057674,False
M1,155,4,63,0.8855218855218855,0.873015873015873,0.8784946236559139,False
M2,42,0,64,0.9074850679883086,0.890625,0.9093701996927802,False
M2,42,1,63,0.8637140637140637,0.8571428571428571,0.8428571428571429,False
M2,42,2,63,0.8562271062271063,0.8571428571428571,0.8436438113857468,False
M2,42,3,63,0.9171220400728597,0.9206349206349206,0.9071358748778104,False
M2,42,4,63,0.8996368326375453,0.8888888888888888,0.8958781362007168,False
M2,123,0,64,0.9074850679883086,0.890625,0.9093701996927802,False
M2,123,1,63,0.8637140637140637,0.8571428571428571,0.8428571428571429,False
M2,123,2,63,0.8562271062271063,0.8571428571428571,0.8436438113857468,False
M2,123,3,63,0.9171220400728597,0.9206349206349206,0.9071358748778104,False
M2,123,4,63,0.8996368326375453,0.8888888888888888,0.8958781362007168,False
M2,155,0,64,0.9074850679883086,0.890625,0.9093701996927802,False
M2,155,1,63,0.8637140637140637,0.8571428571428571,0.8428571428571429,False
M2,155,2,63,0.8562271062271063,0.8571428571428571,0.8436438113857468,False
M2,155,3,63,0.9171220400728597,0.9206349206349206,0.9071358748778104,False
M2,155,4,63,0.8996368326375453,0.8888888888888888,0.8958781362007168,False
N0,42,0,64,0.9074850679883086,0.890625,0.9093701996927802,False
N0,42,1,63,0.8812865497076023,0.8888888888888888,0.888888888888889,False
N0,42,2,63,0.8038197097020627,0.8095238095238095,0.7909044360657265,False
N0,42,3,63,0.9171220400728597,0.9206349206349206,0.9071358748778104,False
N0,42,4,63,0.900504678323396,0.8888888888888888,0.9017921146953404,False
N0,123,0,64,0.8766887742569395,0.859375,0.8759600614439323,False
N0,123,1,63,0.8148728665970046,0.8095238095238095,0.8190476190476191,False
N0,123,2,63,0.8509469696969697,0.8412698412698413,0.8473211376437183,False
N0,123,3,63,0.7342995169082126,0.7936507936507936,0.7182423311455569,False
N0,123,4,63,0.8137907492746203,0.8095238095238095,0.8354838709677419,False
N0,155,0,64,0.8766887742569395,0.859375,0.8759600614439323,False
N0,155,1,63,0.8148728665970046,0.8095238095238095,0.8190476190476191,False
N0,155,2,63,0.8535353535353535,0.8412698412698413,0.8575617930456639,False
N0,155,3,63,0.9043478260869565,0.9047619047619048,0.8963831867057674,False
N0,155,4,63,0.7974164101919895,0.7936507936507936,0.8247311827956989,False
N1,42,0,64,0.8522222923371405,0.828125,0.864695340501792,False
N1,42,1,63,0.744004144004144,0.7301587301587301,0.7944444444444444,False
N1,42,2,63,0.848265169740711,0.8412698412698413,0.8771121351766512,False
