candidate_id,seed,outer_fold,records,macro_f1,accuracy,balanced_accuracy,class_collapse
N1,42,3,63,0.8538095238095238,0.8412698412698413,0.8533724340175953,False
N1,42,4,63,0.7671554252199414,0.7619047619047619,0.8150537634408602,False
N1,123,0,64,0.8766887742569395,0.859375,0.8759600614439323,False
N1,123,1,63,0.8410493827160495,0.8412698412698413,0.8555555555555556,False
N1,123,2,63,0.8615334947538337,0.8571428571428571,0.8878648233486942,False
N1,123,3,63,0.8538095238095238,0.8412698412698413,0.8533724340175953,False
N1,123,4,63,0.8137538068572551,0.8095238095238095,0.8650537634408603,False
N1,155,0,64,0.8916666666666666,0.875,0.8883768561187916,False
N1,155,1,63,0.801196177082702,0.8095238095238095,0.8333333333333334,False
N1,155,2,63,0.8582905982905983,0.8571428571428571,0.8725038402457758,False
N1,155,3,63,0.8675324675324675,0.8571428571428571,0.8836754643206256,False
N1,155,4,63,0.8141910956666369,0.8095238095238095,0.8591397849462364,False
N2,42,0,64,0.8916666666666666,0.875,0.8883768561187916,False
N2,42,1,63,0.8064102564102563,0.8095238095238095,0.8142857142857144,False
N2,42,2,63,0.8406810035842294,0.8412698412698413,0.8524414653446911,False
N2,42,3,63,0.8539296659913771,0.873015873015873,0.8357771260997068,False
N2,42,4,63,0.7787029780564264,0.7777777777777778,0.8021505376344086,False
N2,123,0,64,0.9074850679883086,0.890625,0.9093701996927802,False
N2,123,1,63,0.795351128887343,0.7936507936507936,0.8412698412698413,False
N2,123,2,63,0.8597223636425347,0.8571428571428571,0.8683144812177069,False
N2,123,3,63,0.7590486807878113,0.8253968253968254,0.744868035190616,False
N2,123,4,63,0.8282430213464695,0.8253968253968254,0.8698924731182797,False
N2,155,0,64,0.847941108810674,0.828125,0.8390937019969278,False
N2,155,1,63,0.8077702702702704,0.8095238095238095,0.8047619047619049,False
N2,155,2,63,0.8235673930589185,0.8253968253968254,0.8468091048736209,False
N2,155,3,63,0.7594150459822101,0.8253968253968254,0.7397477074896429,False
N2,155,4,63,0.8790671693897499,0.873015873015873,0.8681003584229391,False
N3,42,0,64,0.894949494949495,0.875,0.8986175115207372,False
N3,42,1,63,0.16666666666666666,0.3333333333333333,0.3333333333333333,True
N3,42,2,63,0.8677387914230019,0.8571428571428571,0.8929851510496672,False
N3,42,3,63,0.9043478260869565,0.9047619047619048,0.8963831867057674,False
N3,42,4,63,0.7787029780564264,0.7777777777777778,0.8021505376344086,False
N3,123,0,64,0.8773201118738877,0.859375,0.8810803891449052,False
N3,123,1,63,0.8059368565545642,0.8095238095238095,0.8666666666666667,False
N3,123,2,63,0.8389422008974189,0.8253968253968254,0.8561187916026626,False
N3,123,3,63,0.8664160401002506,0.8571428571428571,0.8641251221896383,False
N3,123,4,63,0.795351128887343,0.7936507936507936,0.8483870967741934,False
N3,155,0,64,0.8773201118738877,0.859375,0.8810803891449052,False
N3,155,1,63,0.16666666666666666,0.3333333333333333,0.3333333333333333,True
N3,155,2,63,0.8389422008974189,0.8253968253968254,0.8561187916026626,False
N3,155,3,63,0.9272819730485633,0.9206349206349206,0.946236559139785,False
N3,155,4,63,0.8027210884353742,0.7936507936507936,0.8602150537634409,False
R0,42,0,64,0.9074850679883086,0.890625,0.9093701996927802,False
R0,42,1,63,0.919226159904126,0.9206349206349206,0.9111111111111111,False
R0,42,2,63,0.8571428571428571,0.8571428571428571,0.8487641390867197,False
R0,42,3,63,0.9043478260869565,0.9047619047619048,0.8963831867057674,False
R0,42,4,63,0.900504678323396,0.8888888888888888,0.9017921146953404,False
R0,123,0,64,0.9074850679883086,0.890625,0.9093701996927802,False
R0,123,1,63,0.919226159904126,0.9206349206349206,0.9111111111111111,False
R0,123,2,63,0.8571428571428571,0.8571428571428571,0.8487641390867197,False
R0,123,3,63,0.9043478260869565,0.9047619047619048,0.8963831867057674,False
R0,123,4,63,0.900504678323396,0.8888888888888888,0.9017921146953404,False
R0,155,0,64,0.9074850679883086,0.890625,0.9093701996927802,False
R0,155,1,63,0.919226159904126,0.9206349206349206,0.9111111111111111,False
R0,155,2,63,0.8571428571428571,0.8571428571428571,0.8487641390867197,False
R0,155,3,63,0.9043478260869565,0.9047619047619048,0.8963831867057674,False
R0,155,4,63,0.900504678323396,0.8888888888888888,0.9017921146953404,False
