candidate_id,outer_fold,trial_number,state,value,resolved_config,actual_fit_stages,runtime_seconds,failure_or_prune_reason,parameter_count,selected_epoch,epochs_ran,refit_epochs,hit_epoch_cap
M1,0,0,COMPLETE,0.8515903953945133,"{""candidate_id"": ""M1"", ""fixed_constants"": {""class_weight"": null, ""features"": [""G1"", ""G2""], ""outer_refit"": ""full_outer_train"", ""preprocessing"": ""fold_train_minmax"", ""random_state"": 42}, ""parameters"": {""max_depth"": 5, ""max_features"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200}, ""schema_version"": ""strategy_b_phase_c_ml_resolved_v1""}",3,0.66487589999997,,,,,,
M1,0,1,COMPLETE,0.8515903953945133,"{""candidate_id"": ""M1"", ""fixed_constants"": {""class_weight"": null, ""features"": [""G1"", ""G2""], ""outer_refit"": ""full_outer_train"", ""preprocessing"": ""fold_train_minmax"", ""random_state"": 42}, ""parameters"": {""max_depth"": 5, ""max_features"": null, ""min_samples_leaf"": 1, ""n_estimators"": 200}, ""schema_version"": ""strategy_b_phase_c_ml_resolved_v1""}",3,0.6727062999998452,,,,,,
M1,0,2,COMPLETE,0.8865178544953672,"{""candidate_id"": ""M1"", ""fixed_constants"": {""class_weight"": null, ""features"": [""G1"", ""G2""], ""outer_refit"": ""full_outer_train"", ""preprocessing"": ""fold_train_minmax"", ""random_state"": 42}, ""parameters"": {""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 4, ""n_estimators"": 100}, ""schema_version"": ""strategy_b_phase_c_ml_resolved_v1""}",3,0.3377823000009812,,,,,,
M1,0,3,COMPLETE,0.858449228569136,"{""candidate_id"": ""M1"", ""fixed_constants"": {""class_weight"": null, ""features"": [""G1"", ""G2""], ""outer_refit"": ""full_outer_train"", ""preprocessing"": ""fold_train_minmax"", ""random_state"": 42}, ""parameters"": {""max_depth"": null, ""max_features"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}, ""schema_version"": ""strategy_b_phase_c_ml_resolved_v1""}",3,0.9877560999993875,,,,,,
M1,0,4,COMPLETE,0.8608560110543038,"{""candidate_id"": ""M1"", ""fixed_constants"": {""class_weight"": null, ""features"": [""G1"", ""G2""], ""outer_refit"": ""full_outer_train"", ""preprocessing"": ""fold_train_minmax"", ""random_state"": 42}, ""parameters"": {""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}, ""schema_version"": ""strategy_b_phase_c_ml_resolved_v1""}",3,0.6552356000011059,,,,,,
M1,0,5,COMPLETE,0.858449228569136,"{""candidate_id"": ""M1"", ""fixed_constants"": {""class_weight"": null, ""features"": [""G1"", ""G2""], ""outer_refit"": ""full_outer_train"", ""preprocessing"": ""fold_train_minmax"", ""random_state"": 42}, ""parameters"": {""max_depth"": 8, ""max_features"": null, ""min_samples_leaf"": 1, ""n_estimators"": 300}, ""schema_version"": ""strategy_b_phase_c_ml_resolved_v1""}",3,1.0028970999992453,,,,,,
M1,0,6,COMPLETE,0.8594307032348212,"{""candidate_id"": ""M1"", ""fixed_constants"": {""class_weight"": null, ""features"": [""G1"", ""G2""], ""outer_refit"": ""full_outer_train"", ""preprocessing"": ""fold_train_minmax"", ""random_state"": 42}, ""parameters"": {""max_depth"": null, ""max_features"": null, ""min_samples_leaf"": 2, ""n_estimators"": 300}, ""schema_version"": ""strategy_b_phase_c_ml_resolved_v1""}",3,1.015210699999443,,,,,,
M1,0,7,COMPLETE,0.858449228569136,"{""candidate_id"": ""M1"", ""fixed_constants"": {""class_weight"": null, ""features"": [""G1"", ""G2""], ""outer_refit"": ""full_outer_train"", ""preprocessing"": ""fold_train_minmax"", ""random_state"": 42}, ""parameters"": {""max_depth"": 8, ""max_features"": null, ""min_samples_leaf"": 1, ""n_estimators"": 100}, ""schema_version"": ""strategy_b_phase_c_ml_resolved_v1""}",3,0.3479096999999456,,,,,,
M1,0,8,COMPLETE,0.8608560110543038,"{""candidate_id"": ""M1"", ""fixed_constants"": {""class_weight"": null, ""features"": [""G1"", ""G2""], ""outer_refit"": ""full_outer_train"", ""preprocessing"": ""fold_train_minmax"", ""random_state"": 42}, ""parameters"": {""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""n_estimators"": 200}, ""schema_version"": ""strategy_b_phase_c_ml_resolved_v1""}",3,0.6585371000001032,,,,,,
M1,0,9,COMPLETE,0.8685342480435178,"{""candidate_id"": ""M1"", ""fixed_constants"": {""class_weight"": null, ""features"": [""G1"", ""G2""], ""outer_refit"": ""full_outer_train"", ""preprocessing"": ""fold_train_minmax"", ""random_state"": 42}, ""parameters"": {""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""n_estimators"": 100}, ""schema_version"": ""strategy_b_phase_c_ml_resolved_v1""}",3,0.39076120000027004,,,,,,
