candidate_id,seed,records,accuracy,balanced_accuracy,macro_f1,weighted_f1,class_collapse,probability_available,confusion_matrix,nll,brier,ece,macro_pr_auc
B-H1,42,649,0.8751926040061633,0.8464226840522541,0.8469612236583831,0.8752262956191373,False,True,"[[78, 22, 0], [23, 378, 17], [0, 19, 112]]",0.3019479609274603,0.17506259199965257,0.05724424270709234,0.9273127080905406
B-H1,2026,649,0.8875192604006163,0.8471111679267566,0.8568396857782865,0.886450114394838,False,True,"[[73, 27, 0], [18, 387, 13], [0, 15, 116]]",0.2877360166896701,0.1633634813159639,0.035257068363654005,0.9250614305360784
B-H1,3407,649,0.8690292758089369,0.8096470530942207,0.8271895608332382,0.8654148005015136,False,True,"[[62, 38, 0], [13, 386, 19], [0, 15, 116]]",0.30389411050384224,0.17580610085529322,0.05054997360026704,0.9232279351634262
B-RF0,42,649,0.901386748844376,0.8554159513982736,0.8698054388209258,0.8993650161615951,False,True,"[[70, 30, 0], [14, 394, 10], [0, 10, 121]]",0.44245648245725727,0.1451034509278,0.021642798192321337,0.9315019450977667
B-RF0,2026,649,0.8998459167950693,0.8495467328974762,0.8663406485980508,0.8973194819247822,False,True,"[[68, 32, 0], [13, 395, 10], [0, 10, 121]]",0.44162672478102694,0.14394350231888078,0.016951276404541228,0.9324648967580043
B-RF0,3407,649,0.8983050847457628,0.8512851698990711,0.8653997778016701,0.8961783024805224,False,True,"[[69, 31, 0], [15, 393, 10], [0, 10, 121]]",0.4403927585588964,0.14338554760330371,0.025894531665700576,0.9323426954558665
