group_feature_dim,action_feature_dim,group_hidden_dim,action_embedding_dim,dropout,learning_rate,weight_decay,recommendability_loss_weight,listwise_loss_weight,candidate_binary_loss_weight,consistency_loss_weight,focal_gamma,trial_index,config_id,outer_fold,fixed_epoch,mean_best_epoch,mean_validation_loss,end_to_end_precision_at_1,positive_group_coverage,stage_a_precision,stage_a_recall,stage_b_conditional_precision_at_1,conditional_precision_at_1_all_positive,ndcg_at_3,mrr,abstention_rate,action_diversity,top_action_concentration,worst_stage_precision,selection_target_met
110,8,64,8,0.1,0.001,0.0001,1.0,1.0,1.0,0.25,0.0,0,531b87055aa5ea10,1,13,13.333333333333334,1.9251277842604961,0.6467185761957731,0.5013676588897827,0.6932146829810901,0.5013676588897827,0.9329268292682927,0.933869670152856,0.9703620277260161,0.9648163046393136,0.7683467326324469,4,0.46918798665183536,0.6194144838212635,False
110,8,64,16,0.1,0.001,0.0001,1.0,1.0,2.0,0.5,0.0,1,3860b1b10e41dabf,1,18,16.0,2.5517090854432674,0.6486126526082131,0.5002413515687852,0.6901220865704772,0.5002413515687852,0.9398520424573817,0.9312952534191472,0.9693955577808464,0.9635961383748994,0.7678313749742322,4,0.42241953385127634,0.6247969680563076,False
110,8,96,16,0.1,0.001,0.0001,1.0,1.0,2.0,1.0,0.0,2,5dcd32bc88a5fd7c,1,11,10.333333333333334,2.72482859265012,0.6557193923145666,0.5002413515687852,0.6945933869526363,0.5002413515687852,0.944033451270505,0.9359613837489944,0.970518613915155,0.9656208098685976,0.769325912183055,4,0.403485254691689,0.6180048661800487,False
110,8,96,16,0.2,0.001,0.0001,2.0,1.0,2.0,0.5,0.0,3,2af84a46e02f74c9,1,14,14.666666666666666,3.2809689522114796,0.6492321388827065,0.5005631536604987,0.6924104162029824,0.5005631536604987,0.9376406300225008,0.9298471440064361,0.9687028658653237,0.9627245910431751,0.7684498041640899,4,0.4057422657467171,0.6254019292604501,False
110,8,64,8,0.2,0.0003,0.0001,1.0,1.0,2.0,1.0,1.0,4,65a3ef7a435ae488,1,43,42.666666666666664,2.19560106208738,0.6556792873051225,0.5002413515687852,0.6924276169265033,0.5002413515687852,0.9469282727565134,0.9329042638777152,0.9701348956385484,0.9643738267632074,0.7686044114615543,4,0.389086859688196,0.6371398078975453,False
110,8,64,16,0.2,0.0003,0.0001,2.0,1.0,2.0,1.0,1.0,5,4954afbe40f22939,1,48,50.666666666666664,2.917805857863144,0.6439779005524862,0.5021721641190667,0.6897237569060773,0.5021721641190667,0.9336751041332906,0.933065164923572,0.9703360630165181,0.9646419951729687,0.7668006596578025,4,0.3765745856353591,0.6175595238095238,False
110,8,96,8,0.1,0.0003,0.0001,1.0,1.0,4.0,0.5,1.0,6,b8557c691132ebfa,1,23,21.0,2.597431455021225,0.6508744742085455,0.5041029766693483,0.6936019481957051,0.5041029766693483,0.9383977018831791,0.9311343523732905,0.9688825003716379,0.9632877447036738,0.7672129457843744,4,0.3998228912995351,0.6281512605042017,False
110,8,96,16,0.2,0.0003,0.0001,2.0,1.0,4.0,1.0,1.0,7,bd586930891797b8,1,37,34.666666666666664,3.4952411182359993,0.6547326023718952,0.5013676588897827,0.6972477064220184,0.5013676588897827,0.9390243902439024,0.9308125502815768,0.9691524864786668,0.9632475194422097,0.7696866625438055,4,0.4164242559856791,0.6285714285714286,False
110,8,64,8,0.1,0.0003,0.0001,2.0,1.0,4.0,2.0,2.0,8,f0c526b34b18f389,1,31,31.0,3.341821281413392,0.6388276773909211,0.5015285599356396,0.6868664609960335,0.5015285599356396,0.9300609560474815,0.9298471440064361,0.9685070213540798,0.9627379994636631,0.7661306947021232,4,0.36359629792860293,0.6111403047819233,False
110,8,64,16,0.2,0.001,0.0001,1.0,1.0,4.0,2.0,2.0,9,706c84c678f2e548,1,18,16.333333333333332,2.593126621403174,0.6491228070175439,0.5002413515687852,0.6904286031534532,0.5002413515687852,0.9401736892891605,0.9325824617860016,0.9702220057769669,0.9642531509788147,0.7679344465058751,4,0.38951809904508106,0.6135922330097088,False
110,8,96,8,0.2,0.001,0.0001,2.0,1.0,4.0,2.0,2.0,10,20725458d4b36f0e,1,11,11.666666666666666,3.3307437502076556,0.6425897379431843,0.5015285599356396,0.6864126844307421,0.5015285599356396,0.9361565607956368,0.9303298471440065,0.9690148771016878,0.9630329847144007,0.7659760874046588,4,0.3871393966086765,0.6261160714285714,False
110,8,96,16,0.1,0.0003,0.0001,2.0,1.0,4.0,2.0,2.0,11,50828303b250b19d,1,23,24.0,3.3499124554667676,0.6336763739873001,0.5010458567980692,0.68184804028903,0.5010458567980692,0.9293513166345536,0.9280772325020112,0.9677567904340733,0.9617591847680345,0.7646361574933004,4,0.3978541712283775,0.6059686393525544,False
