candidate,outer_fold,seed,epoch,encoder_frozen,train_loss,classification_loss,regression_loss,ordinal_loss,validation_macro_f1,validation_nll,gradient_norm,encoder_learning_rate,head_learning_rate,transfer_method
cnn_bilstm_v5_1,0,42,11,False,0.3501950830221176,0.33453789800405503,0.15657184794545173,0.8427288949489593,0.8299900605403452,0.3852327205415865,2.8275999188423158,0.0006242624255136651,0.0006242624255136651,
cnn_bilstm_v5_1,0,42,12,False,0.2988950550556183,0.283588345348835,0.15306710228323936,0.8513963460922241,0.8355188602881657,0.35358392230957536,2.633432775735855,0.0005113470254575889,0.0005113470254575889,
cnn_bilstm_v5_1,0,42,13,False,0.32979129552841185,0.31453955471515654,0.15251746103167535,0.8566334307193756,0.8508483853311439,0.3306007656397331,2.686110723018646,0.0004040625189865662,0.0004040625189865662,
cnn_bilstm_v5_1,0,42,14,False,0.3117228835821152,0.29635017812252046,0.1537270352244377,0.8802804172039032,0.8508483853311439,0.32317326765067367,2.198083198070526,0.0003050506067067767,0.0003050506067067767,
cnn_bilstm_v5_1,0,42,15,False,0.3190684989094734,0.3039385125041008,0.1512999266386032,0.8646818459033966,0.8206896551724139,0.3297434192507609,3.121453285217285,0.00021674929050024603,0.00021674929050024603,
cnn_bilstm_v5_1,0,42,16,False,0.2744594722986221,0.2596177741885185,0.14841700941324235,0.8718916833400726,0.8508483853311439,0.34596690820379966,2.477183961868286,0.00014133284182724608,0.00014133284182724608,
cnn_bilstm_v5_1,0,42,17,False,0.3025441586971283,0.28802832812070844,0.14515828862786292,0.8754993498325347,0.8508483853311439,0.3374562895092357,2.9550951600074766,8.065826394694923e-05,8.065826394694923e-05,
cnn_bilstm_v5_1,0,42,18,False,0.2879306197166443,0.27401798516511916,0.13912634253501893,0.8754036784172058,0.8508483853311439,0.33312426126177336,3.1853084564208984,3.621956633414751e-05,3.621956633414751e-05,
cnn_bilstm_v5_1,0,42,19,False,0.26628019362688066,0.25236417055130006,0.13916019052267076,0.8808270931243897,0.8508483853311439,0.3336289234532274,2.7465984225273132,9.110977207649946e-06,9.110977207649946e-06,
cnn_bilstm_v5_1,0,42,20,False,0.28840461522340777,0.2737022817134857,0.1470233306288719,0.883934062719345,0.8508483853311439,0.333578609331443,2.8794316053390503,0.0,0.0,
cnn_bilstm_v5_1,0,1201,1,False,1.1378546237945557,1.0938740134239198,0.43980599343776705,0.6770632803440094,0.40126115906036497,1.023964262077951,0.9321423470973969,0.0014709457573137213,0.0014709457573137213,
cnn_bilstm_v5_1,0,1201,2,False,1.0261217296123504,0.9836051106452942,0.4251662939786911,0.67884840965271,0.5441757730760289,0.8668448679395047,1.0714722394943237,0.0014438371681872238,0.0014438371681872238,
cnn_bilstm_v5_1,0,1201,3,False,0.8252432227134705,0.791752940416336,0.3349028840661049,0.6759585976600647,0.5990740740740741,0.7382848153526745,1.5035151958465576,0.0013993984705744221,0.0013993984705744221,
cnn_bilstm_v5_1,0,1201,4,False,0.6288863539695739,0.6073554277420044,0.2153092548251152,0.6882935702800751,0.6587601078167116,0.6437163091668833,1.504165279865265,0.0013387238926941254,0.0013387238926941254,
cnn_bilstm_v5_1,0,1201,5,False,0.5539304345846177,0.5352076709270477,0.18722763806581497,0.7067508697509766,0.760498582357032,0.508039387231973,1.5874741137027741,0.0012633074440211254,0.0012633074440211254,
cnn_bilstm_v5_1,0,1201,6,False,0.48565037846565245,0.46618721187114714,0.19463165253400802,0.7121291756629944,0.7993464052287583,0.44355846267440124,inf,0.0011750061278145948,0.0011750061278145948,
cnn_bilstm_v5_1,0,1201,7,False,0.44285981059074403,0.4247098624706268,0.18149951174855233,0.7318740963935852,0.7550993809058326,0.4937599951027644,2.72804651260376,0.0010759942155348053,0.0010759942155348053,
cnn_bilstm_v5_1,0,1201,8,False,0.3888428658246994,0.371972918510437,0.16869950741529466,0.7095129430294037,0.7770833333333332,0.42699989262465327,2.89612957239151,0.0009687097090637827,0.0009687097090637827,
cnn_bilstm_v5_1,0,1201,9,False,0.39126195162534716,0.3761326834559441,0.15129270330071448,0.7152602732181549,0.787952787952788,0.4197544055660173,2.2847840428352355,0.0008557943090077068,0.0008557943090077068,
cnn_bilstm_v5_1,0,1201,10,False,0.3512410417199135,0.3355510890483856,0.15689957961440087,0.7083568334579468,0.8315483603154835,0.34389795886957214,inf,0.0007400283672606858,0.0007400283672606858,
cnn_bilstm_v5_1,0,1201,11,False,0.3793623000383377,0.3639236927032471,0.15438608303666115,0.7213236570358277,0.815550041356493,0.4334211164457198,2.5357861638069155,0.0006242624255136651,0.0006242624255136651,
cnn_bilstm_v5_1,0,1201,12,False,0.3596730470657349,0.3434225767850876,0.16250472739338875,0.7052841663360596,0.8374576152783823,0.3695503640501322,2.7887444376945494,0.0005113470254575889,0.0005113470254575889,
cnn_bilstm_v5_1,0,1201,13,False,0.3607264578342438,0.34688360095024107,0.13842860460281373,0.7195154845714569,0.8374931124967949,0.32537021456966875,4.044712829589844,0.0004040625189865662,0.0004040625189865662,
cnn_bilstm_v5_1,0,1201,14,False,0.3176390051841736,0.3045946016907692,0.13044401705265046,0.7100024938583374,0.8035195966230448,0.3886006356796045,2.736403501033783,0.0003050506067067767,0.0003050506067067767,
cnn_bilstm_v5_1,0,1201,15,False,0.2944995671510696,0.2797331318259239,0.14766436144709588,0.6982635676860809,0.8145094119606863,0.3702479665793033,2.5992189049720764,0.00021674929050024603,0.00021674929050024603,
cnn_bilstm_v5_1,0,1201,16,False,0.37218210101127625,0.35887790024280547,0.13304198756814004,0.7101302206516266,0.8374576152783823,0.35448198412378057,3.9933926343917845,0.00014133284182724608,0.00014133284182724608,
cnn_bilstm_v5_1,0,1201,17,False,0.3359650731086731,0.3225343555212021,0.13430716171860696,0.7038886964321136,0.8100221075902727,0.3584172293883795,2.926495611667633,8.065826394694923e-05,8.065826394694923e-05,
cnn_bilstm_v5_1,0,1201,18,False,0.2839769095182419,0.26999316066503526,0.13983746394515037,0.7045424401760101,0.8100221075902727,0.3620875204672697,2.434350287914276,3.621956633414751e-05,3.621956633414751e-05,
cnn_bilstm_v5_1,0,1201,19,False,0.3472603619098663,0.33206565827131274,0.1519469752907753,0.7103184401988983,0.8100221075902727,0.36502348467445983,2.7867406487464903,9.110977207649946e-06,9.110977207649946e-06,
cnn_bilstm_v5_1,0,1201,20,False,0.2980826050043106,0.28389401733875275,0.14188588932156562,0.6966033220291138,0.8100221075902727,0.3650237254679534,2.5903265357017515,0.0,0.0,
cnn_bilstm_v5_1,0,2026,1,False,1.1553998231887816,1.1144833445549012,0.4091648459434509,0.7180302321910859,0.29788359788359786,1.0644166237927217,1.0209737598896027,0.0014709457573137213,0.0014709457573137213,
cnn_bilstm_v5_1,0,2026,2,False,1.0769335150718689,1.0383930444717406,0.3854045793414116,0.7269146561622619,0.6185986682808716,0.9411580342572187,0.8887413263320922,0.0014438371681872238,0.0014438371681872238,
cnn_bilstm_v5_1,0,2026,3,False,0.9491172969341278,0.9192838907241822,0.2983342111110687,0.7697045505046844,0.6926267281105991,0.7416962383280694,1.1721265017986298,0.0013993984705744221,0.0013993984705744221,
cnn_bilstm_v5_1,0,2026,4,False,0.6990460932254792,0.677914047241211,0.2113204777240753,0.8260563313961029,0.637190635451505,0.6499384934505686,1.2639182686805726,0.0013387238926941254,0.0013387238926941254,
cnn_bilstm_v5_1,0,2026,5,False,0.5672235637903214,0.5454286754131317,0.21794890910387038,0.8473662197589874,0.7089285714285714,0.5326810752019562,1.415897971391678,0.0012633074440211254,0.0012633074440211254,
cnn_bilstm_v5_1,0,2026,6,False,0.494048485159874,0.47561466991901397,0.18433820977807044,0.8404055833816528,0.760374988240112,0.4847182280761408,1.6422350883483887,0.0011750061278145948,0.0011750061278145948,
cnn_bilstm_v5_1,0,2026,7,False,0.43196484446525574,0.41420421600341795,0.17760627418756486,0.8692096948623658,0.7993464052287583,0.43608991273607944,inf,0.0010759942155348053,0.0010759942155348053,
cnn_bilstm_v5_1,0,2026,8,False,0.4085130214691162,0.39135971665382385,0.17153303921222687,0.8930627048015595,0.7987618116650376,0.40103281467296914,1.8934325218200683,0.0009687097090637827,0.0009687097090637827,
cnn_bilstm_v5_1,0,2026,9,False,0.41905861496925356,0.40166460871696474,0.17394003123044968,0.8885908722877502,0.8374576152783823,0.36974747643143774,2.343896722793579,0.0008557943090077068,0.0008557943090077068,
cnn_bilstm_v5_1,0,2026,10,False,0.3855381697416306,0.36888452172279357,0.1665364533662796,0.9181511163711548,0.7985347985347985,0.39644658931074944,inf,0.0007400283672606858,0.0007400283672606858,
cnn_bilstm_v5_1,0,2026,11,False,0.3512655466794968,0.3348691925406456,0.16396351605653764,0.9155925154685974,0.8535327924273157,0.3652150595528512,2.5063546776771544,0.0006242624255136651,0.0006242624255136651,
cnn_bilstm_v5_1,0,2026,12,False,0.36409816294908526,0.34872685223817823,0.15371306166052817,0.9212611436843872,0.8250146113383986,0.3530930294527319,2.1887130081653594,0.0005113470254575889,0.0005113470254575889,
cnn_bilstm_v5_1,0,2026,13,False,0.3467472568154335,0.3311847969889641,0.15562455579638482,0.9113647222518921,0.8565861394156151,0.31764694911351676,3.271759057044983,0.0004040625189865662,0.0004040625189865662,
cnn_bilstm_v5_1,0,2026,14,False,0.2896310716867447,0.27445597350597384,0.15175097212195396,0.9170452773571014,0.8481580294823079,0.35641486895461366,2.390347111225128,0.0003050506067067767,0.0003050506067067767,
cnn_bilstm_v5_1,0,2026,15,False,0.3114506512880325,0.2965371012687683,0.1491355150938034,0.9312979102134704,0.8267616505322741,0.3685435576234787,2.3974837243556975,0.00021674929050024603,0.00021674929050024603,
cnn_bilstm_v5_1,0,2026,16,False,0.36230810582637785,0.34699921756982804,0.1530889689922333,0.9317412912845612,0.8267616505322741,0.34921839111563824,2.6109967708587645,0.00014133284182724608,0.00014133284182724608,
cnn_bilstm_v5_1,0,2026,17,False,0.32013423889875414,0.305217145383358,0.1491709344089031,0.9487484693527222,0.8267616505322741,0.3565795036327664,2.445427453517914,8.065826394694923e-05,8.065826394694923e-05,
cnn_bilstm_v5_1,0,2026,18,False,0.33228119611740115,0.3172358155250549,0.1504538133740425,0.9407388687133789,0.8267616505322741,0.35527893253106674,3.5476288914680483,3.621956633414751e-05,3.621956633414751e-05,
cnn_bilstm_v5_1,0,2026,19,False,0.27640013545751574,0.2616872251033783,0.1471290923655033,0.9387683272361755,0.8160541379125877,0.35399153589608123,2.3774063110351564,9.110977207649946e-06,9.110977207649946e-06,
cnn_bilstm_v5_1,0,2026,20,False,0.324205057322979,0.3091216146945953,0.15083438605070115,0.9464320540428162,0.8267616505322741,0.35314134853426454,2.8301837921142576,0.0,0.0,
cnn_bilstm_v5_1,0,3407,1,False,1.1411024332046509,1.098430073261261,0.4267236262559891,0.684538996219635,0.3973601260835304,1.0351209635180212,1.1498455345630645,0.0014709457573137213,0.0014709457573137213,
cnn_bilstm_v5_1,0,3407,2,False,1.0039818048477174,0.964643132686615,0.3933867573738098,0.6583682477474213,0.42918622848200316,0.9048124222125983,1.185161578655243,0.0014438371681872238,0.0014438371681872238,
cnn_bilstm_v5_1,0,3407,3,False,0.8112947344779968,0.7800744235515594,0.31220312267541883,0.6617435038089752,0.506372435152923,0.7372576297432809,1.3667502045631408,0.0013993984705744221,0.0013993984705744221,
cnn_bilstm_v5_1,0,3407,4,False,0.6464205145835876,0.6240860164165497,0.22334498167037964,0.6471677124500275,0.6169831116526212,0.6445167814882976,1.500276893377304,0.0013387238926941254,0.0013387238926941254,
cnn_bilstm_v5_1,0,3407,5,False,0.5528077572584152,0.5292811989784241,0.23526555448770523,0.6440693080425263,0.7634887005649716,0.5241712477003598,1.9225340723991393,0.0012633074440211254,0.0012633074440211254,
cnn_bilstm_v5_1,0,3407,6,False,0.5040905982255935,0.485392627120018,0.18697972148656844,0.6375750422477722,0.7550993809058326,0.49350763272517856,1.9149438619613648,0.0011750061278145948,0.0011750061278145948,
cnn_bilstm_v5_1,0,3407,7,False,0.5044294118881225,0.4862794041633606,0.18150008767843245,0.6387798428535462,0.7946499130709658,0.4746539741725307,inf,0.0010759942155348053,0.0010759942155348053,
cnn_bilstm_v5_1,0,3407,8,False,0.42983160018920896,0.41226865649223327,0.17562946900725365,0.6441959083080292,0.7712925643960126,0.4658355592565398,2.2992385983467103,0.0009687097090637827,0.0009687097090637827,
cnn_bilstm_v5_1,0,3407,9,False,0.3931693732738495,0.376499679684639,0.16669696420431138,0.6496394574642181,0.8080671764882291,0.4265416550853417,1.9943897008895874,0.0008557943090077068,0.0008557943090077068,
cnn_bilstm_v5_1,0,3407,10,False,0.37274512052536013,0.35622404217720033,0.1652108035981655,0.6470916926860809,0.7550993809058326,0.4353385712281718,2.3776686072349547,0.0007400283672606858,0.0007400283672606858,
cnn_bilstm_v5_1,0,3407,11,False,0.3792375296354294,0.3641687333583832,0.15068792849779128,0.6478775560855865,0.8420634920634921,0.34103700561251926,2.4391162037849425,0.0006242624255136651,0.0006242624255136651,
cnn_bilstm_v5_1,0,3407,12,False,0.3935746490955353,0.3782604828476906,0.15314166694879533,0.6416592597961426,0.7661375661375661,0.43218012153971974,2.6876078248023987,0.0005113470254575889,0.0005113470254575889,
cnn_bilstm_v5_1,0,3407,13,False,0.3696853071451187,0.3526650667190552,0.1702024221420288,0.639777559041977,0.8095261397928392,0.38439106105397075,2.236190688610077,0.0004040625189865662,0.0004040625189865662,
cnn_bilstm_v5_1,0,3407,14,False,0.38850624263286593,0.37258076667785645,0.1592547409236431,0.6388557374477386,0.8095261397928392,0.36906696613163986,2.871946656703949,0.0003050506067067767,0.0003050506067067767,
cnn_bilstm_v5_1,0,3407,15,False,0.35107051134109496,0.3349737048149109,0.16096805334091185,0.649631118774414,0.8263491605638618,0.391621611795606,2.1613062620162964,0.00021674929050024603,0.00021674929050024603,
cnn_bilstm_v5_1,0,3407,16,False,0.33125149458646774,0.31649108976125717,0.14760405868291854,0.6413365542888642,0.8095261397928392,0.3600568167134561,2.485774552822113,0.00014133284182724608,0.00014133284182724608,
cnn_bilstm_v5_1,0,3407,17,False,0.32708942890167236,0.31244939416646955,0.14640032798051833,0.650604909658432,0.8095261397928392,0.36170757064490167,2.0458084464073183,8.065826394694923e-05,8.065826394694923e-05,
cnn_bilstm_v5_1,0,3407,18,False,0.2948369398713112,0.27988304048776624,0.1495389886200428,0.6491456985473633,0.8095261397928392,0.3650472366010313,1.8373651146888732,3.621956633414751e-05,3.621956633414751e-05,
cnn_bilstm_v5_1,0,3407,19,False,0.3438540294766426,0.32886153012514113,0.1499250128865242,0.6476905822753907,0.8095261397928392,0.3646468836084074,2.4313973069190977,9.110977207649946e-06,9.110977207649946e-06,
cnn_bilstm_v5_1,0,3407,20,False,0.30701667368412017,0.2931109189987183,0.13905756026506425,0.6490914523601532,0.8095261397928392,0.36438069826047653,2.15279643535614,0.0,0.0,
cnn_bilstm_v5_1,0,7319,1,False,1.1277777135372162,1.0885151207447052,0.3926258981227875,0.6690479815006256,0.6033457136817949,0.9924262831794622,0.8881149828433991,0.0014709457573137213,0.0014709457573137213,
cnn_bilstm_v5_1,0,7319,2,False,1.0119628190994263,0.9777121067047119,0.3425070717930794,0.6581362605094909,0.43857808857808855,0.8460987889419387,1.0065773487091065,0.0014438371681872238,0.0014438371681872238,
cnn_bilstm_v5_1,0,7319,3,False,0.7788974106311798,0.7555845439434051,0.23312857896089553,0.6639553725719451,0.6345224823485693,0.6965667339028576,1.3712508916854858,0.0013993984705744221,0.0013993984705744221,
cnn_bilstm_v5_1,0,7319,4,False,0.6399102210998535,0.617910772562027,0.21999447643756867,0.6768826007843017,0.6911680911680912,0.6257124197904089,1.6123650133609773,0.0013387238926941254,0.0013387238926941254,
cnn_bilstm_v5_1,0,7319,5,False,0.5298375964164734,0.5086515486240387,0.21186056435108186,0.6612160623073577,0.8267616505322741,0.4408384951790744,1.521976923942566,0.0012633074440211254,0.0012633074440211254,
cnn_bilstm_v5_1,0,7319,6,False,0.4681642413139343,0.4516437351703644,0.16520506031811238,0.6514916300773621,0.7910469107551488,0.4066259960696784,1.843058955669403,0.0011750061278145948,0.0011750061278145948,
cnn_bilstm_v5_1,0,7319,7,False,0.40105935633182527,0.3833990156650543,0.17660337164998055,0.6539008855819702,0.8035195966230448,0.4432686793076151,1.882624912261963,0.0010759942155348053,0.0010759942155348053,
cnn_bilstm_v5_1,0,7319,8,False,0.40920003652572634,0.3903049767017365,0.1889506421983242,0.6254348576068878,0.8419061655612872,0.35043968052822444,inf,0.0009687097090637827,0.0009687097090637827,
cnn_bilstm_v5_1,0,7319,9,False,0.3602881982922554,0.3431859850883484,0.17102216109633445,0.6368159472942352,0.8310850439882698,0.4110272117346421,2.8203561544418334,0.0008557943090077068,0.0008557943090077068,
cnn_bilstm_v5_1,0,7319,10,False,0.4049281537532806,0.38704666048288344,0.17881489023566247,0.6306882083415986,0.7993464052287583,0.39646122298329445,inf,0.0007400283672606858,0.0007400283672606858,
cnn_bilstm_v5_1,0,7319,11,False,0.3542976647615433,0.3367862343788147,0.1751143142580986,0.6453882277011871,0.7886469292879864,0.372329816931801,2.7990548253059386,0.0006242624255136651,0.0006242624255136651,
cnn_bilstm_v5_1,0,7319,12,False,0.313960425555706,0.29768491089344024,0.16275519579648973,0.6446911871433259,0.8039880734656779,0.371814829232453,3.1644057989120484,0.0005113470254575889,0.0005113470254575889,
cnn_bilstm_v5_1,0,7319,13,False,0.29754267930984496,0.2822383210062981,0.15304361954331397,0.6436137318611145,0.8355188602881657,0.3320797933398517,2.3894036650657653,0.0004040625189865662,0.0004040625189865662,
cnn_bilstm_v5_1,0,7319,14,False,0.3328759431838989,0.3175750970840454,0.15300844684243203,0.6346350133419036,0.8355188602881657,0.3267518973060915,3.229478883743286,0.0003050506067067767,0.0003050506067067767,
cnn_bilstm_v5_1,0,7319,15,False,0.3207250386476517,0.30395878851413727,0.16766250655055046,0.6483980894088746,0.8374576152783823,0.3482562321055587,2.5947555780410765,0.00021674929050024603,0.00021674929050024603,
cnn_bilstm_v5_1,0,7319,16,False,0.3114500045776367,0.29586326628923415,0.1558673657476902,0.6527639508247376,0.8145094119606863,0.3583976601532542,3.3722038745880125,0.00014133284182724608,0.00014133284182724608,
cnn_bilstm_v5_1,0,7319,17,False,0.30779086500406266,0.2924647435545921,0.1532611943781376,0.641892421245575,0.8145094119606863,0.36746875838347715,3.0075247824192046,8.065826394694923e-05,8.065826394694923e-05,
cnn_bilstm_v5_1,0,7319,18,False,0.3076961159706116,0.29149445742368696,0.1620166003704071,0.6399365305900574,0.8145094119606863,0.35819915022360443,2.0053003549575807,3.621956633414751e-05,3.621956633414751e-05,
cnn_bilstm_v5_1,0,7319,19,False,0.2920128062367439,0.2770408794283867,0.1497192531824112,0.6456401228904725,0.7993464052287583,0.3533702247985798,2.6617623448371885,9.110977207649946e-06,9.110977207649946e-06,
cnn_bilstm_v5_1,0,7319,20,False,0.2667740359902382,0.2526766061782837,0.14097434133291245,0.655425626039505,0.7993464052287583,0.35239234548944637,2.5117565512657167,0.0,0.0,
cnn_only_v5_1,0,42,1,False,1.1093233525753021,1.0698992550373077,0.39424102008342743,0.7573972821235657,0.6677999254843517,0.9377900346214539,1.0547559678554534,0.0014709457573137213,0.0014709457573137213,
cnn_only_v5_1,0,42,2,False,0.8683741092681885,0.8370858609676362,0.31288246661424635,0.7399283528327942,0.6879278720710946,0.6989687226266784,1.4279733538627624,0.0014438371681872238,0.0014438371681872238,
cnn_only_v5_1,0,42,3,False,0.5984859734773635,0.577883830666542,0.2060214474797249,0.7312911033630372,0.7208714721586574,0.5894841613015593,1.5356955766677856,0.0013993984705744221,0.0013993984705744221,
cnn_only_v5_1,0,42,4,False,0.4813188910484314,0.46352903842926024,0.17789858132600783,0.7093704164028167,0.7982299777965413,0.45332850243931394,inf,0.0013387238926941254,0.0013387238926941254,
cnn_only_v5_1,0,42,5,False,0.3973371237516403,0.3803018033504486,0.17035318091511725,0.7262669563293457,0.7893518518518517,0.4473523195390415,1.8217055916786193,0.0012633074440211254,0.0012633074440211254,
cnn_only_v5_1,0,42,6,False,0.35951656103134155,0.34335312247276306,0.16163432747125625,0.7176919102668762,0.7985347985347985,0.43205241043117204,2.403100836277008,0.0011750061278145948,0.0011750061278145948,
cnn_only_v5_1,0,42,7,False,0.3173073634505272,0.3019151821732521,0.15392179787158966,0.6994285464286805,0.8228955375253549,0.39114286577337526,inf,0.0010759942155348053,0.0010759942155348053,
cnn_only_v5_1,0,42,8,False,0.3251760110259056,0.31135873794555663,0.1381727449595928,0.7061198472976684,0.7985347985347985,0.42640150509526376,2.8464297533035277,0.0009687097090637827,0.0009687097090637827,
cnn_only_v5_1,0,42,9,False,0.3205518752336502,0.30687632858753205,0.1367555022239685,0.6858136653900146,0.8032672260361048,0.3907468309529456,3.4909515619277953,0.0008557943090077068,0.0008557943090077068,
cnn_only_v5_1,0,42,10,False,0.3154228046536446,0.3016636073589325,0.13759202249348162,0.7045766174793243,0.7934354921720651,0.39785145055641324,3.170893269777298,0.0007400283672606858,0.0007400283672606858,
cnn_only_v5_1,0,42,11,False,0.3080576866865158,0.2945281744003296,0.1352951243519783,0.685235470533371,0.8100221075902727,0.39843741430707513,inf,0.0006242624255136651,0.0006242624255136651,
cnn_only_v5_1,0,42,12,False,0.28173297792673113,0.2697258859872818,0.12007092908024788,0.7202019572257996,0.8612169693640493,0.33659267640860124,3.600824075937271,0.0005113470254575889,0.0005113470254575889,
cnn_only_v5_1,0,42,13,False,0.27259948253631594,0.26135212555527687,0.11247353963553905,0.711636197566986,0.8206896551724139,0.3581941781045114,3.178840917348862,0.0004040625189865662,0.0004040625189865662,
cnn_only_v5_1,0,42,14,False,0.24689311683177947,0.23512519299983978,0.1176792822778225,0.7247243881225586,0.8481580294823079,0.35034426829867793,2.4005139112472533,0.0003050506067067767,0.0003050506067067767,
cnn_only_v5_1,0,42,15,False,0.24274450540542603,0.23076970726251603,0.11974799484014512,0.7226159691810607,0.8460375075620085,0.34009208505440647,2.8753937244415284,0.00021674929050024603,0.00021674929050024603,
cnn_only_v5_1,0,42,16,False,0.25631735324859617,0.244940447807312,0.11376909092068672,0.7191231548786163,0.831364796968948,0.3464966382544753,2.719221431016922,0.00014133284182724608,0.00014133284182724608,
cnn_only_v5_1,0,42,17,False,0.2346853643655777,0.22336239293217658,0.11322972588241101,0.7281083047389985,0.8420634920634921,0.3443504807996548,2.035916048288345,8.065826394694923e-05,8.065826394694923e-05,
cnn_only_v5_1,0,42,18,False,0.24600858837366105,0.23401911556720734,0.11989471539855004,0.7324884414672852,0.831364796968948,0.34841418560820414,2.5081290006637573,3.621956633414751e-05,3.621956633414751e-05,
cnn_only_v5_1,0,42,19,False,0.2334523841738701,0.22195239067077638,0.11499994471669198,0.7209140241146088,0.831364796968948,0.35144165053109866,2.4113003253936767,9.110977207649946e-06,9.110977207649946e-06,
cnn_only_v5_1,0,42,20,False,0.24482004940509797,0.23287902176380157,0.11941028162837028,0.7341762185096741,0.8206896551724139,0.35247747991934764,2.4746014356613157,0.0,0.0,
cnn_only_v5_1,0,2026,1,False,1.115978753566742,1.0746260821819305,0.4135266840457916,0.6533980429172516,0.4874050680502293,0.9783041858316023,1.2348575174808503,0.0014709457573137213,0.0014709457573137213,
cnn_only_v5_1,0,2026,2,False,0.8801031112670898,0.846881103515625,0.33222004771232605,0.5908027231693268,0.6782776625420213,0.703564811067495,1.2061582028865814,0.0014438371681872238,0.0014438371681872238,
cnn_only_v5_1,0,2026,3,False,0.5997185498476029,0.579208904504776,0.20509643405675887,0.5347615063190461,0.7642476997315706,0.5206801087765,1.5031702935695648,0.0013993984705744221,0.0013993984705744221,
cnn_only_v5_1,0,2026,4,False,0.4609688073396683,0.4423616319894791,0.1860716737806797,0.5116181313991547,0.7976373908577298,0.4339219097015216,1.5699209690093994,0.0013387238926941254,0.0013387238926941254,
cnn_only_v5_1,0,2026,5,False,0.3725450783967972,0.3560702756047249,0.16474800407886506,0.4898392617702484,0.8035195966230448,0.3997875813822386,1.9791779458522796,0.0012633074440211254,0.0012633074440211254,
cnn_only_v5_1,0,2026,6,False,0.3180735021829605,0.3025530636310577,0.15520436093211173,0.4901197224855423,0.8420634920634921,0.34062469451984057,inf,0.0011750061278145948,0.0011750061278145948,
cnn_only_v5_1,0,2026,7,False,0.3030859217047691,0.28665606379508973,0.1642985835671425,0.47734997868537904,0.7661375661375661,0.4073148178239017,inf,0.0010759942155348053,0.0010759942155348053,
cnn_only_v5_1,0,2026,8,False,0.2950817972421646,0.2814977914094925,0.13584007509052753,0.467285031080246,0.8145094119606863,0.35746626370714996,2.916193735599518,0.0009687097090637827,0.0009687097090637827,
cnn_only_v5_1,0,2026,9,False,0.2696678012609482,0.25641458481550217,0.13253213912248613,0.4691054880619049,0.831364796968948,0.35105913401493216,3.503841924667358,0.0008557943090077068,0.0008557943090077068,
cnn_only_v5_1,0,2026,10,False,0.25164084881544113,0.23761768639087677,0.14023160934448242,0.4594386607408524,0.8355188602881657,0.3595118262365219,3.0801499843597413,0.0007400283672606858,0.0007400283672606858,
cnn_only_v5_1,0,2026,11,False,0.27769225239753725,0.2654573693871498,0.12234882637858391,0.45647830069065093,0.8100221075902727,0.35681026999207277,2.9808638453483582,0.0006242624255136651,0.0006242624255136651,
cnn_only_v5_1,0,2026,12,False,0.2530704990029335,0.2412891909480095,0.11781306210905314,0.45333501100540163,0.831364796968948,0.3278660786609832,3.536079668998718,0.0005113470254575889,0.0005113470254575889,
