dataset,fold,seed,information_level,model,split,train_pr_auc,overfit_gap,pr_auc,roc_auc,f1,precision,recall,specificity,accuracy,balanced_accuracy,brier,ece,h2_mean,h2_p50,threshold,tp,fp,tn,fn,n,prevalence
uci,1,42,S0,Hybrid,VALID,0.7385609921857098,0.19632520783265306,0.5422357843530567,0.7705215419501135,0.47761194029850745,0.5,0.45714285714285713,0.873015873015873,0.782608695652174,0.665079365079365,0.19738238273712275,0.1872101938062758,0.6728893283657214,0.7371576184171752,0.7,16.0,16.0,110.0,19.0,161.0,0.21739130434782608
uci,1,42,S0,LR,VALID,,,0.5403305703974789,0.7698412698412698,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.8571428571428571,0.7763975155279503,0.6714285714285714,0.1876508059494053,0.20060792183561355,0.727552688903539,0.8076338198802788,0.64,17.0,18.0,108.0,18.0,161.0,0.21739130434782608
uci,1,42,S0,RF,VALID,,,0.46058060691114755,0.7843537414965986,0.4722222222222222,0.4594594594594595,0.4857142857142857,0.8412698412698413,0.7639751552795031,0.6634920634920635,0.14905282503996345,0.09346644999170156,0.7929388127177083,0.8891427972545851,0.43,17.0,20.0,106.0,18.0,161.0,0.21739130434782608
uci,1,42,S0,Hybrid-tabular,ABLATION,,,0.5422357843530567,0.7705215419501135,0.47761194029850745,,,,,,,,,,,,,,,,
uci,1,42,S0,Hybrid-cnn,ABLATION,,,0.5422357843530567,0.7705215419501135,0.47761194029850745,,,,,,,,,,,,,,,,
uci,1,42,S0,Hybrid-bilstm,ABLATION,,,0.5422357843530567,0.7705215419501135,0.47761194029850745,,,,,,,,,,,,,,,,
uci,1,42,S1,Hybrid,VALID,0.9393833941636902,0.17676340994601702,0.7626199842176732,0.9113378684807256,0.6666666666666666,0.625,0.7142857142857143,0.8809523809523809,0.84472049689441,0.7976190476190477,0.17087517390378715,0.17885099480547564,0.2299941705965366,0.08684303552611826,0.95,25.0,15.0,111.0,10.0,161.0,0.21739130434782608
uci,1,42,S1,LR,VALID,,,0.7216209574665449,0.8834467120181406,0.59375,0.6551724137931034,0.5428571428571428,0.9206349206349206,0.8385093167701864,0.7317460317460317,0.13879928529406105,0.15260973070048212,0.6069479394636015,0.6483129033766615,0.71,19.0,10.0,116.0,16.0,161.0,0.21739130434782608
uci,1,42,S1,RF,VALID,,,0.7737206994259208,0.9163265306122449,0.6933333333333334,0.65,0.7428571428571429,0.8888888888888888,0.8571428571428571,0.8158730158730159,0.1037864801263995,0.09913632930227503,0.5954440278849471,0.6004689851963544,0.55,26.0,14.0,112.0,9.0,161.0,0.21739130434782608
uci,1,42,S1,Hybrid-tabular,ABLATION,,,0.6104082970693488,0.8142857142857143,0.25,,,,,,,,,,,,,,,,
uci,1,42,S1,Hybrid-cnn,ABLATION,,,0.6522752623316532,0.9113378684807255,0.0,,,,,,,,,,,,,,,,
uci,1,42,S1,Hybrid-bilstm,ABLATION,,,0.6522752623316532,0.9113378684807255,0.6086956521739131,,,,,,,,,,,,,,,,
uci,1,42,S2,Hybrid,VALID,0.970738716130155,0.08754916367390975,0.8831895524562453,0.9580498866213152,0.7631578947368421,0.7073170731707317,0.8285714285714286,0.9047619047619048,0.8881987577639752,0.8666666666666667,0.096722393681834,0.10221013276525398,0.16701409146672108,0.045503396131148524,0.79,29.0,12.0,114.0,6.0,161.0,0.21739130434782608
uci,1,42,S2,LR,VALID,,,0.8343061211828842,0.9263038548752834,0.72,0.675,0.7714285714285715,0.8968253968253969,0.8695652173913043,0.8341269841269842,0.10407518722778399,0.13203900187820056,0.5822473822270743,0.6534132983307215,0.59,27.0,13.0,113.0,8.0,161.0,0.21739130434782608
uci,1,42,S2,RF,VALID,,,0.9106959914278913,0.9700680272108844,0.8205128205128205,0.7441860465116279,0.9142857142857143,0.9126984126984127,0.9130434782608695,0.9134920634920635,0.06493841254546516,0.1170448975287586,0.5414661528214839,0.5199775101366224,0.46,32.0,11.0,115.0,3.0,161.0,0.21739130434782608
uci,1,42,S2,Hybrid-tabular,ABLATION,,,0.5751191741903028,0.7925170068027212,0.43333333333333335,,,,,,,,,,,,,,,,
uci,1,42,S2,Hybrid-cnn,ABLATION,,,0.8939528671240303,0.9653061224489796,0.05555555555555555,,,,,,,,,,,,,,,,
uci,1,42,S2,Hybrid-bilstm,ABLATION,,,0.8969143401747891,0.9659863945578232,0.6796116504854369,,,,,,,,,,,,,,,,
uci,2,42,S0,Hybrid,VALID,0.569232731344578,-0.003898025033127528,0.5731307563777055,0.7931818181818182,0.5569620253164557,0.5641025641025641,0.55,0.8712121212121212,0.7965116279069767,0.7106060606060607,0.1785849431525813,0.19519092554096565,0.8560280880344107,0.9055874764218964,0.6,22.0,17.0,115.0,18.0,172.0,0.23255813953488372
uci,2,42,S0,LR,VALID,,,0.5346583466439405,0.775,0.3076923076923077,0.6666666666666666,0.2,0.9696969696969697,0.7906976744186046,0.5848484848484848,0.1714844762720648,0.14126908813256683,0.6803008173230783,0.7589456191422426,0.82,8.0,4.0,128.0,32.0,172.0,0.23255813953488372
uci,2,42,S0,RF,VALID,,,0.5236966284176295,0.7839015151515152,0.41935483870967744,0.5909090909090909,0.325,0.9318181818181818,0.7906976744186046,0.6284090909090909,0.1476263026059071,0.06658277988737059,0.7312878961391929,0.7973027451001211,0.42,13.0,9.0,123.0,27.0,172.0,0.23255813953488372
uci,2,42,S0,Hybrid-tabular,ABLATION,,,0.5731307563777055,0.7931818181818182,0.5569620253164557,,,,,,,,,,,,,,,,
uci,2,42,S0,Hybrid-cnn,ABLATION,,,0.5731307563777055,0.7931818181818182,0.5569620253164557,,,,,,,,,,,,,,,,
uci,2,42,S0,Hybrid-bilstm,ABLATION,,,0.5731307563777055,0.7931818181818182,0.5569620253164557,,,,,,,,,,,,,,,,
uci,2,42,S1,Hybrid,VALID,0.8366214388503983,-0.0505701307393589,0.8871915695897572,0.9524621212121211,0.7945205479452054,0.8787878787878788,0.725,0.9696969696969697,0.9127906976744186,0.8473484848484849,0.07402039197086753,0.055581107302460554,0.3434867476735733,0.22119608938159158,0.67,29.0,4.0,128.0,11.0,172.0,0.23255813953488372
uci,2,42,S1,LR,VALID,,,0.8426007103484854,0.9320075757575758,0.5964912280701754,1.0,0.425,1.0,0.8662790697674418,0.7125,0.0910501683461097,0.10128642741162978,0.5585600468900215,0.5711368622374351,0.82,17.0,0.0,132.0,23.0,172.0,0.23255813953488372
uci,2,42,S1,RF,VALID,,,0.8730173076159022,0.9528409090909091,0.7741935483870968,0.6792452830188679,0.9,0.8712121212121212,0.877906976744186,0.8856060606060606,0.07858642772310351,0.07781197800474285,0.5175269857460438,0.4335028229443721,0.32,36.0,17.0,115.0,4.0,172.0,0.23255813953488372
uci,2,42,S1,Hybrid-tabular,ABLATION,,,0.669473747160163,0.8395833333333335,0.6268656716417911,,,,,,,,,,,,,,,,
uci,2,42,S1,Hybrid-cnn,ABLATION,,,0.8447225052737343,0.9472537878787879,0.0,,,,,,,,,,,,,,,,
uci,2,42,S1,Hybrid-bilstm,ABLATION,,,0.8446559798039831,0.9453598484848484,0.7674418604651163,,,,,,,,,,,,,,,,
uci,2,42,S2,Hybrid,VALID,0.9349817162805361,0.01931934212817432,0.9156623741523617,0.9681818181818181,0.8,0.6909090909090909,0.95,0.8712121212121212,0.8895348837209303,0.9106060606060606,0.05897850686439455,0.06026215026111796,0.3314475327003532,0.1934174086044961,0.2,38.0,17.0,115.0,2.0,172.0,0.23255813953488372
uci,2,42,S2,LR,VALID,,,0.8379480235406227,0.9327651515151515,0.6229508196721312,0.9047619047619048,0.475,0.9848484848484849,0.8662790697674418,0.7299242424242425,0.09119412440669725,0.07745620468496019,0.5254464252663195,0.47404204179116893,0.74,19.0,2.0,130.0,21.0,172.0,0.23255813953488372
uci,2,42,S2,RF,VALID,,,0.9013033568566091,0.9583333333333333,0.7222222222222222,0.8125,0.65,0.9545454545454546,0.8837209302325582,0.8022727272727272,0.06780571331438415,0.07639341571823109,0.46691225297322564,0.3628905759835446,0.56,26.0,6.0,126.0,14.0,172.0,0.23255813953488372
uci,2,42,S2,Hybrid-tabular,ABLATION,,,0.6563429852759607,0.8263257575757575,0.3791469194312796,,,,,,,,,,,,,,,,
uci,2,42,S2,Hybrid-cnn,ABLATION,,,0.9052460685473379,0.9678977272727273,0.7671232876712328,,,,,,,,,,,,,,,,
uci,2,42,S2,Hybrid-bilstm,ABLATION,,,0.9051397730795867,0.9676136363636363,0.7155963302752294,,,,,,,,,,,,,,,,
uci,3,42,S0,Hybrid,VALID,0.6639958248567192,0.19398727569926782,0.4700085491574513,0.7579672695951767,0.5,0.375,0.75,0.6511627906976745,0.6727272727272727,0.7005813953488372,0.21290337595622638,0.21791777547561758,0.6971544340186485,0.7485978360073373,0.41,27.0,45.0,84.0,9.0,165.0,0.21818181818181817
uci,3,42,S0,LR,VALID,,,0.4534126850232584,0.7273901808785529,0.45652173913043476,0.375,0.5833333333333334,0.7286821705426356,0.696969696969697,0.6560077519379846,0.21940026252098557,0.21011867682364857,0.6820192173572045,0.7300808020264293,0.55,21.0,35.0,94.0,15.0,165.0,0.21818181818181817
uci,3,42,S0,RF,VALID,,,0.5045284902107642,0.7538759689922481,0.46875,0.32608695652173914,0.8333333333333334,0.5193798449612403,0.5878787878787879,0.6763565891472869,0.15095647261465664,0.0940243450642535,0.7701417172245488,0.8392987294631062,0.25,30.0,62.0,67.0,6.0,165.0,0.21818181818181817
uci,3,42,S0,Hybrid-tabular,ABLATION,,,0.4700085491574513,0.7579672695951767,0.5,,,,,,,,,,,,,,,,
uci,3,42,S0,Hybrid-cnn,ABLATION,,,0.4700085491574513,0.7579672695951767,0.5,,,,,,,,,,,,,,,,
uci,3,42,S0,Hybrid-bilstm,ABLATION,,,0.4700085491574513,0.7579672695951767,0.5,,,,,,,,,,,,,,,,
uci,3,42,S1,Hybrid,VALID,0.8827123284428388,0.10080726679345298,0.7819050616493858,0.9233419465977606,0.647887323943662,0.6571428571428571,0.6388888888888888,0.9069767441860465,0.8484848484848485,0.7729328165374676,0.1208010691406117,0.10642549911739699,0.27556103178569424,0.13204385582563954,0.74,23.0,12.0,117.0,13.0,165.0,0.21818181818181817
uci,3,42,S1,LR,VALID,,,0.6801785514622317,0.8852282515073213,0.5230769230769231,0.5862068965517241,0.4722222222222222,0.9069767441860465,0.8121212121212121,0.6895994832041343,0.1293185617504304,0.13528312638994644,0.5471703487490837,0.5326372232041984,0.72,17.0,12.0,117.0,19.0,165.0,0.21818181818181817
uci,3,42,S1,RF,VALID,,,0.7874351423422951,0.9287252368647718,0.6578947368421053,0.625,0.6944444444444444,0.8837209302325582,0.8424242424242424,0.7890826873385013,0.09206426498802946,0.09788307001475584,0.5623278893249964,0.5451506444369536,0.47,25.0,15.0,114.0,11.0,165.0,0.21818181818181817
uci,3,42,S1,Hybrid-tabular,ABLATION,,,0.5295170721711071,0.7982342807924203,0.5066666666666667,,,,,,,,,,,,,,,,
uci,3,42,S1,Hybrid-cnn,ABLATION,,,0.7322718880689897,0.9170973298880275,0.0,,,,,,,,,,,,,,,,
uci,3,42,S1,Hybrid-bilstm,ABLATION,,,0.7285681843652858,0.9175279931093885,0.6481481481481481,,,,,,,,,,,,,,,,
uci,3,42,S2,Hybrid,VALID,0.949115667372399,0.07669376954453078,0.8724218978278683,0.9534883720930233,0.7671232876712328,0.7567567567567568,0.7777777777777778,0.9302325581395349,0.896969696969697,0.8540051679586563,0.07763141608359891,0.07720770011232658,0.22237614638577374,0.0864370479454006,0.48,28.0,9.0,120.0,8.0,165.0,0.21818181818181817
uci,3,42,S2,LR,VALID,,,0.7292393034376361,0.900947459086994,0.6585365853658537,0.5869565217391305,0.75,0.8527131782945736,0.8303030303030303,0.8013565891472868,0.11715810562572253,0.11620627959597517,0.5439023383363831,0.5625603394765248,0.53,27.0,19.0,110.0,9.0,165.0,0.21818181818181817
uci,3,42,S2,RF,VALID,,,0.8735771943928003,0.9409991386735573,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.9457364341085271,0.9151515151515152,0.8756459948320414,0.07610314817138258,0.08154223039887394,0.507256102443013,0.4304120868607669,0.49,29.0,7.0,122.0,7.0,165.0,0.21818181818181817
uci,3,42,S2,Hybrid-tabular,ABLATION,,,0.5057327924779289,0.7799310938845824,0.5185185185185185,,,,,,,,,,,,,,,,
uci,3,42,S2,Hybrid-cnn,ABLATION,,,0.888321929395037,0.961993970714901,0.15384615384615385,,,,,,,,,,,,,,,,
uci,3,42,S2,Hybrid-bilstm,ABLATION,,,0.888657106200802,0.9622093023255814,0.6796116504854369,,,,,,,,,,,,,,,,
uci,4,42,S0,Hybrid,VALID,0.6799413038995997,0.1845585290914455,0.49538277480815424,0.7970950704225352,0.47863247863247865,0.32941176470588235,0.875,0.5985915492957746,0.6494252873563219,0.7367957746478873,0.1755260658550985,0.1942789682411942,0.658412354261085,0.6526909338261293,0.31,28.0,57.0,85.0,4.0,174.0,0.1839080459770115
uci,4,42,S0,LR,VALID,,,0.4849252758937979,0.8144806338028169,0.5142857142857142,0.47368421052631576,0.5625,0.8591549295774648,0.8045977011494253,0.7108274647887324,0.1669583907586522,0.19258298109360467,0.7208738192512607,0.7599300784014889,0.59,18.0,20.0,122.0,14.0,174.0,0.1839080459770115
uci,4,42,S0,RF,VALID,,,0.5409848678867668,0.809419014084507,0.5,0.34523809523809523,0.90625,0.6126760563380281,0.6666666666666666,0.759463028169014,0.12640965814304372,0.10584059928212017,0.729443320875754,0.7543456357716058,0.23,29.0,55.0,87.0,3.0,174.0,0.1839080459770115
uci,4,42,S0,Hybrid-tabular,ABLATION,,,0.49538277480815424,0.7970950704225352,0.47863247863247865,,,,,,,,,,,,,,,,
uci,4,42,S0,Hybrid-cnn,ABLATION,,,0.49538277480815424,0.7970950704225352,0.47863247863247865,,,,,,,,,,,,,,,,
uci,4,42,S0,Hybrid-bilstm,ABLATION,,,0.49538277480815424,0.7970950704225352,0.47863247863247865,,,,,,,,,,,,,,,,
uci,4,42,S1,Hybrid,VALID,0.8970019045316,0.09338001515765382,0.8036218893739462,0.9546654929577465,0.7714285714285715,0.7105263157894737,0.84375,0.9225352112676056,0.9080459770114943,0.8831426056338028,0.07776250739766662,0.07277736317195084,0.22841226271653028,0.08697258261173087,0.67,27.0,11.0,131.0,5.0,174.0,0.1839080459770115
uci,4,42,S1,LR,VALID,,,0.7504984294904898,0.9388204225352113,0.7073170731707317,0.58,0.90625,0.852112676056338,0.8620689655172413,0.879181338028169,0.10326819330857197,0.1477285309235737,0.5282352305201278,0.4935115031720757,0.47,29.0,21.0,121.0,3.0,174.0,0.1839080459770115
uci,4,42,S1,RF,VALID,,,0.7278569120991257,0.9383802816901408,0.7466666666666667,0.6511627906976745,0.875,0.8943661971830986,0.8908045977011494,0.8846830985915493,0.07430875912298357,0.07071346240974535,0.5056739014787833,0.44501547231689725,0.38,28.0,15.0,127.0,4.0,174.0,0.1839080459770115
uci,4,42,S1,Hybrid-tabular,ABLATION,,,0.5653570887340923,0.8397887323943662,0.5063291139240507,,,,,,,,,,,,,,,,
uci,4,42,S1,Hybrid-cnn,ABLATION,,,0.8688912059487818,0.968199823943662,0.0,,,,,,,,,,,,,,,,
uci,4,42,S1,Hybrid-bilstm,ABLATION,,,0.8688912059487817,0.9681998239436619,0.6813186813186813,,,,,,,,,,,,,,,,
uci,4,42,S2,Hybrid,VALID,0.960085768505814,0.041230658594998415,0.9188551099108155,0.9795334507042254,0.7560975609756098,0.62,0.96875,0.8661971830985915,0.8850574712643678,0.9174735915492958,0.04848382018620844,0.061978124617331334,0.16160952898692996,0.05564142998481303,0.07,31.0,19.0,123.0,1.0,174.0,0.1839080459770115
uci,4,42,S2,LR,VALID,,,0.8358775081573764,0.9599471830985915,0.75,0.675,0.84375,0.9084507042253521,0.896551724137931,0.876100352112676,0.09125796112398667,0.13750021064375664,0.5204351402108492,0.515766405313038,0.57,27.0,13.0,129.0,5.0,174.0,0.1839080459770115
uci,4,42,S2,RF,VALID,,,0.9050970771581723,0.9786531690140845,0.8378378378378378,0.7380952380952381,0.96875,0.9225352112676056,0.9310344827586207,0.9456426056338028,0.05489239913726598,0.0871697758757991,0.4654511731112338,0.3810086379450415,0.45,31.0,11.0,131.0,1.0,174.0,0.1839080459770115
uci,4,42,S2,Hybrid-tabular,ABLATION,,,0.5461340777300802,0.8191021126760563,0.3106796116504854,,,,,,,,,,,,,,,,
uci,4,42,S2,Hybrid-cnn,ABLATION,,,0.9498685489141627,0.9856954225352113,0.47619047619047616,,,,,,,,,,,,,,,,
uci,4,42,S2,Hybrid-bilstm,ABLATION,,,0.9544981785437925,0.9883362676056338,0.5614035087719298,,,,,,,,,,,,,,,,
uci,0,1201,S0,Hybrid,VALID,0.64138409249364,0.3479231668843723,0.29346092560926773,0.6489563567362429,0.3466666666666667,0.3170731707317073,0.38235294117647056,0.7741935483870968,0.689873417721519,0.5782732447817837,0.2353119069224636,0.2370490158283258,0.8314972889246174,0.8742968647753321,0.62,13.0,28.0,96.0,21.0,158.0,0.21518987341772153
uci,0,1201,S0,LR,VALID,,,0.3766763467740745,0.6634250474383302,0.43410852713178294,0.29473684210526313,0.8235294117647058,0.4596774193548387,0.5379746835443038,0.6416034155597723,0.22203802802084396,0.19277868827781344,0.7049081181600222,0.7890194330235272,0.24,28.0,67.0,57.0,6.0,158.0,0.21518987341772153
uci,0,1201,S0,RF,VALID,,,0.37643410277258804,0.7231973434535104,0.46153846153846156,0.4090909090909091,0.5294117647058824,0.7903225806451613,0.7341772151898734,0.6598671726755219,0.16065337995940515,0.07774852290513772,0.7462671722366991,0.8115256733673574,0.39,18.0,26.0,98.0,16.0,158.0,0.21518987341772153
uci,0,1201,S0,Hybrid-tabular,ABLATION,,,0.29346092560926773,0.6489563567362429,0.3466666666666667,,,,,,,,,,,,,,,,
uci,0,1201,S0,Hybrid-cnn,ABLATION,,,0.29346092560926773,0.6489563567362429,0.3466666666666667,,,,,,,,,,,,,,,,
uci,0,1201,S0,Hybrid-bilstm,ABLATION,,,0.29346092560926773,0.6489563567362429,0.3466666666666667,,,,,,,,,,,,,,,,
uci,0,1201,S1,Hybrid,VALID,0.8462909985450902,0.08514839711161781,0.7611426014334723,0.9281309297912714,0.7222222222222222,0.6842105263157895,0.7647058823529411,0.9032258064516129,0.8734177215189873,0.8339658444022771,0.11164814734690046,0.11385019461895468,0.3635150475667962,0.2103188222619628,0.68,26.0,12.0,112.0,8.0,158.0,0.21518987341772153
uci,0,1201,S1,LR,VALID,,,0.6705430387433768,0.8875711574952563,0.5769230769230769,0.42857142857142855,0.8823529411764706,0.6774193548387096,0.7215189873417721,0.77988614800759,0.1283099666328946,0.1394791764065718,0.5994228914397446,0.6549204117262578,0.34,30.0,40.0,84.0,4.0,158.0,0.21518987341772153
uci,0,1201,S1,RF,VALID,,,0.7434089181600859,0.9342979127134725,0.7341772151898734,0.6444444444444445,0.8529411764705882,0.8709677419354839,0.8670886075949367,0.861954459203036,0.09708156733787471,0.10530300517831753,0.6022800728932497,0.7431288130296363,0.45,29.0,16.0,108.0,5.0,158.0,0.21518987341772153
uci,0,1201,S1,Hybrid-tabular,ABLATION,,,0.3364617398098375,0.6911764705882353,0.13953488372093023,,,,,,,,,,,,,,,,
uci,0,1201,S1,Hybrid-cnn,ABLATION,,,0.7527467527095226,0.9301470588235293,0.49635036496350365,,,,,,,,,,,,,,,,
uci,0,1201,S1,Hybrid-bilstm,ABLATION,,,0.7527467527095226,0.9251660341555977,0.71875,,,,,,,,,,,,,,,,
uci,0,1201,S2,Hybrid,VALID,0.9179654596597968,0.044593914728999984,0.8733715449307968,0.9611005692599621,0.7837837837837838,0.725,0.8529411764705882,0.9112903225806451,0.8987341772151899,0.8821157495256167,0.091275549408115,0.12613400760330734,0.3161616872574873,0.15985079677066005,0.71,29.0,11.0,113.0,5.0,158.0,0.21518987341772153
uci,0,1201,S2,LR,VALID,,,0.7901138721996435,0.9153225806451613,0.725,0.6304347826086957,0.8529411764705882,0.8629032258064516,0.8607594936708861,0.8579222011385199,0.10898414474351262,0.12890829228320091,0.5499457906356197,0.5474502659271636,0.48,29.0,17.0,107.0,5.0,158.0,0.21518987341772153
uci,0,1201,S2,RF,VALID,,,0.8837816996067368,0.9670303605313093,0.7777777777777778,0.7368421052631579,0.8235294117647058,0.9193548387096774,0.8987341772151899,0.8714421252371916,0.0685407022134322,0.10097192417494245,0.5081574097043752,0.42285579712161186,0.5,28.0,10.0,114.0,6.0,158.0,0.21518987341772153
uci,0,1201,S2,Hybrid-tabular,ABLATION,,,0.32523118677827356,0.6869070208728653,0.13953488372093023,,,,,,,,,,,,,,,,
uci,0,1201,S2,Hybrid-cnn,ABLATION,,,0.9015018942950986,0.9701138519924098,0.576271186440678,,,,,,,,,,,,,,,,
uci,0,1201,S2,Hybrid-bilstm,ABLATION,,,0.9051435776499717,0.9711812144212524,0.7761194029850746,,,,,,,,,,,,,,,,
uci,1,1201,S0,Hybrid,VALID,0.661971548452702,0.0793754487412961,0.5825960997114059,0.7784580498866213,0.47619047619047616,0.5357142857142857,0.42857142857142855,0.8968253968253969,0.7950310559006211,0.6626984126984127,0.1917746167294747,0.21895381944797793,0.8176596291848603,0.8806205527774619,0.67,15.0,13.0,113.0,20.0,161.0,0.21739130434782608
uci,1,1201,S0,LR,VALID,,,0.5403305703974789,0.7698412698412698,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.8571428571428571,0.7763975155279503,0.6714285714285714,0.1876508059494053,0.20060792183561355,0.727552688903539,0.8076338198802788,0.64,17.0,18.0,108.0,18.0,161.0,0.21739130434782608
uci,1,1201,S0,RF,VALID,,,0.49299526128672494,0.7764172335600907,0.36,0.6,0.2571428571428571,0.9523809523809523,0.8012422360248447,0.6047619047619047,0.14958570879533262,0.1011122272274694,0.7942889253444623,0.9031344633020244,0.49,9.0,6.0,120.0,26.0,161.0,0.21739130434782608
uci,1,1201,S0,Hybrid-tabular,ABLATION,,,0.5825960997114059,0.7784580498866213,0.47619047619047616,,,,,,,,,,,,,,,,
uci,1,1201,S0,Hybrid-cnn,ABLATION,,,0.5825960997114059,0.7784580498866213,0.47619047619047616,,,,,,,,,,,,,,,,
uci,1,1201,S0,Hybrid-bilstm,ABLATION,,,0.5825960997114059,0.7784580498866213,0.47619047619047616,,,,,,,,,,,,,,,,
uci,1,1201,S1,Hybrid,VALID,0.8827922207750626,0.135135633334158,0.7476565874409046,0.9197278911564626,0.6428571428571429,0.5510204081632653,0.7714285714285715,0.8253968253968254,0.8136645962732919,0.7984126984126985,0.12810114631921973,0.11880801027490298,0.314752913600101,0.17787480594591176,0.5,27.0,22.0,104.0,8.0,161.0,0.21739130434782608
uci,1,1201,S1,LR,VALID,,,0.7216209574665449,0.8834467120181406,0.59375,0.6551724137931034,0.5428571428571428,0.9206349206349206,0.8385093167701864,0.7317460317460317,0.13879928529406105,0.15260973070048212,0.6069479394636015,0.6483129033766615,0.71,19.0,10.0,116.0,16.0,161.0,0.21739130434782608
uci,1,1201,S1,RF,VALID,,,0.7309331591993576,0.9151927437641724,0.6582278481012658,0.5909090909090909,0.7428571428571429,0.8571428571428571,0.8322981366459627,0.8,0.10359858788636314,0.0851592857286519,0.5919340546518487,0.6172966416739709,0.5,26.0,18.0,108.0,9.0,161.0,0.21739130434782608
