candidate_id,seed,code_module,records,positive,negative,eligible,macro_f1,at_risk_recall
V3-H2TF,42,CCC,1133,499,634,True,0.8291101055806938,0.7535070140280561
V3-H2TF,42,DDD,2943,1369,1574,True,0.8107836073206149,0.7633308984660336
V3-H2TF,42,EEE,1173,401,772,True,0.8594332298136647,0.7406483790523691
V3-H2TF,42,FFF,3956,1582,2374,True,0.834757987761398,0.7553729456384324
V3-H2TF,42,GGG,1636,608,1028,True,0.7922318633642704,0.618421052631579
V3-H2TF,2026,AAA,332,54,278,True,0.7420665750313751,0.4444444444444444
V3-H2TF,2026,BBB,4205,1605,2600,True,0.8224462369699095,0.6990654205607477
V3-H2TF,2026,CCC,1133,499,634,True,0.825474150380283,0.749498997995992
V3-H2TF,2026,DDD,2943,1369,1574,True,0.8105279672007698,0.7859751643535428
V3-H2TF,2026,EEE,1173,401,772,True,0.8609330659502819,0.7481296758104738
V3-H2TF,2026,FFF,3956,1582,2374,True,0.8391327155097046,0.7616940581542352
V3-H2TF,2026,GGG,1636,608,1028,True,0.7968583787022091,0.631578947368421
V3-H2TF,3407,AAA,332,54,278,True,0.7504013004165397,0.4444444444444444
V3-H2TF,3407,BBB,4205,1605,2600,True,0.8143316482194731,0.6847352024922119
V3-H2TF,3407,CCC,1133,499,634,True,0.8288476094160449,0.7835671342685371
V3-H2TF,3407,DDD,2943,1369,1574,True,0.8089073540751932,0.7662527392257122
V3-H2TF,3407,EEE,1173,401,772,True,0.8488735919899875,0.7406483790523691
V3-H2TF,3407,FFF,3956,1582,2374,True,0.8345551401042137,0.7711757269279393
V3-H2TF,3407,GGG,1636,608,1028,True,0.7955784264427963,0.6118421052631579
V3-H3CF,42,AAA,332,54,278,True,0.7561719676854415,0.5
V3-H3CF,42,BBB,4205,1605,2600,True,0.8220079970129126,0.7071651090342679
V3-H3CF,42,CCC,1133,499,634,True,0.837426501536931,0.7835671342685371
V3-H3CF,42,DDD,2943,1369,1574,True,0.8214894477802647,0.7867056245434624
V3-H3CF,42,EEE,1173,401,772,True,0.8628792432338322,0.773067331670823
V3-H3CF,42,FFF,3956,1582,2374,True,0.8335609015950747,0.7749683944374209
V3-H3CF,42,GGG,1636,608,1028,True,0.7932801899592944,0.6365131578947368
V3-H3CF,2026,AAA,332,54,278,True,0.7469858329262336,0.46296296296296297
V3-H3CF,2026,BBB,4205,1605,2600,True,0.8194542615311611,0.7046728971962617
V3-H3CF,2026,CCC,1133,499,634,True,0.8262003374750728,0.7635270541082164
V3-H3CF,2026,DDD,2943,1369,1574,True,0.8152121336148759,0.787436084733382
V3-H3CF,2026,EEE,1173,401,772,True,0.8574003663817497,0.7481296758104738
V3-H3CF,2026,FFF,3956,1582,2374,True,0.8323833486456714,0.7680151706700379
V3-H3CF,2026,GGG,1636,608,1028,True,0.7976128903414903,0.6480263157894737
V3-H3CF,3407,AAA,332,54,278,True,0.7350258437214958,0.46296296296296297
V3-H3CF,3407,BBB,4205,1605,2600,True,0.8221435822242273,0.7140186915887851
V3-H3CF,3407,CCC,1133,499,634,True,0.8305619193076238,0.7835671342685371
V3-H3CF,3407,DDD,2943,1369,1574,True,0.8217309106235077,0.8078889700511322
V3-H3CF,3407,EEE,1173,401,772,True,0.8500758217319349,0.7655860349127181
V3-H3CF,3407,FFF,3956,1582,2374,True,0.8287659387731695,0.797724399494311
V3-H3CF,3407,GGG,1636,608,1028,True,0.7962592472165373,0.6365131578947368
V3-MLD,42,AAA,332,54,278,True,0.7410509031198687,0.42592592592592593
V3-MLD,42,BBB,4205,1605,2600,True,0.8171997122506005,0.6978193146417445
V3-MLD,42,CCC,1133,499,634,True,0.83313470786931,0.7835671342685371
V3-MLD,42,DDD,2943,1369,1574,True,0.8158427825736116,0.7662527392257122
V3-MLD,42,EEE,1173,401,772,True,0.8506233243967829,0.7406483790523691
V3-MLD,42,FFF,3956,1582,2374,True,0.8379782462281429,0.7629582806573957
V3-MLD,42,GGG,1636,608,1028,True,0.801533037598066,0.6726973684210527
V3-MLF,42,AAA,332,54,278,True,0.759555805906494,0.46296296296296297
V3-MLF,42,BBB,4205,1605,2600,True,0.8149254605375439,0.7034267912772586
V3-MLF,42,CCC,1133,499,634,True,0.8411253672932163,0.7895791583166333
V3-MLF,42,DDD,2943,1369,1574,True,0.8160746816209001,0.7728268809349891
V3-MLF,42,EEE,1173,401,772,True,0.8534199512149607,0.7531172069825436
V3-MLF,42,FFF,3956,1582,2374,True,0.8363211269913833,0.7718078381795196
V3-MLF,42,GGG,1636,608,1028,True,0.7993309924305265,0.6743421052631579
V3-P0,42,AAA,332,54,278,True,0.7644289843033418,0.5740740740740741
