outer_fold,strategy_name,ensemble_method,seed_count,seed_list,seed_weights,calibration_policy,threshold_policy,cv_f1_macro_mean,cv_f1_macro_std,cv_f1_macro_min,cv_f1_macro_max,accuracy,brier_score,ece,class0_f1,class1_precision,class1_recall,class1_f1,class2_f1
,single_seed_42_argmax,mean_probability,1,[42],null,"{""type"": ""none""}","{""type"": ""argmax""}",0.8644684346334511,0.04218556870176977,0.8127516048308127,0.9160845754905161,0.8639240506329114,0.201422687983657,0.05123553623127032,0.8744186046511628,0.87248322147651,0.8441558441558441,0.858085808580858,0.8596491228070176
