candidate_id,seed,outer_fold,qwk,ordinal_mae,one_step_error_rate,two_step_error_rate,brier,nll,ece
N3,155,3,0.9229263518473207,0.07936507936507936,0.07936507936507936,0.0,0.1778592419182198,0.3221400310361201,0.15388863689481416
N3,155,4,0.8236054275253069,0.20634920634920634,0.20634920634920634,0.0,0.33305883361225364,0.5495012648404332,0.129821360480613
R0,42,0,0.8909444985394352,0.109375,0.109375,0.0,0.21875,3.942274589434689,0.109375
R0,42,1,0.9206349206349207,0.07936507936507936,0.07936507936507936,0.0,0.15873015873015872,2.8606074118346947,0.07936507936507942
R0,42,2,0.848759669245132,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,5.14909334130245,0.1428571428571429
R0,42,3,0.9015112037519541,0.09523809523809523,0.09523809523809523,0.0,0.19047619047619047,3.432728894201633,0.09523809523809523
R0,42,4,0.8901071517567904,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,4.004850376568572,0.11111111111111116
R0,123,0,0.8909444985394352,0.109375,0.109375,0.0,0.21875,3.942274589434689,0.109375
R0,123,1,0.9206349206349207,0.07936507936507936,0.07936507936507936,0.0,0.15873015873015872,2.8606074118346947,0.07936507936507942
R0,123,2,0.848759669245132,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,5.14909334130245,0.1428571428571429
R0,123,3,0.9015112037519541,0.09523809523809523,0.09523809523809523,0.0,0.19047619047619047,3.432728894201633,0.09523809523809523
R0,123,4,0.8901071517567904,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,4.004850376568572,0.11111111111111116
R0,155,0,0.8909444985394352,0.109375,0.109375,0.0,0.21875,3.942274589434689,0.109375
R0,155,1,0.9206349206349207,0.07936507936507936,0.07936507936507936,0.0,0.15873015873015872,2.8606074118346947,0.07936507936507942
R0,155,2,0.848759669245132,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,5.14909334130245,0.1428571428571429
R0,155,3,0.9015112037519541,0.09523809523809523,0.09523809523809523,0.0,0.19047619047619047,3.432728894201633,0.09523809523809523
R0,155,4,0.8901071517567904,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,4.004850376568572,0.11111111111111116
